language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
huar1255,-,p,-,-,-,a,h,-,-,-,t,s,i,-,i,-,-,-,-,-,-
cent2131,-,t,-,-,-,a,-,-,-,-,-,l,i,-,i,-,-,-,-,-,-
mayo1264,-,b,-,a,-,a,-,-,-,-,t,S,i,-,a,-,-,-,-,-,-
yaqu1251,-,b,-,-,-,a,-,-,-,-,t,S,i,-,i,-,-,-,-,a,-
elna1235,-,-,-,-,-,a,-,-,-,-,t,s,i,-,i,-,-,-,-,-,-
huic1243,-,h,-,-,-,a,-,-,-,-,t,s,i,-,i,-,-,-,-,-,-
toho1245,-,k,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
pima1248,-,k,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
sout2976,-,k,-,-,-,a,-,-,-,-,-,-,-,-,i,T,h,t,S,u,k
nort2959,u,s,-,o,q,u,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tete1251,-,S,-,i,n,o,-,-,e,-,t,S,t,l,i,-,-,-,-,-,-
high1278,-,S,-,i,n,a,-,-,T,-,t,S,-,-,-,-,-,-,-,-,-
pipi1250,-,a,-,i,y,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pipi1250,-,a,-,i,y,u,h,w,a,T,t,S,-,-,-,-,-,-,-,-,-
mono1275,-,p,-,-,-,u,-,-,-,-,-,s,-,-,i,-,-,-,-,-,-
nort2954,-,p,-,-,-,u,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
pana1305,-,p,-,-,-,e,-,-,-,-,-,h,-,-,e,-,-,-,-,-,-
coma1245,-,p,-,-,-,e,-,-,-,-,-,h,-,-,e,-,-,-,-,-,-
kawa1283,-,p,-,-,-,u,-,-,-,-,-,7,i,v,i,-,-,-,-,-,-
hopi1249,-,p,o,o,-,o,-,-,-,-,-,s,-,-,i,-,-,-,-,-,-
tuba1278,-,p,-,-,-,u,-,-,-,-,n,Z,-,-,i,-,-,-,-,-,l
cahu1264,-,p,-,u,-,u,-,-,-,-,t,S,i,l,i,-,-,-,-,-,-
kiow1266,-,-,-,-,-,e,-,-,-,-,-,-,e,-,e,-,-,-,-,-,-
