language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
huar1255,-,-,-,-,-,-,-,-,o,-,i,-,-,-,-,-,-,-,-,-,-
cent2131,-,-,-,-,-,-,-,-,e,7,i,-,-,-,-,y,e,-,e,n,a
mayo1264,w,-,-,e,-,-,-,-,i,-,i,-,-,-,-,y,e,-,-,-,-
mayo1264,w,-,-,e,r,a,-,a,m,-,-,-,-,-,-,-,a,-,-,-,-
yaqu1251,w,-,e,e,-,-,-,-,e,-,i,-,-,-,-,y,e,-,-,-,-
yaqu1251,w,-,-,e,-,-,-,-,e,-,i,-,-,-,-,y,e,-,-,-,-
elna1235,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,y,e,7,i,-,-
huic1243,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,w,i,-,-
toho1245,-,-,-,-,-,-,-,-,h,-,i,-,-,m,-,-,-,-,-,-,-
pima1248,-,-,-,-,-,-,-,-,o,-,i,-,-,m,o,r,-,-,-,-,-
sout2976,-,-,-,-,-,-,-,-,o,-,i,-,-,-,-,r,3,-,-,-,-
nort2959,-,-,-,-,-,-,-,-,o,-,i,y,u,m,u,r,e,-,-,-,-
tete1251,n,-,-,e,h,-,-,n,e,m,i,-,-,-,-,-,-,-,-,-,-
high1278,n,-,-,e,h,-,-,n,e,m,i,-,-,-,-,-,-,-,-,-,-
pipi1250,n,-,-,e,h,-,-,n,e,m,i,-,-,-,-,-,-,-,-,-,-
mono1275,-,-,-,-,-,-,-,-,-,n,3,-,-,-,-,w,i,-,-,-,-
nort2954,-,-,-,-,-,-,-,-,-,m,i,-,-,-,-,7,a,-,-,-,-
nort2954,-,-,-,-,-,-,-,-,-,m,i,-,-,-,-,-,a,-,-,-,-
pana1305,-,-,-,-,-,-,-,-,-,m,i,-,-,-,-,7,a,-,-,-,-
coma1245,-,-,-,-,-,-,-,-,-,m,i,-,-,-,-,7,a,-,-,-,-
kawa1283,-,-,-,-,-,-,-,-,-,p,a,-,-,-,-,g,i,-,-,-,-
hopi1249,w,a,a,i,-,a,i,n,3,m,-,-,-,-,-,-,a,-,-,-,-
tuba1278,-,-,-,i,-,-,-,-,-,m,i,-,-,-,-,-,i,-,i,-,-
tuba1278,-,-,-,-,-,-,-,-,-,m,i,-,-,-,-,-,i,-,y,-,-
cahu1264,n,-,-,e,-,-,-,-,e,m,-,-,-,-,-,-,-,-,-,-,-
kiow1266,h,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-
