language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
huar1255,t,o,n,-,o,o,-,-,-,-,-,-,-,-
cent2131,r,o,n,-,o,o,-,-,-,-,-,-,-,-
mayo1264,w,-,-,-,o,o,-,-,k,-,i,-,m,-
yaqu1251,w,o,-,-,o,o,-,-,k,-,i,-,-,-
elna1235,-,i,-,-,3,3,-,-,k,-,a,-,-,-
huic1243,-,-,-,-,-,3,-,-,k,a,a,-,-,-
toho1245,-,-,-,-,-,-,-,-,t,-,a,d,d,-
pima1248,-,-,-,-,-,-,-,-,t,-,a,-,r,-
sout2976,-,-,-,-,-,-,-,-,t,-,o,-,n,-
nort2959,-,-,-,-,-,-,-,-,t,-,a,-,r,a
tete1251,-,-,-,-,-,-,-,-,k,S,i,-,-,-
high1278,m,-,-,-,-,e,-,-,t,s,-,-,-,-
pipi1250,-,-,-,-,-,i,-,-,k,S,i,-,-,-
mono1275,k,-,-,-,-,3,-,-,k,-,3,-,-,-
nort2954,k,-,-,-,-,3,-,-,k,-,3,-,-,-
pana1305,n,-,-,-,-,a,-,-,m,p,e,-,-,-
coma1245,n,-,-,-,-,a,-,-,p,-,e,-,-,-
kawa1283,n,-,-,-,-,a,b,i,v,-,i,-,-,-
hopi1249,k,i,-,-,-,3,-,-,k,-,3,-,-,-
tuba1278,-,-,-,-,-,3,N,-,g,-,3,-,l,-
cahu1264,-,-,-,-,-,-,-,-,7,-,i,-,-,-
kiow1266,-,o,n,s,o,o,-,-,-,-,o,-,-,-
