language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
huar1255,-,-,-,k,-,u,p,-,a,-,-,-,-,-,a,-,-,-
cent2131,-,-,-,g,-,u,p,-,a,-,-,-,-,-,a,-,-,-
mayo1264,-,-,-,t,S,o,-,-,o,-,o,n,-,-,i,-,m,-
yaqu1251,-,-,-,t,S,o,-,-,o,-,-,n,-,-,i,-,-,-
elna1235,-,-,-,k,-,3,p,w,a,-,-,-,-,-,a,-,-,-
huic1243,-,-,-,k,-,3,p,-,a,-,-,-,-,-,a,-,-,-
toho1245,m,o,-,7,-,o,-,-,-,-,-,-,-,-,-,-,-,-
pima1248,m,o,-,7,-,o,-,-,-,-,-,-,-,-,-,-,-,-
sout2976,-,-,-,k,-,u,p,-,-,-,-,-,-,-,-,-,-,-
nort2959,-,-,-,t,s,u,p,-,-,-,-,-,-,-,e,-,-,-
tete1251,-,-,-,t,s,o,-,-,-,-,-,n,t,l,i,-,-,-
high1278,-,-,-,t,s,o,-,-,-,-,-,n,t,-,i,-,-,-
pipi1250,-,i,i,y,-,u,h,-,-,-,-,m,-,-,i,-,u,-
mono1275,-,-,-,-,w,o,-,-,o,-,-,-,-,-,e,-,-,-
nort2954,-,-,-,t,s,o,p,-,3,-,-,h,-,-,3,-,-,-
pana1305,-,-,-,-,-,-,p,-,a,m,-,p,-,-,i,p,3,h
coma1245,-,-,-,-,-,-,p,-,a,-,-,p,-,-,i,-,-,-
kawa1283,-,-,-,t,s,o,p,-,i,-,-,v,-,-,3,-,-,-
hopi1249,-,-,-,-,h,o,-,-,o,e,-,m,-,-,i,-,-,-
tuba1278,-,-,-,t,s,o,m,-,o,-,-,l,-,-,-,-,-,-
cahu1264,-,-,-,i,y,u,-,-,u,l,u,k,-,-,a,-,-,l
