language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
huar1255,-,-,k,a,h,-,p,o,o,-,l,-,-,-,-,-,a,-,-,-
cent2131,-,-,g,a,-,-,p,o,o,-,-,-,-,-,-,-,-,-,-,-
mayo1264,-,-,l,o,o,-,b,-,o,-,l,-,-,-,-,-,a,-,-,-
mayo1264,-,-,l,-,o,-,b,-,a,-,-,-,-,-,-,-,i,-,-,-
yaqu1251,-,-,r,o,o,-,b,-,o,-,7,-,-,-,-,-,i,-,-,-
yaqu1251,-,-,l,o,o,-,b,-,o,-,l,-,-,-,-,-,a,-,-,-
elna1235,-,-,h,u,u,-,7,-,u,-,r,-,-,-,-,-,a,-,-,-
toho1245,-,-,-,-,-,-,-,-,o,-,l,-,-,-,-,-,a,s,-,-
pima1248,-,-,k,-,o,-,v,-,o,-,l,-,-,-,-,-,i,k,-,-
sout2976,x,i,k,-,o,l,h,-,-,-,l,-,-,-,-,-,i,k,-,-
nort2959,-,-,t,s,a,-,b,-,u,-,l,-,-,-,-,-,i,t,s,a
tete1251,-,-,m,-,i,-,m,-,i,-,l,-,-,-,-,t,i,t,s,-
high1278,-,-,t,-,e,-,-,-,o,-,l,o,-,-,-,t,i,k,-,-
mono1275,-,a,t,-,3,p,p,-,o,-,n,o,-,-,-,-,-,-,-,-
nort2954,p,a,t,s,i,-,p,-,u,-,n,u,-,-,-,7,a,-,-,-
nort2954,p,a,t,s,i,-,p,-,o,-,n,o,-,-,-,7,a,-,-,-
pana1305,-,-,-,-,-,-,m,-,u,-,n,u,k,a,n,t,3,n,-,-
coma1245,-,-,t,-,o,-,p,-,o,-,n,i,-,-,-,t,3,-,-,-
kawa1283,m,u,d,-,-,-,-,-,u,-,n,i,-,-,-,d,3,-,-,-
hopi1249,-,-,-,-,-,-,p,-,o,e,l,a,-,a,N,p,3,-,-,-
tuba1278,-,-,-,-,-,-,m,-,u,-,l,u,7,u,N,-,a,-,-,-
tuba1278,-,-,-,-,-,-,m,-,u,-,l,u,-,-,N,w,a,l,-,-
cahu1264,-,-,-,-,-,-,p,-,u,u,m,u,-,-,-,l,e,-,-,-
kiow1266,-,-,b,o,o,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-
