language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
huar1255,-,-,-,-,k,-,i,7,a,a,-,-
huar1255,-,-,-,-,k,-,i,7,-,a,-,-
cent2131,-,-,-,-,-,-,i,y,-,a,-,-
mayo1264,m,a,a,a,k,-,-,-,-,a,-,-
yaqu1251,m,a,-,a,k,-,-,-,-,a,-,-
elna1235,t,a,-,-,t,-,3,s,t,e,-,-
huic1243,p,i,-,-,t,-,3,-,-,a,-,-
toho1245,m,a,-,-,k,-,-,-,-,-,-,-
pima1248,m,a,-,-,k,-,-,-,-,-,-,-
sout2976,m,a,-,-,k,-,-,-,-,-,-,-
nort2959,m,a,-,-,x,-,-,-,-,a,n,i
nort2959,m,a,-,-,x,-,-,-,-,e,-,-
tete1251,m,a,-,-,k,-,-,-,-,a,-,-
high1278,m,a,-,-,k,-,-,-,-,a,-,-
pipi1250,m,a,-,-,k,-,-,-,-,a,-,-
mono1275,-,-,-,-,k,i,i,y,-,a,-,-
nort2954,-,-,-,-,k,-,i,-,-,a,-,-
nort2954,-,-,-,-,k,-,i,7,-,a,-,-
pana1305,-,-,-,u,t,-,-,-,-,u,-,-
coma1245,-,-,-,u,t,-,-,-,-,u,-,-
kawa1283,-,-,-,-,d,-,-,-,-,o,-,-
kawa1283,-,-,-,-,r,-,-,-,-,o,-,-
hopi1249,m,a,-,a,q,-,-,-,-,a,-,-
tuba1278,m,a,-,-,h,-,-,-,-,a,-,-
cahu1264,m,a,-,a,x,-,-,-,-,-,-,-
kiow1266,m,a,-,-,g,-,-,-,-,o,-,-
