language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
huar1255,-,m,-,-,e,r,-,-,-,i,-
huar1255,-,m,-,-,e,7,-,a,-,a,-
cent2131,-,m,-,-,i,l,-,-,-,i,-
cent2131,-,m,-,-,e,7,-,a,-,a,-
mayo1264,-,m,e,-,e,7,-,-,-,a,k
yaqu1251,-,m,e,-,e,7,-,-,-,a,-
elna1235,-,h,-,-,e,7,-,i,k,a,-
huic1243,-,m,-,-,i,-,-,-,-,e,-
toho1245,-,m,-,-,u,7,-,-,-,a,-
pima1248,-,m,-,-,3,7,-,-,-,a,-
sout2976,-,m,u,-,a,7,-,-,-,-,-
nort2959,-,m,-,-,u,m,-,-,-,u,-
tete1251,-,m,-,-,i,k,t,i,-,a,-
high1278,-,m,-,-,i,k,t,i,-,a,-
pipi1250,-,m,-,-,i,k,t,i,-,a,-
mono1275,-,p,-,-,a,t,s,-,-,a,-
nort2954,-,p,-,-,a,t,s,-,-,a,-
nort2954,-,p,-,-,a,t,s,-,-,a,-
pana1305,-,p,-,-,a,k,-,-,-,a,-
coma1245,-,p,-,-,e,k,-,-,-,a,-
kawa1283,-,p,-,-,a,k,-,-,-,a,-
hopi1249,-,n,i,i,i,n,-,-,-,a,-
tuba1278,3,m,-,-,3,7,-,-,-,3,k
tuba1278,-,m,-,-,3,7,-,-,-,3,g
cahu1264,-,m,e,-,e,k,-,-,-,a,n
kiow1266,-,-,-,-,-,d,-,-,-,o,-
