language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
huar1255,-,-,-,s,-,-,u,h,-,-,t,-,u,u,-,-,-,-,-,-,-,-
cent2131,-,-,-,s,-,-,u,-,-,-,t,-,u,u,-,-,-,-,-,-,-,-
mayo1264,-,-,-,s,-,-,u,u,-,-,t,-,-,u,k,o,o,t,S,o,7,o
yaqu1251,-,-,-,s,-,-,u,u,-,-,t,-,-,u,-,-,-,-,-,-,-,-
elna1235,-,-,-,s,-,-,3,-,-,-,t,y,e,e,-,-,-,-,-,-,-,-
huic1243,-,-,-,z,-,-,3,-,-,-,t,-,e,e,-,-,-,-,-,-,-,-
huic1243,-,-,-,z,-,-,a,-,-,-,t,-,e,e,-,-,-,-,-,-,-,-
toho1245,-,-,-,h,-,-,u,T,-,-,t,-,-,S,-,-,-,-,-,-,-,-
pima1248,-,-,-,h,-,-,u,h,-,-,t,-,-,-,-,-,-,-,-,-,-,-
pima1248,-,-,-,h,-,-,u,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
sout2976,y,d,-,Z,-,-,u,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
nort2959,y,d,-,Z,-,-,u,-,-,-,t,-,-,u,-,-,-,d,-,-,-,-
tete1251,-,-,-,s,-,-,-,-,-,-,t,-,-,e,-,-,-,-,-,-,-,-
high1278,-,-,-,s,-,-,-,-,-,-,t,-,-,i,-,-,-,-,-,-,-,-
pipi1250,i,-,-,s,-,-,-,-,-,-,t,-,-,i,-,-,-,t,-,-,-,-
mono1275,-,-,-,s,-,-,i,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
nort2954,-,-,-,s,a,s,i,-,-,-,t,-,-,o,-,-,-,-,-,-,-,-
pana1305,-,m,a,s,-,-,i,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
coma1245,-,-,-,s,-,-,i,-,-,-,t,-,-,o,-,-,-,-,-,-,-,-
kawa1283,-,t,a,S,-,-,-,-,-,-,t,-,-,o,-,7,o,b,-,-,-,i
hopi1249,-,-,-,s,o,-,o,-,-,-,k,-,-,i,-,-,-,-,-,-,-,-
tuba1278,-,-,-,S,-,-,u,l,u,n,t,-,-,-,-,-,-,-,-,-,-,-
cahu1264,-,-,-,s,a,-,a,-,-,-,l,-,-,u,-,-,-,l,-,-,-,-
kiow1266,-,-,-,m,-,-,o,n,-,-,t,s,o,o,-,-,-,-,-,-,-,-
