language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
huar1255,-,-,-,-,-,s,i,-,-,o,-,o,-,-,n,a,-,-,m,-,e,-,-,-,-,-,-
cent2131,-,-,-,-,-,s,i,i,y,o,-,o,-,-,n,a,-,-,m,-,e,-,-,-,-,-,-
mayo1264,-,-,-,-,-,s,i,-,-,i,-,a,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
yaqu1251,-,-,-,-,-,s,i,-,-,i,-,a,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
elna1235,r,-,-,-,-,-,-,-,-,u,-,u,7,a,r,a,-,-,-,-,-,-,-,-,-,-,-
huic1243,t,-,-,-,-,s,i,-,-,u,i,u,-,-,r,a,3,i,y,-,e,-,-,-,-,-,-
toho1245,-,-,-,-,-,s,-,-,t,S,-,3,-,-,d,a,-,-,g,-,i,-,-,-,-,-,-
pima1248,-,-,-,-,-,s,-,-,t,-,-,3,-,-,d,o,-,-,g,-,-,-,-,-,-,-,-
sout2976,-,-,-,-,-,m,o,m,d,-,-,u,-,-,r,a,-,-,7,-,-,-,-,-,-,-,-
nort2959,-,-,-,-,-,-,-,-,t,u,-,u,-,-,d,o,-,-,g,u,i,-,-,-,-,-,-
tete1251,-,-,-,-,-,S,-,-,-,o,S,o,k,-,t,-,-,-,-,-,i,-,k,-,-,-,-
high1278,-,-,-,-,-,S,-,-,-,o,S,o,k,-,t,-,-,-,-,-,i,-,k,-,-,-,-
pipi1250,-,-,-,-,-,S,-,-,-,u,S,u,w,-,-,-,-,-,-,-,i,-,k,-,-,-,-
mono1275,p,u,-,-,-,h,-,-,-,-,-,i,-,-,t,u,-,-,w,-,a,-,-,-,-,-,-
nort2954,p,u,-,-,-,h,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pana1305,-,-,-,-,-,s,-,-,-,-,-,a,-,-,k,-,-,-,w,-,a,-,-,-,-,-,-
coma1245,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,p,-,e,-,-,-,-,-,-
kawa1283,p,u,-,-,-,h,-,-,-,-,-,i,-,-,g,i,-,-,d,-,3,-,-,-,-,-,-
hopi1249,-,-,-,-,-,s,-,-,-,-,-,a,-,-,k,-,-,-,w,-,a,-,-,-,-,-,-
hopi1249,-,-,-,-,-,s,-,-,-,-,-,a,-,-,k,-,-,-,w,-,a,-,-,-,-,-,-
tuba1278,-,u,-,-,-,h,-,-,-,-,-,u,-,-,l,-,-,-,h,-,u,-,l,-,-,-,-
tuba1278,-,-,-,-,-,h,-,-,-,-,-,u,-,-,l,-,-,-,h,-,u,-,l,-,-,-,-
cahu1264,-,-,-,-,-,t,-,-,-,u,-,u,-,-,k,-,-,-,v,-,a,S,n,e,k,i,s
kiow1266,t,o,d,e,i,s,-,-,-,-,-,o,-,-,-,i,-,-,y,e,i,-,-,-,-,-,-
