language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
huar1255,-,-,-,-,a,-,-,w,-,-,a,-,a,-,-,-,-,-
cent2131,-,-,-,-,a,-,-,w,-,-,a,-,a,-,-,-,-,-
mayo1264,-,-,-,-,a,-,-,w,-,-,-,-,a,-,-,-,-,m
yaqu1251,-,-,-,-,a,a,a,w,-,-,-,-,a,-,-,-,-,-
elna1235,-,-,-,-,a,-,-,w,-,-,a,-,a,-,-,-,-,h
huic1243,-,-,-,-,a,-,-,w,-,-,a,t,e,-,-,-,-,-
toho1245,-,-,-,-,a,-,-,7,-,-,-,-,a,-,-,-,-,g
pima1248,-,-,-,-,a,-,-,g,-,-,-,-,-,-,-,-,-,-
sout2976,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,7
nort2959,-,-,-,-,a,-,-,g,-,-,-,-,a,-,-,-,-,-
high1278,k,w,e,t,a,-,-,S,-,-,-,-,a,-,-,-,-,-
pipi1250,k,w,-,-,a,-,-,k,-,-,-,-,a,T,h,t,S,o
pipi1250,k,w,-,-,a,-,k,w,-,-,-,-,a,-,-,-,-,u
mono1275,-,-,-,-,a,-,-,w,-,-,-,-,a,-,-,-,-,-
nort2954,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
pana1305,-,-,-,-,a,-,-,w,-,-,-,-,a,-,-,-,-,-
coma1245,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
kawa1283,-,-,-,-,a,-,-,p,-,-,-,-,3,-,-,-,-,-
hopi1249,-,-,-,-,a,a,a,l,-,-,-,-,a,-,-,-,-,-
tuba1278,-,-,-,-,a,-,-,w,-,-,-,-,a,-,-,-,-,t
cahu1264,-,-,a,-,a,-,-,w,-,-,-,-,a,-,-,-,-,l
kiow1266,-,-,-,-,-,-,-,g,u,d,e,-,e,-,-,-,-,-
