language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
sanj1276,-,h,-,a,-,i,-,-,-,-,-,a,-,-,i,7,-,-,-,i,-,-,7,-,-
mayo1264,-,b,w,e,e,e,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-
mayo1264,-,b,w,e,-,e,-,-,-,-,-,-,-,-,-,7,u,-,r,u,-,-,-,-,-
yaqu1251,-,b,u,u,-,u,-,-,-,-,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-
yaqu1251,-,b,w,e,-,e,-,-,-,-,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-
tuba1279,-,-,w,e,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
huar1255,-,-,w,-,-,e,-,-,-,-,-,-,-,-,-,r,u,m,a,a,-,-,-,-,-
cent2131,-,-,w,-,-,a,-,-,-,-,-,-,-,-,-,l,u,-,-,u,-,-,-,-,-
opat1246,-,g,u,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
eude1234,-,h,u,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
elna1235,-,v,-,e,-,e,-,-,-,-,-,-,-,-,-,7,-,-,-,e,-,-,-,-,-
huic1243,-,-,-,e,p,3,n,e,-,-,-,e,-,-,-,n,-,-,-,a,-,-,-,-,-
huic1243,-,-,-,e,p,3,-,-,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-
toho1245,-,g,-,-,-,3,-,-,-,-,-,-,-,-,-,7,-,-,-,3,-,-,-,-,-
pima1248,-,g,-,-,-,3,-,-,-,-,-,-,-,-,-,7,-,-,-,3,-,-,d,-,-
sout2976,-,g,-,e,-,3,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-
nort2959,a,g,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2959,-,g,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
clas1250,-,w,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-
clas1250,-,w,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
high1278,-,w,-,-,-,e,-,e,-,-,-,e,-,-,i,y,-,-,-,i,-,-,-,-,-
tete1251,-,b,-,i,-,e,-,-,-,-,-,-,-,-,i,y,i,-,i,i,-,-,-,-,-
pipi1250,-,w,-,-,-,e,-,-,-,-,-,-,-,-,i,-,-,-,e,i,-,-,-,-,-
poch1244,-,w,-,-,-,i,-,-,-,-,-,-,-,-,-,y,-,-,-,o,-,-,m,-,-
chem1251,-,h,-,-,-,o,-,-,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-
sout2969,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kawa1283,-,w,-,-,-,o,-,-,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-
utee1244,a,p,-,-,-,a,-,-,-,-,-,a,-,-,-,t,-,-,-,3,-,-,-,-,-
mono1275,-,p,-,-,-,a,-,-,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-
nort2954,-,p,-,-,-,a,-,-,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-
pana1305,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
gosi1242,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
coma1245,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
hopi1249,-,w,-,-,-,i,-,3,3,i,y,o,-,-,-,q,-,-,-,a,-,-,-,-,-
serr1255,-,-,-,a,t,i,-,-,-,-,-,3,-,-,-,7,-,-,-,a,-,-,t,-,s
kita1252,-,7,-,a,t,y,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
tong1329,-,-,-,-,-,i,-,-,-,-,y,o,-,-,-,o,-,-,-,o,i,T,t,-,S
cahu1264,-,-,-,a,-,-,-,-,-,-,-,a,m,n,a,7,-,-,-,a,-,-,-,-,-
cupe1243,-,-,-,a,-,i,-,-,-,-,-,a,-,-,i,7,-,-,-,a,-,-,n,i,S
luis1253,-,-,-,-,-,i,-,-,-,-,y,o,-,-,o,t,-,-,-,-,-,-,-,-,-
tuba1278,-,-,-,-,-,e,-,-,-,-,g,e,-,-,-,w,-,-,-,a,-,-,n,-,-
