language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
huar1255,-,-,k,a,7,i,-,-,-,-,i,-
cent2131,-,-,k,-,-,e,-,-,-,-,e,-
mayo1264,-,-,k,a,-,a,-,-,-,-,a,-
yaqu1251,-,-,k,e,-,e,-,-,-,-,e,-
yaqu1251,-,-,k,a,-,a,-,-,-,-,a,-
yaqu1251,-,-,k,a,-,-,-,-,-,-,-,-
elna1235,-,-,k,a,-,i,-,-,-,-,a,i
elna1235,-,-,k,a,-,-,-,-,-,-,-,-
huic1243,m,e,t,a,-,-,-,-,-,-,a,-
toho1245,-,-,p,-,-,i,a,7,-,-,a,-
toho1245,-,-,p,-,-,-,-,-,-,-,i,-
pima1248,-,-,p,-,-,-,-,-,-,-,i,m
sout2976,T,-,h,-,-,-,-,t,S,-,a,m
nort2959,-,-,m,a,-,i,-,t,u,d,o,-
nort2959,-,-,m,a,-,i,-,t,i,-,u,d
tete1251,-,a,m,-,-,-,-,-,-,-,o,-
high1278,-,a,m,-,-,-,-,-,-,-,o,-
pipi1250,-,-,m,-,-,-,-,-,-,-,a,-
mono1275,-,-,q,a,-,-,-,t,u,7,u,-
nort2954,-,-,k,a,-,-,-,-,-,-,i,-
pana1305,-,-,k,-,-,-,-,-,-,-,e,-
coma1245,-,-,k,-,-,-,-,-,-,-,e,-
kawa1283,y,u,w,a,-,-,-,t,-,-,3,-
hopi1249,-,-,q,a,-,-,-,7,e,-,e,-
hopi1249,-,-,q,a,-,-,-,-,-,-,a,-
tuba1278,-,-,h,a,-,-,-,S,-,-,-,-
cahu1264,-,-,k,i,-,i,-,7,-,-,i,-
