language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
huar1255,-,-,k,a,-,k,-,-,e,-,-,-,-,e,-,-,-,n,-,a,-,-
cent2131,-,-,-,o,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
mayo1264,-,-,b,o,-,h,-,-,u,-,-,-,m,e,-,-,-,-,-,-,-,-
yaqu1251,-,-,b,o,-,h,-,-,u,-,-,-,m,e,-,-,-,-,-,-,-,-
elna1235,o,-,h,o,-,-,-,-,u,-,-,-,b,e,-,-,-,-,-,-,-,-
huic1243,-,-,h,o,-,-,-,-,u,r,i,i,k,o,-,-,-,-,-,-,-,-
huic1243,-,-,h,o,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
toho1245,-,-,w,o,-,t,-,S,u,-,-,-,-,i,-,-,-,-,-,-,-,-
pima1248,-,-,k,o,m,l,-,-,i,-,-,-,m,i,-,-,-,-,-,a,-,h
tete1251,-,-,m,o,-,-,-,-,o,-,-,-,w,i,l,o,o,n,-,o,-,-
mono1275,-,-,p,o,-,h,-,-,o,-,-,-,p,i,-,-,-,-,-,-,-,-
nort2954,-,-,p,o,-,h,-,-,o,-,-,-,p,i,-,-,-,-,-,-,-,-
pana1305,-,-,n,o,-,k,-,-,o,-,-,-,-,i,-,-,-,t,s,o,i,h
coma1245,-,-,p,o,-,h,-,-,o,-,-,-,p,i,-,-,-,t,-,u,-,-
kawa1283,-,-,p,o,-,k,e,n,u,k,-,-,w,i,-,-,-,-,-,-,-,-
hopi1249,-,-,m,o,-,m,-,-,o,r,-,-,t,i,-,-,-,m,-,o,-,-
tuba1278,o,a,p,o,i,7,-,-,-,-,-,-,-,i,-,-,-,t,-,S,-,-
