language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
huar1255,-,-,s,a,-,-,-,-,-,-,-,w,-,a,a,-,-,-,-
cent2131,-,-,s,a,-,-,-,-,-,-,-,w,-,a,a,-,-,-,-
mayo1264,-,-,s,a,-,-,a,-,-,-,-,w,-,-,a,-,-,-,-
yaqu1251,-,-,s,a,-,-,a,-,-,-,-,w,-,-,a,-,-,-,-
elna1235,-,-,S,a,-,-,n,-,-,-,-,w,e,e,i,-,-,-,-
huic1243,-,-,z,a,-,-,-,-,-,-,-,m,-,a,a,-,-,-,-
toho1245,-,-,h,a,-,-,-,-,-,-,-,h,-,-,a,-,-,g,-
pima1248,-,-,h,a,-,-,-,-,-,-,-,h,-,-,a,-,-,g,-
sout2976,y,d,Z,a,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-
nort2959,y,d,Z,a,-,-,-,-,-,-,-,g,-,-,a,-,-,-,-
tete1251,-,-,S,i,-,-,-,-,-,-,-,b,-,-,i,-,-,t,l
high1278,-,-,S,i,-,-,-,-,-,-,-,w,-,-,i,-,-,t,-
pipi1250,i,-,s,-,-,-,-,-,-,-,-,w,-,-,a,-,-,t,-
mono1275,-,-,-,-,-,g,a,-,-,-,-,s,-,-,a,-,-,-,-
nort2954,-,-,n,a,-,k,a,-,-,-,-,p,-,-,3,-,-,-,-
pana1305,-,-,-,-,-,p,i,-,-,-,-,s,-,-,i,-,-,-,-
coma1245,-,-,-,-,-,p,u,-,-,-,-,h,-,-,i,p,3,h,-
kawa1283,-,-,n,a,-,g,a,-,-,-,-,v,-,-,3,-,-,-,-
hopi1249,-,-,n,a,-,-,a,-,-,a,-,p,-,-,i,-,-,-,-
tuba1278,-,-,n,a,N,h,a,-,-,-,-,b,-,-,3,-,-,l,-
cahu1264,-,-,p,a,-,-,a,-,-,-,-,l,-,-,a,-,-,t,-
kiow1266,-,-,-,a,-,-,e,d,e,e,i,g,-,-,o,-,-,-,-
