language,x1,x2,x3,x4,x5,x6,x7,x8
huar1255,-,-,n,-,-,e,-,-
cent2131,-,-,n,e,h,e,-,-
mayo1264,i,-,n,o,p,o,-,-
yaqu1251,i,-,n,e,p,o,-,-
yaqu1251,-,-,n,-,-,e,-,-
elna1235,-,-,n,e,-,e,-,-
elna1235,i,-,n,e,-,e,-,-
huic1243,-,-,n,-,-,e,-,-
toho1245,o,a,5,i,7,i,-,-
toho1245,o,a,5,-,-,i,-,-
pima1248,o,-,n,-,-,i,-,-
nort2959,o,-,n,-,-,i,-,-
tete1251,-,-,n,o,h,o,-,-
high1278,-,-,n,e,h,-,-,-
pipi1250,-,-,n,o,h,o,-,-
mono1275,-,-,n,-,-,u,-,-
nort2954,-,-,n,-,-,u,-,-
pana1305,-,-,n,-,-,u,-,-
pana1305,-,-,n,u,-,u,-,-
coma1245,-,-,n,-,-,u,7,-
kawa1283,-,-,n,-,-,u,7,u
hopi1249,-,-,n,-,-,u,7,-
tuba1278,-,-,n,u,-,u,-,-
cahu1264,-,-,n,-,-,e,-,-
