language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
huar1255,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,t,-,s,-,i,-,-,-,-,-
cent2131,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,t,-,S,i,i,-,-,-,-,-
mayo1264,-,-,-,-,-,-,-,h,-,-,-,u,-,-,-,7,u,n,-,e,i,i,i,y,a
yaqu1251,-,-,-,-,-,-,-,h,u,-,-,u,-,-,-,7,u,n,-,e,-,-,-,-,a
elna1235,-,-,-,-,-,-,-,m,w,a,7,a,-,-,-,r,-,-,-,e,-,-,-,-,-
elna1235,-,-,-,-,-,-,-,m,w,a,7,a,-,-,-,t,-,y,-,e,-,-,-,-,-
huic1243,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,t,-,-,-,e,-,-,-,-,-
huic1243,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-,-,-
huic1243,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
toho1245,-,-,-,-,-,-,-,m,-,-,-,a,T,-,-,t,-,-,-,S,-,-,-,-,-
pima1248,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,-,-
sout2976,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,-,-
nort2959,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,t,-,-,-,e,-,-,-,-,-
tete1251,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,t,-,-,-,i,-,-,-,-,-
high1278,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,t,-,-,-,i,-,-,-,-,-
pipi1250,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,t,-,-,-,i,-,-,-,-,-
mono1275,s,u,-,-,t,a,-,p,-,-,-,3,-,-,-,h,-,-,-,i,-,-,-,-,-
nort2954,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,u,-,-,-,-,-
nort2954,p,u,p,i,t,a,k,w,-,-,-,a,-,-,-,t,-,-,-,u,-,-,-,-,-
pana1305,s,u,-,-,-,-,-,m,p,-,-,a,-,-,-,n,-,a,-,i,-,-,-,-,-
coma1245,s,u,-,-,-,-,-,m,p,a,n,a,7,-,i,t,-,-,-,3,-,-,-,-,-
coma1245,s,u,-,-,-,a,-,p,-,-,-,e,-,-,-,t,-,a,-,i,-,-,-,-,-
kawa1283,-,-,-,-,-,-,-,p,-,-,-,u,-,-,-,t,-,s,-,3,-,-,-,-,-
hopi1249,-,-,-,-,-,-,-,n,-,-,-,a,v,o,o,t,-,-,-,a,-,-,-,-,-
tuba1278,-,-,-,-,-,a,-,m,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-
tuba1278,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-
cahu1264,-,e,-,e,-,-,-,n,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-
kiow1266,-,-,-,-,-,-,-,h,-,-,-,a,-,-,e,g,-,-,-,i,-,-,-,y,a
