language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
huar1255,-,-,-,-,t,-,-,-,-,-,-,e,-,w,a,-,a,-,-,-
cent2131,-,-,-,-,r,-,-,-,-,-,-,e,-,w,a,-,a,-,-,-
mayo1264,-,-,-,-,t,-,-,e,-,-,-,e,-,w,-,-,a,-,m,-
yaqu1251,-,-,-,-,t,-,-,e,-,-,-,e,-,-,-,-,a,-,-,-
elna1235,-,a,a,n,t,-,-,y,-,-,-,a,-,7,-,-,a,-,r,u
elna1235,-,a,a,n,t,-,-,y,-,-,-,a,-,w,-,-,a,-,-,-
huic1243,-,-,-,-,t,-,-,e,-,-,-,e,-,w,a,-,a,-,-,-
toho1245,-,-,-,-,t,S,-,3,g,-,-,i,-,g,-,-,-,-,-,-
pima1248,-,-,-,-,t,-,-,3,g,-,-,i,-,g,-,-,-,-,-,-
nort2959,-,-,-,-,t,u,t,u,g,a,r,a,-,g,-,-,a,-,-,-
tete1251,-,-,-,-,t,-,-,-,-,-,-,u,-,k,o,-,e,-,-,-
high1278,-,-,-,-,t,-,-,-,-,-,-,o,-,k,a,-,i,-,-,-
pipi1250,-,-,-,-,t,-,-,-,-,-,-,u,-,k,e,-,i,-,-,-
mono1275,-,-,-,-,n,-,-,a,-,-,n,i,i,y,a,n,a,-,-,-
nort2954,-,-,-,-,n,-,-,a,-,-,n,i,-,-,a,n,a,-,-,-
pana1305,n,a,-,-,t,-,-,3,p,i,n,i,-,-,-,-,a,-,-,-
coma1245,-,-,-,-,n,-,-,a,h,-,n,i,-,-,-,-,a,-,-,-
kawa1283,-,-,-,-,n,-,-,i,-,-,-,i,-,y,a,-,a,a,v,i
hopi1249,-,-,-,-,t,-,-,i,-,-,-,3,N,w,-,n,i,-,-,-
tuba1278,-,-,-,-,t,-,-,-,-,-,-,i,N,w,-,-,a,-,-,-
tuba1278,-,i,-,n,d,-,-,-,-,-,-,i,N,w,-,-,a,-,-,-
cahu1264,-,-,-,-,t,-,-,e,-,-,-,e,-,w,-,-,a,-,l,-
kiow1266,-,-,-,-,k,-,h,o,-,-,g,i,-,-,a,-,a,-,-,-
