language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
huar1255,-,-,-,-,-,-,-,e,-,-,l,-,-,a,-,-,a,-
cent2131,-,-,-,-,-,-,-,-,-,-,l,-,-,a,-,-,a,-
mayo1264,-,-,-,-,-,-,-,o,-,-,-,-,-,o,h,b,o,-
yaqu1251,-,-,-,-,-,-,-,o,-,-,-,-,-,o,h,b,o,-
elna1235,-,-,-,-,S,-,-,u,u,u,r,-,-,e,-,7,e,-
huic1243,-,-,-,-,z,-,-,u,-,-,r,i,i,i,-,y,a,-
toho1245,-,3,-,-,7,-,-,3,-,d,d,-,-,-,-,-,-,-
pima1248,-,3,-,-,7,-,-,3,-,-,r,-,-,-,-,-,-,-
sout2976,-,3,-,-,-,-,-,3,-,-,r,-,-,-,-,-,-,-
nort2959,-,-,-,-,-,-,-,i,-,-,r,-,-,a,-,-,i,-
tete1251,-,i,-,-,y,-,-,e,-,s,t,-,-,-,-,l,i,-
high1278,-,-,-,-,-,-,-,e,-,s,t,-,-,-,-,-,i,-
pipi1250,-,-,-,-,-,-,-,e,-,h,t,-,-,-,-,-,i,-
mono1275,p,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2954,p,3,-,-,p,-,-,i,-,-,-,-,-,-,-,-,-,-
pana1305,p,a,u,p,p,-,-,i,-,-,n,-,-,-,-,-,-,-
coma1245,p,3,-,p,p,-,-,i,-,-,n,-,-,-,-,-,-,-
kawa1283,p,3,-,-,p,-,-,i,-,-,-,-,-,-,-,-,-,-
hopi1249,-,-,-,-,-,-,-,i,-,3,N,-,-,-,-,w,a,-
tuba1278,-,3,-,k,w,-,-,a,-,-,-,-,-,-,-,-,-,-
cahu1264,-,e,-,-,w,e,u,i,-,-,l,-,-,-,-,-,i,-
kiow1266,-,o,-,-,-,-,-,o,-,-,-,-,-,-,-,-,o,m
