language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
huar1255,-,-,-,-,-,i,h,p,a,k,o,o,r,-,-,u,m,-,-,-,e,-,-,-,-,-,-,-
cent2131,-,-,-,-,-,-,p,-,a,g,o,o,t,u,-,a,m,-,-,-,e,-,-,-,-,-,-,-
mayo1264,-,-,-,-,-,i,y,-,-,-,o,-,r,e,-,e,m,-,-,-,e,-,-,-,-,-,-,-
yaqu1251,-,-,-,-,-,i,y,-,-,-,o,-,-,e,-,e,m,-,-,-,e,-,-,-,-,-,-,-
elna1235,-,-,-,t,-,i,-,-,-,-,-,-,-,e,-,e,v,-,-,-,i,-,-,-,-,-,-,-
huic1243,-,-,-,t,-,e,-,-,-,-,3,-,t,e,-,e,r,-,-,-,i,-,-,-,-,-,-,-
toho1245,-,-,-,h,-,3,m,-,a,y,-,-,d,Z,k,a,m,-,-,-,-,-,-,-,-,-,-,-
pima1248,-,-,-,h,-,3,m,-,a,-,-,-,d,-,k,a,m,-,-,-,-,-,-,-,-,-,-,-
sout2976,y,d,-,Z,-,-,-,-,a,-,-,-,t,-,k,a,m,-,-,-,-,-,-,-,-,-,-,-
nort2959,-,-,-,-,-,o,-,-,-,-,-,-,d,-,-,a,m,-,-,-,e,-,-,-,-,-,-,-
tete1251,-,-,-,t,l,o,-,-,e,-,-,-,-,-,k,a,-,-,-,-,-,-,-,-,-,-,-,-
high1278,-,-,-,t,-,-,-,-,a,-,-,-,-,-,k,a,i,y,o,o,o,-,-,-,-,-,-,t
pipi1250,-,-,-,t,-,-,-,-,a,-,-,-,-,-,g,a,-,-,-,-,-,-,-,-,-,-,-,t
mono1275,-,-,-,n,-,3,-,-,-,-,-,-,-,-,-,-,m,-,-,-,3,-,-,-,-,-,-,-
nort2954,-,-,-,n,-,3,-,-,-,-,-,-,-,-,-,-,m,-,-,-,3,-,-,-,-,-,-,-
pana1305,-,-,-,n,-,3,-,-,-,-,-,-,-,-,-,-,m,-,-,-,3,-,-,-,-,-,-,-
coma1245,-,-,-,n,-,3,-,-,-,-,-,-,-,-,-,-,m,-,-,-,3,-,-,-,-,-,-,-
kawa1283,-,-,-,n,-,3,-,-,-,-,-,-,-,-,-,-,w,-,-,-,3,-,-,-,-,-,-,-
hopi1249,-,s,i,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
cahu1264,-,-,-,t,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,x,l,i,s,w,e,t
kiow1266,-,-,-,k,-,i,y,-,a,-,-,-,-,-,k,o,m,-,-,-,-,-,-,-,-,-,-,-
