id,doculect,concept,forms,lexstatid,db
279380,megl1237,I,j o,113,saenkoromance
279381,istr1245,I,j o,113,saenkoromance
279382,arom1237,I,j o,113,saenkoromance
279383,roma1327,I,j e w,114,saenkoromance
279384,friu1240,I,j o,113,saenkoromance
279385,piem1238,I,m i,115,saenkoromance
279386,piem1238,I,m i,115,saenkoromance
279387,piem1238,I,m i,115,saenkoromance
279388,piem1238,I,m iː,115,saenkoromance
279389,roma1328,I,m e,115,saenkoromance
279390,emil1241,I,m i,115,saenkoromance
279391,emil1241,I,m ˈɛ,115,saenkoromance
279392,emil1241,I,m e,115,saenkoromance
279393,ligu1248,I,m i,115,saenkoromance
279394,ligu1248,I,m i,115,saenkoromance
279395,vene1258,I,m i,115,saenkoromance
279396,vene1258,I,m i,115,saenkoromance
279397,vene1258,I,m i,115,saenkoromance
279398,ital1282,I,ˈi o,116,saenkoromance
279399,ital1282,I,ˈi o,116,saenkoromance
279400,neap1235,I,ˈi j ə,113,saenkoromance
279401,camp1261,I,d ˈɛ w,114,saenkoromance
279402,sici1248,I,j ˈɔ,113,saenkoromance
279403,sici1248,I,j u,113,saenkoromance
279404,sici1248,I,j u,113,saenkoromance
279405,stan1289,I,ʒ ˈɔ,117,saenkoromance
279406,stan1289,I,j ˈɔ,113,saenkoromance
279407,stan1289,I,ʒ ˈɔ,117,saenkoromance
279408,stan1289,I,j ˈɔ,113,saenkoromance
279409,stan1289,I,j ˈɔ,113,saenkoromance
279410,stan1289,I,j ˈɔ,113,saenkoromance
279411,megl1237,I,m i n i,115,saenkoromance
279412,istr1245,I,m ˈi r e,115,saenkoromance
279413,arom1237,I,m ˈi n e,115,saenkoromance
279414,roma1327,I,m ˈi n e,115,saenkoromance
279415,friu1240,I,m e,115,saenkoromance
279416,ital1282,I,m e,115,saenkoromance
279417,ital1282,I,m e,115,saenkoromance
279418,neap1235,I,m e,115,saenkoromance
279419,camp1261,I,m ˈɛ j,115,saenkoromance
