id,doculect,concept,forms,lexstatid,db
132400,apur1254,BODY,m a n e,20,carvalhopurus
132401,yine1238,BODY,m a n e,20,carvalhopurus
132402,apur1254,HEAD,k ɨ w ɨ,90,carvalhopurus
132403,yine1238,HEAD,ç i w ɨ,90,carvalhopurus
132404,apur1254,EYE,o k ɨ,57,carvalhopurus
132405,yine1238,EYE,h i + h o ç i,58,carvalhopurus
132406,apur1254,EARHOLE,k e n a k o + k ɨ,52,carvalhopurus
132407,yine1238,EARHOLE,ç n a k o + p n a,53,carvalhopurus
132408,apur1254,FEATHER OR FUR OR HAIR,p i t i,68,carvalhopurus
132409,yine1238,FEATHER OR FUR OR HAIR,p i c/tʃ i,68,carvalhopurus
132410,apur1254,MOUTH,n a m a,123,carvalhopurus
132411,yine1238,MOUTH,n a m a,123,carvalhopurus
132412,apur1254,LIP,p o t o,108,carvalhopurus
132413,yine1238,LIP,h i + ʃ a + p t o,109,carvalhopurus
132414,apur1254,BEARD,ʃ i ã p o t o,15,carvalhopurus
132415,yine1238,BEARD,h i + ʃ a + p t o,16,carvalhopurus
132416,apur1254,TONGUE,n ɨ n ɨ,188,carvalhopurus
132417,yine1238,TONGUE,h i + n n ɨ,188,carvalhopurus
132418,apur1254,NOSE,k i r i,131,carvalhopurus
132419,yine1238,NOSE,h i + ç r i,132,carvalhopurus
132420,apur1254,BONE,a p ɨ,21,carvalhopurus
132421,yine1238,BONE,h i + h a p ɨ,21,carvalhopurus
132422,yine1238,BACK,h i + t ç i,10,carvalhopurus
132423,apur1254,BREAST,t e n ɨ,25,carvalhopurus
132424,yine1238,BREAST,t n ɨ + tʃ i,25,carvalhopurus
132425,apur1254,BREAST,t e n ɨ + k ɨ,25,carvalhopurus
132426,apur1254,CHEST,t o r o + t a,33,carvalhopurus
132427,apur1254,HEART,ã k ɨ + p a,92,carvalhopurus
132428,yine1238,HEART,h a ç + tʃ i,93,carvalhopurus
132429,apur1254,LIVER,o p a n a,110,carvalhopurus
132430,yine1238,LIVER,h i + h o p n a,110,carvalhopurus
132431,apur1254,BLOOD,e r ẽ k a,18,carvalhopurus
132432,yine1238,BLOOD,h i + h r a h a,19,carvalhopurus
132433,yine1238,FLESH,h i + h i t ɨ,74,carvalhopurus
132434,apur1254,VEIN,k o ts a,193,carvalhopurus
132435,yine1238,VEIN,h i + k o ts a,193,carvalhopurus
132436,yine1238,BUTTOCKS,h i + m o t o,28,carvalhopurus
132437,yine1238,LEG,h i + t p a l i,106,carvalhopurus
132438,apur1254,THIGH,p o r i + k e,185,carvalhopurus
132439,yine1238,KNEE,h i + s o ç i,102,carvalhopurus
132440,yine1238,SHIN,h i + p a l o + ç i,160,carvalhopurus
132441,apur1254,FOOT,k i t i,79,carvalhopurus
132442,yine1238,FOOT,h i + ç i c/tʃ i,79,carvalhopurus
132443,apur1254,ARM,k a n o,7,carvalhopurus
132444,yine1238,ARM,k a n o,7,carvalhopurus
132445,yine1238,ELBOW,h i ts o + h e + r e,56,carvalhopurus
132446,apur1254,HAND,p i o,88,carvalhopurus
132447,yine1238,HAND,h i + m j o,89,carvalhopurus
132448,apur1254,NECK,n o + k ɨ,126,carvalhopurus
132449,yine1238,NECK,h i + n o + ç i,126,carvalhopurus
132450,apur1254,SKIN,m a t a,164,carvalhopurus
132451,yine1238,SKIN,h i + m t a,164,carvalhopurus
132452,yine1238,NAVEL,h i + p l o,125,carvalhopurus
132453,apur1254,TAIL,ʃ i p i,181,carvalhopurus
132454,yine1238,TAIL,h i + n ʃ i,182,carvalhopurus
132455,apur1254,WING,m e k ɨ,204,carvalhopurus
132456,yine1238,WING,h i + m e ç i,204,carvalhopurus
132457,apur1254,EGG,n a k ɨ,55,carvalhopurus
132458,yine1238,EGG,h i + n a ç i,55,carvalhopurus
132459,apur1254,FAECES (EXCREMENT),t i k a + t i,59,carvalhopurus
132460,yine1238,FAECES (EXCREMENT),r ɨ + tʃ k a,60,carvalhopurus
132461,yine1238,FART,h i ç n ɨ + tʃ i,61,carvalhopurus
132462,apur1254,URINE,ts ɨ n ã a,192,carvalhopurus
132463,yine1238,URINE,ts ɨ nh/n̥ a,192,carvalhopurus
132464,apur1254,FAT (ORGANIC SUBSTANCE),ĩː,62,carvalhopurus
132465,yine1238,FAT (ORGANIC SUBSTANCE),ç + h i + r ɨ,63,carvalhopurus
132466,apur1254,NAME,i w ã k a,124,carvalhopurus
132467,yine1238,NAME,h i w a k a,124,carvalhopurus
132468,yine1238,HOUSE,p a n + tʃ i,97,carvalhopurus
132469,apur1254,VILLAGE,a w a + p o k o,194,carvalhopurus
132470,yine1238,VILLAGE,p o k + tʃ i,195,carvalhopurus
132471,yine1238,NEST,h i + ʃ a l e,128,carvalhopurus
132472,yine1238,PATH,h a t n ɨ + h a p o,138,carvalhopurus
132473,apur1254,PATH,ã p o + r ɨ,137,carvalhopurus
132474,yine1238,PATH,h a t n ɨ + h a p o,138,carvalhopurus
132475,apur1254,BOW,t a p o,22,carvalhopurus
132476,yine1238,BOW,h i t p o,22,carvalhopurus
132477,yine1238,ARROW,k a ʃ r i,9,carvalhopurus
132478,apur1254,ROPE,ts a,152,carvalhopurus
132479,yine1238,ROPE,h i + ts a,152,carvalhopurus
132480,apur1254,CANOE,k a n a w a,30,carvalhopurus
132481,yine1238,CANOE,k a n a w a,30,carvalhopurus
132482,yine1238,RAFT,p ɨ m l ɨ,146,carvalhopurus
132483,apur1254,PERSON,k ã k ɨ t ɨ,141,carvalhopurus
132484,yine1238,PERSON,k a ç i t ɨ,141,carvalhopurus
132485,apur1254,SOUL,k a m a tʃ i,169,carvalhopurus
132486,yine1238,SOUL,k a m tʃ i,169,carvalhopurus
132487,apur1254,MAN,k ɨ k ɨ,113,carvalhopurus
132488,yine1238,MAN,ç e ç i,114,carvalhopurus
132489,apur1254,WOMAN,s ɨ t o,205,carvalhopurus
132490,yine1238,WOMAN,s ɨ c/tʃ o,205,carvalhopurus
132491,apur1254,FATHER,ɨ r ɨ,64,carvalhopurus
132492,yine1238,FATHER,r + ɨ r ɨ,64,carvalhopurus
132493,apur1254,FATHER,p a t ɨ,65,carvalhopurus
132494,yine1238,FATHER,p a t ɨ,65,carvalhopurus
132495,apur1254,MOTHER,ɨ n ɨ r o,120,carvalhopurus
132496,yine1238,MOTHER,r + ɨ n r o,120,carvalhopurus
132497,apur1254,MOTHER,n a t ú/u,121,carvalhopurus
132498,yine1238,MOTHER,n a t o,121,carvalhopurus
132499,yine1238,SON,h i + t ɨ r ɨ,168,carvalhopurus
132500,yine1238,DAUGHTER,r ɨ + ʃ i tʃ o,45,carvalhopurus
132501,apur1254,GRANDSON,m e k a ɲ i + r ɨ,84,carvalhopurus
132502,yine1238,GRANDSON,h i + m e k a h j i,85,carvalhopurus
132503,apur1254,GRANDDAUGHTER,m e k a ɲ i + r o,80,carvalhopurus
132504,yine1238,GRANDDAUGHTER,t o + m e k a h j o,81,carvalhopurus
132505,apur1254,FATHER-IN-LAW,i m a t ɨ k ɨ + r ɨ,66,carvalhopurus
132506,yine1238,FATHER-IN-LAW,h i m a t ç i + r ɨ,66,carvalhopurus
132507,yine1238,MOTHER-IN-LAW,h i m a ç i + r o,122,carvalhopurus
132508,yine1238,NEPHEW OR NIECE,p a l i k l e + r ɨ,127,carvalhopurus
132509,apur1254,YOUNGER BROTHER,e p ɨ r ɨ,210,carvalhopurus
132510,yine1238,YOUNGER BROTHER,r + e p ɨ r ɨ,210,carvalhopurus
132511,yine1238,YOUNGER SISTER,r + e p ɨ r o,211,carvalhopurus
132512,apur1254,GRANDMOTHER,a k ɨ r o,83,carvalhopurus
132513,yine1238,GRANDMOTHER,r + a ç i r o,83,carvalhopurus
132514,apur1254,GRANDFATHER,a t o k ɨ r ɨ,82,carvalhopurus
132515,yine1238,GRANDFATHER,r + a t ç i r ɨ,82,carvalhopurus
132516,apur1254,PET,p ɨ r a,142,carvalhopurus
132517,yine1238,PET,p r a + tʃ i,142,carvalhopurus
132518,apur1254,PACA,k a j a t ɨ,134,carvalhopurus
132519,yine1238,PACA,k a j a t ɨ,134,carvalhopurus
132520,yine1238,CAPYBARA,h i p e t ɨ,31,carvalhopurus
