id,doculect,concept,forms,lexstatid,db
167592,afad1236,ALONE,s ʔ a,152,gravinachadic
167593,budu1265,ALONE,k ə t e,153,gravinachadic
167594,buwa1243,ALONE,m b e l e w,154,gravinachadic
167595,cuvo1236,ALONE,m a l a j,155,gravinachadic
167596,dugw1239,ALONE,m a l i j a r a j,156,gravinachadic
167597,gava1241,ALONE,ŋ t ɑ g u l e ŋ,157,gravinachadic
167598,nort3047,ALONE,i + p a l,161,gravinachadic
167599,lagw1237,ALONE,s a,152,gravinachadic
167600,mbed1242,ALONE,t a t a ɗ,158,gravinachadic
167601,mere1246,ALONE,s e g u k,159,gravinachadic
167602,mpad1242,ALONE,s ʔ a,152,gravinachadic
167603,mser1242,ALONE,k ɨ + j a,160,gravinachadic
167604,afad1236,BE ANGRY,b o + w a g ɨ,532,gravinachadic
167605,cuvo1236,BE ANGRY,z a m + r a v,534,gravinachadic
167606,dugw1239,BE ANGRY,m e g e j + m e v e l,535,gravinachadic
167607,gava1241,BE ANGRY,gʷʱ ɑ ɗ e k,536,gravinachadic
167608,nort3047,BE ANGRY,j i + m e v e l,541,gravinachadic
167609,lagw1237,BE ANGRY,m s ʔ a kʷ a + j a,537,gravinachadic
167610,malg1250,BE ANGRY,l e d ɨ + ɨ r f ɨ + a,538,gravinachadic
167611,mbed1242,BE ANGRY,k ə z u m + n ə f,534,gravinachadic
167612,mere1246,BE ANGRY,n d z a + t e t e,539,gravinachadic
167613,mpad1242,BE ANGRY,ɗ ɨ + w o g ɨ,540,gravinachadic
167614,mpad1242,BE ANGRY,j a f a l,533,gravinachadic
167615,mser1242,BE ANGRY,m s ʔ a k o,537,gravinachadic
167616,chad1249,BE ANGRY,j a f a l,533,gravinachadic
167617,afad1236,BEAUTIFUL,s a m j a,581,gravinachadic
167618,budu1265,BEAUTIFUL,a c i,582,gravinachadic
167619,buwa1243,BEAUTIFUL,t u w ɑ h,583,gravinachadic
167620,buwa1243,BEAUTIFUL,d ɑ d ɑ ɓ,592,gravinachadic
167621,cuvo1236,BEAUTIFUL,t e h e j,584,gravinachadic
167622,dugw1239,BEAUTIFUL,m a l e j,585,gravinachadic
167623,gava1241,BEAUTIFUL,t ə w ɑ h,583,gravinachadic
167624,nort3047,BEAUTIFUL,m e ɮ e ŋ,591,gravinachadic
167625,lagw1237,BEAUTIFUL,s x e l e,586,gravinachadic
167626,malg1250,BEAUTIFUL,s ɨ g ɨ w u n,587,gravinachadic
167627,mbed1242,BEAUTIFUL,ŋ g ə m,588,gravinachadic
167628,mpad1242,BEAUTIFUL,s i + g o,589,gravinachadic
167629,mser1242,BEAUTIFUL,b u,590,gravinachadic
167630,afad1236,BLACK,ts ɨ l i m,879,gravinachadic
167631,budu1265,BLACK,c i l ə m,879,gravinachadic
167632,buwa1243,BLACK,d ɑ k n ɑ k,880,gravinachadic
167633,cuvo1236,BLACK,m a g d a,882,gravinachadic
167634,dugw1239,BLACK,z ə z e ŋ,883,gravinachadic
167635,gava1241,BLACK,ɗ i k ɗ i k,884,gravinachadic
167636,nort3047,BLACK,t i t i r a ŋ,888,gravinachadic
167637,lagw1237,BLACK,t u,885,gravinachadic
167638,malg1250,BLACK,j a + s ɨ l ɨ m,879,gravinachadic
167639,maje1243,BLACK,t ɨ l k ɨ,886,gravinachadic
167640,mbed1242,BLACK,d ə d ə k n a k,880,gravinachadic
167641,mere1246,BLACK,z ə ŋ z i ŋ + s ə r u s ə r u k,887,gravinachadic
167642,mere1246,BLACK,z ə ŋ z i ŋ + s ə r u s ə r u k,887,gravinachadic
167643,mpad1242,BLACK,s ɨ l ɨ m,879,gravinachadic
167644,mser1242,BLACK,t u t u,885,gravinachadic
167645,chad1249,BLACK,a sʷ a d,881,gravinachadic
167646,budu1265,DIFFERENT,n g ə d e,2110,gravinachadic
167647,buwa1243,DIFFERENT,p ɑ r p ɑ r,2111,gravinachadic
167648,cuvo1236,DIFFERENT,v ə n a,2112,gravinachadic
167649,dugw1239,DIFFERENT,m ə w u ɗ ə k e j + t a h a j + k a b a + a b a,2113,gravinachadic
167650,gava1241,DIFFERENT,p ɑ r p ɑ r,2111,gravinachadic
167651,nort3047,DIFFERENT,w a lː a,2118,gravinachadic
167652,lagw1237,DIFFERENT,s a r s a r,2114,gravinachadic
167653,malg1250,DIFFERENT,g a l a + g a l a,2115,gravinachadic
167654,mbed1242,DIFFERENT,p a r p a r,2111,gravinachadic
167655,mere1246,DIFFERENT,g e + w a lʷ a l,2116,gravinachadic
167656,mpad1242,DIFFERENT,k e s k e,2117,gravinachadic
167657,mser1242,DIFFERENT,k a l a + k a l a,2115,gravinachadic
167658,budu1265,DIFFICULT,a w a l,2119,gravinachadic
167659,buwa1243,DIFFICULT,d ɑ d ɑ kʷ,2120,gravinachadic
167660,cuvo1236,DIFFICULT,f ə n a + g ə d a ŋ,2121,gravinachadic
167661,dugw1239,DIFFICULT,a + d i j + m e j,2122,gravinachadic
167662,gava1241,DIFFICULT,n d e l e k,2123,gravinachadic
167663,nort3047,DIFFICULT,a + g i + v o + t a,2129,gravinachadic
167664,lagw1237,DIFFICULT,n gʷ a + a + k u,2124,gravinachadic
167665,malg1250,DIFFICULT,w a l i,2125,gravinachadic
167666,mbed1242,DIFFICULT,ɮ ə ŋ b a n a j,2126,gravinachadic
167667,mere1246,DIFFICULT,w u + m e d e + m e,2127,gravinachadic
167668,mpad1242,DIFFICULT,w a l ɨ,2125,gravinachadic
167669,mser1242,DIFFICULT,j a + n j i b a,2128,gravinachadic
167670,buwa1243,DRUNK,ŋ hʷ ɑ z,2264,gravinachadic
167671,cuvo1236,DRUNK,kʷ a,2266,gravinachadic
167672,dugw1239,DRUNK,m ə k u w e j,2267,gravinachadic
167673,gava1241,DRUNK,ŋ hʷ ɑ z,2264,gravinachadic
167674,nort3047,DRUNK,w e,2272,gravinachadic
167675,lagw1237,DRUNK,b ɨ l a + a + s e + s a + j a,2268,gravinachadic
167676,malg1250,DRUNK,j e d ɨ + s a k a r a n,2269,gravinachadic
167677,mbed1242,DRUNK,m a h u,2270,gravinachadic
167678,mpad1242,DRUNK,s a k r a n,2265,gravinachadic
167679,mser1242,DRUNK,s a k a r,2271,gravinachadic
167680,chad1249,DRUNK,s a k r a n,2265,gravinachadic
167681,budu1265,GOOD,n g ə l a,3512,gravinachadic
167682,budu1265,GOOD,a lː i,3520,gravinachadic
167683,buwa1243,GOOD,t ɑ ŋ t ɑ ŋ,3513,gravinachadic
167684,buwa1243,GOOD,t u w ɑ h,3521,gravinachadic
167685,cuvo1236,GOOD,r a v + m a + p a n a,3514,gravinachadic
167686,dugw1239,GOOD,w a l k a r a j,3515,gravinachadic
167687,gava1241,GOOD,t ɑ ŋ,3513,gravinachadic
167688,gava1241,GOOD,t ə w ɑ h,3521,gravinachadic
167689,nort3047,GOOD,m b u r + m e ɮ e n,3519,gravinachadic
167690,lagw1237,GOOD,b i,3516,gravinachadic
167691,malg1250,GOOD,m b u s ɨ n,3517,gravinachadic
167692,mbed1242,GOOD,i + ɗ a l ə l a w,3518,gravinachadic
167693,mpad1242,GOOD,m b i n,3517,gravinachadic
167694,mpad1242,GOOD,l e,3520,gravinachadic
167695,mser1242,GOOD,b u,3516,gravinachadic
167696,mser1242,GOOD,l e,3520,gravinachadic
167697,buwa1243,GREEN,v e j e ɗ + v e j e ɗ,3640,gravinachadic
167698,cuvo1236,GREEN,m a g a m s l a k g a m s l a k,3642,gravinachadic
167699,dugw1239,GREEN,ɬ a m b a + ɬ a m b a,3643,gravinachadic
167700,gava1241,GREEN,l e ɗ e ŋ ɑ l e ɗ e ŋ,3644,gravinachadic
167701,nort3047,GREEN,a l a r,3650,gravinachadic
167702,lagw1237,GREEN,k a t r a p u,3645,gravinachadic
167703,malg1250,GREEN,j a + ɬ ɨ r g ɨ,3646,gravinachadic
167704,mbed1242,GREEN,n a v i d i ɗ,3647,gravinachadic
167705,mere1246,GREEN,z ə ɓ a t + z ə ɓ a t,3648,gravinachadic
167706,mpad1242,GREEN,ʃ i r g ɨ,3646,gravinachadic
167707,mser1242,GREEN,z ɨ rʱ ɨ,3649,gravinachadic
167708,chad1249,GREEN,a x a d a r,3641,gravinachadic
167709,afad1236,HARD,n g a m d ɨ,3793,gravinachadic
167710,budu1265,HARD,k ə l m a j,3794,gravinachadic
167711,buwa1243,HARD,ɓ ɑ r ɓ ɑ r,3795,gravinachadic
167712,cuvo1236,HARD,c o ŋ c o ŋ,3796,gravinachadic
167713,dugw1239,HARD,t u ɗ o + t ə ɗ o,3797,gravinachadic
167714,gava1241,HARD,ɓ ə r ɓ ə r,3795,gravinachadic
167715,gava1241,HARD,m g b e ŋ m g b e ŋ,3803,gravinachadic
167716,nort3047,HARD,g i d a ŋ,3802,gravinachadic
167717,lagw1237,HARD,g ɨ d g a l e,3798,gravinachadic
167718,malg1250,HARD,g b a g b a,3799,gravinachadic
167719,mbed1242,HARD,t o j t o j,3800,gravinachadic
167720,mere1246,HARD,s ə d a r,3801,gravinachadic
167721,mpad1242,HARD,n g a m d ɨ,3793,gravinachadic
167722,mser1242,HARD,k ɨ r g a l e,3798,gravinachadic
167723,afad1236,HEAVY,k ɨ r k o k ɨ,3912,gravinachadic
167724,buwa1243,HEAVY,n d e ɓ + n d e ɓ,3913,gravinachadic
167725,buwa1243,HEAVY,n d e l e h + n d e l e h,3923,gravinachadic
167726,cuvo1236,HEAVY,a z e ɓ + b a j,3914,gravinachadic
167727,dugw1239,HEAVY,m a b a j,3915,gravinachadic
167728,gava1241,HEAVY,z ə l z ə l,3916,gravinachadic
167729,nort3047,HEAVY,d u d o k,3922,gravinachadic
167730,lagw1237,HEAVY,gʱ ɨ l a,3917,gravinachadic
167731,malg1250,HEAVY,t ɨ ɗ i s ɨ n,3918,gravinachadic
167732,mbed1242,HEAVY,n d u l n d u l,3919,gravinachadic
167733,mere1246,HEAVY,d e z i k + d e z i k,3920,gravinachadic
167734,mpad1242,HEAVY,k ɨ r k o k ɨ,3912,gravinachadic
167735,mser1242,HEAVY,ɗ e s ɨ,3921,gravinachadic
167736,afad1236,LIGHT (WEIGHT),k a m p o j,4746,gravinachadic
167737,buwa1243,LIGHT (WEIGHT),k e f + k e f,4747,gravinachadic
167738,cuvo1236,LIGHT (WEIGHT),c e c e r,4748,gravinachadic
167739,dugw1239,LIGHT (WEIGHT),a + b i j b a j,4749,gravinachadic
167740,gava1241,LIGHT (WEIGHT),k e f k e f,4750,gravinachadic
167741,nort3047,LIGHT (WEIGHT),k e f t e k,4755,gravinachadic
167742,lagw1237,LIGHT (WEIGHT),k ɨ l a h ɨ,4751,gravinachadic
167743,malg1250,LIGHT (WEIGHT),f e j d i s ɨ n,4752,gravinachadic
167744,mbed1242,LIGHT (WEIGHT),k ə k e f e w,4753,gravinachadic
167745,mere1246,LIGHT (WEIGHT),ts e f e k + ts e f e k,4754,gravinachadic
167746,mpad1242,LIGHT (WEIGHT),k a m p o j,4746,gravinachadic
167747,mser1242,LIGHT (WEIGHT),k l a h o,4751,gravinachadic
167748,afad1236,NEW,b ɨ l i n,5535,gravinachadic
167749,budu1265,NEW,b ə l i n,5535,gravinachadic
167750,buwa1243,NEW,m e w e,5536,gravinachadic
167751,cuvo1236,NEW,w a j a,5537,gravinachadic
167752,dugw1239,NEW,w u w e ɗ a r a j,5538,gravinachadic
167753,gava1241,NEW,w i j ə,5537,gravinachadic
167754,nort3047,NEW,n a w a j a n,5537,gravinachadic
167755,lagw1237,NEW,gʱ u l i + e + g e + e n i,5539,gravinachadic
167756,malg1250,NEW,b l i n,5535,gravinachadic
167757,maje1243,NEW,h a h e,5540,gravinachadic
167758,mbed1242,NEW,l a w a j a ŋ,5537,gravinachadic
167759,mpad1242,NEW,m b l i n,5535,gravinachadic
167760,mser1242,NEW,t e n,5541,gravinachadic
167761,buwa1243,SOUR,kʷ ɑ j ts ɑ l ɑ ŋ,7277,gravinachadic
167762,buwa1243,SOUR,kʷ ɑ j l ɑ l ɑ ŋ,7277,gravinachadic
167763,buwa1243,SOUR,ɗ ɑ h ɗ ɑ h,7284,gravinachadic
167764,cuvo1236,SOUR,kʷ a k u r j a ŋ,7278,gravinachadic
167765,dugw1239,SOUR,k u r e k + k e k e,7279,gravinachadic
167766,gava1241,SOUR,m ə s m ə s,7280,gravinachadic
167767,nort3047,SOUR,kʷ e r e k,7279,gravinachadic
167768,lagw1237,SOUR,s ʔ e m s ʔ e m,7281,gravinachadic
167769,mbed1242,SOUR,k u k u j i ŋ,7278,gravinachadic
167770,mere1246,SOUR,g u j o m o m o,7282,gravinachadic
167771,mere1246,SOUR,g u j o m o m o,7282,gravinachadic
167772,mpad1242,SOUR,s ʔ e m s ʔ e m,7281,gravinachadic
167773,mpad1242,SOUR,m a ɗ a l,7283,gravinachadic
167774,mser1242,SOUR,s ʔ e m s ʔ e m,7281,gravinachadic
167775,afad1236,THIN (SLIM),s a r s a r,7923,gravinachadic
167776,buwa1243,THIN (SLIM),c e r c e r,7924,gravinachadic
167777,cuvo1236,THIN (SLIM),h e v e r + h e v e r,7925,gravinachadic
167778,dugw1239,THIN (SLIM),k e p e c + k e p e c,7926,gravinachadic
167779,gava1241,THIN (SLIM),ɬ e h,7927,gravinachadic
167780,nort3047,THIN (SLIM),s e lː a,7932,gravinachadic
167781,lagw1237,THIN (SLIM),s u w a x ɨ,7928,gravinachadic
167782,malg1250,THIN (SLIM),s a r s a r s ɨ n,7923,gravinachadic
167783,mbed1242,THIN (SLIM),r a w,7929,gravinachadic
167784,mere1246,THIN (SLIM),k ə z e w e w e,7930,gravinachadic
167785,mpad1242,THIN (SLIM),s a r s a r,7923,gravinachadic
167786,mser1242,THIN (SLIM),ɗ o w ɗ o w,7931,gravinachadic
167787,afad1236,TIRED,g ɨ r s l i,8082,gravinachadic
167788,budu1265,TIRED,k u r a g ə,8083,gravinachadic
167789,buwa1243,TIRED,ŋ t ə ɓ ɑ l,8084,gravinachadic
167790,cuvo1236,TIRED,j i v a,8085,gravinachadic
167791,dugw1239,TIRED,m a j i + g a r,8086,gravinachadic
167792,gava1241,TIRED,ŋ t ə ɓ ə l,8084,gravinachadic
167793,nort3047,TIRED,g ə r,8089,gravinachadic
167794,lagw1237,TIRED,ɬ ɨ n e l + m b u r u n a,8087,gravinachadic
167795,malg1250,TIRED,g ɨ r s l a n,8082,gravinachadic
167796,mbed1242,TIRED,t ə ɓ ə l,8084,gravinachadic
167797,mere1246,TIRED,j e + g ə r,8086,gravinachadic
167798,mpad1242,TIRED,g ɨ r ʃ i,8082,gravinachadic
167799,mser1242,TIRED,l ɓ e,8088,gravinachadic
167800,budu1265,TOGETHER,m ə a d ə g a j,8135,gravinachadic
167801,buwa1243,TOGETHER,ɑ t ɑ l ɑ n t ɑ,8136,gravinachadic
167802,cuvo1236,TOGETHER,n j a h + f a ɬ a mː + a n a,8137,gravinachadic
167803,dugw1239,TOGETHER,k ə m e b e k a + r a j,8138,gravinachadic
167804,gava1241,TOGETHER,d z ə v,8139,gravinachadic
167805,nort3047,TOGETHER,i + l i n + p a l,8144,gravinachadic
167806,lagw1237,TOGETHER,h ɨ n + m a t a ɗ e,8140,gravinachadic
167807,malg1250,TOGETHER,m a r g ɨ,8141,gravinachadic
167808,mbed1242,TOGETHER,a l a j t a,8136,gravinachadic
167809,mere1246,TOGETHER,d z e p e + n ə t e,8142,gravinachadic
