id,doculect,concept,forms,lexstatid,db
313847,mono1275,NO OR NOT,q a t u ʔ u,658,utoaztecan
313848,mono1275,MANY,e w a,567,utoaztecan
313849,mono1275,ONE,s ɨ m ɨ,690,utoaztecan
313850,mono1275,TWO,w a h a,1101,utoaztecan
313851,mono1275,BIG,p a p a,65,utoaztecan
313852,mono1275,OLD,m u a,678,utoaztecan
313853,mono1275,SMALL,i n o + ts i tsː i ʔ,931,utoaztecan
313854,mono1275,SHORT,t o pː o + ts i tsː i n i,852,utoaztecan
313855,mono1275,LONG,ɨ t i,534,utoaztecan
313856,mono1275,NEW,p ɨ t ɨ t + t ɨ + pː ɨ,647,utoaztecan
313857,mono1275,GOOD,ts a w u,378,utoaztecan
313858,mono1275,ROUND,a tː ɨ p + p o n o,774,utoaztecan
313859,mono1275,HEAVY,n ɨ ˀn ɨ kː w ɨ,447,utoaztecan
313860,mono1275,DRY,p a s a + ʰk ɨ ʔ,220,utoaztecan
313861,mono1275,SHARP,k ɨ w aː,834,utoaztecan
313862,mono1275,DIRTY,t o ts á/a b i,187,utoaztecan
313863,mono1275,FULL,t u y/j u h a,353,utoaztecan
313864,mono1275,COLD,ɨ ts ɨ ʔ ɨ,160,utoaztecan
313865,mono1275,HOT,ɨ t ɨ ʔ ɨ,458,utoaztecan
313866,mono1275,WOMAN,h ɨː pː i ʔ,1184,utoaztecan
313867,mono1275,PERSON,n ɨː mː ɨ,704,utoaztecan
313868,mono1275,FISH,p a kː w i,293,utoaztecan
313869,mono1275,BIRD,ts iː pː a ʔ,76,utoaztecan
313870,mono1275,DOG,p u kː u,204,utoaztecan
313871,mono1275,LOUSE,p ui ts i a pː i,541,utoaztecan
313872,mono1275,SNAKE,t o q o qː w a,956,utoaztecan
313873,mono1275,TREE,w ɨ n ɨ p + p ɨ,1094,utoaztecan
313874,mono1275,BARK,w o ʔ a gː a p ɨ,40,utoaztecan
313875,mono1275,LEAF,g a s a,503,utoaztecan
313876,mono1275,ROOT,t ɨ t ɨ n a,743,utoaztecan
313877,mono1275,SEED,p u s i,826,utoaztecan
313878,mono1275,BLOOD,p aː,106,utoaztecan
313879,mono1275,MEAT,t ɨː nː a,579,utoaztecan
313880,mono1275,SKIN,s i pː o ʔ i,894,utoaztecan
313881,mono1275,BONE,o h o,116,utoaztecan
313882,mono1275,FAT (ORGANIC SUBSTANCE),j u h u,265,utoaztecan
313883,mono1275,EGG,n o y/j o,249,utoaztecan
313884,mono1275,HORN (ANATOMY),a w a,449,utoaztecan
313885,mono1275,TAIL,q w a ts i,1018,utoaztecan
313886,mono1275,FEATHER,q a s a,272,utoaztecan
313887,mono1275,HAIR,w o ö/ø,404,utoaztecan
313888,mono1275,HEAD,w o ö/ø,419,utoaztecan
313889,mono1275,EAR,n a qː a,227,utoaztecan
313890,mono1275,EYE,p u s i,259,utoaztecan
313891,mono1275,NOSE,m u p i,664,utoaztecan
313892,mono1275,MOUTH,t ɨ pː e,602,utoaztecan
313893,mono1275,TOOTH,t a w a,1083,utoaztecan
313894,mono1275,TONGUE,e q o,1075,utoaztecan
313895,mono1275,CLAW,s i t u,140,utoaztecan
313896,mono1275,FOOT,k ɨ kː ɨ,328,utoaztecan
313897,mono1275,KNEE,t o n + n o p o t o,482,utoaztecan
313898,mono1275,HAND,m a y/j a,408,utoaztecan
313899,mono1275,ARM,p ɨ tː a,13,utoaztecan
313900,mono1275,ROPE,t ɨ q a pː o,759,utoaztecan
313901,mono1275,BELLY,g o h i,53,utoaztecan
313902,mono1275,NAVEL,p o ts i,623,utoaztecan
313903,mono1275,NECK,k u tː a,628,utoaztecan
313904,mono1275,BREAST,p i ts i ʔ,123,utoaztecan
313905,mono1275,HEART,p i w ɨ,434,utoaztecan
313906,mono1275,LIVER,n ɨ m iɨ,518,utoaztecan
313907,mono1275,DRINK,h i p i,210,utoaztecan
313908,mono1275,EAT,t ɨ kː a,242,utoaztecan
313909,mono1275,BITE,k ɨ h + y/j ɨ,83,utoaztecan
313910,mono1275,VOMIT,oː ʔ i,1112,utoaztecan
313911,mono1275,SEE,p u n i,814,utoaztecan
313912,mono1275,HEAR,n a qː a,422,utoaztecan
313913,mono1275,KNOW (SOMETHING),s u tː a p ɨ h i,493,utoaztecan
313914,mono1275,SLEEP,ɨ w i,919,utoaztecan
313915,mono1275,DIE,e t aː,184,utoaztecan
313916,mono1275,KILL,p a tsː a,470,utoaztecan
313917,mono1275,FLY (MOVE THROUGH AIR),y/j o tsː i,315,utoaztecan
313918,mono1275,WALK,n ɨ w i,1131,utoaztecan
313919,mono1275,COME,k i mː a,171,utoaztecan
313920,mono1275,LIE (REST),h a p i,509,utoaztecan
313921,mono1275,SIT DOWN,q a tː ɨ,875,utoaztecan
313922,mono1275,STAND UP,w ɨ n ɨ,973,utoaztecan
313923,mono1275,THROW,w ɨ n a + ʔ i,1065,utoaztecan
313924,mono1275,GIVE,k i y/j a,364,utoaztecan
313925,mono1275,SAY,i n e,807,utoaztecan
313926,mono1275,SAY,i n eː,807,utoaztecan
313927,mono1275,SING,h u p i a + r u,868,utoaztecan
313928,mono1275,SUN,t a p e,1002,utoaztecan
313929,mono1275,MOON,t a m ɨ ʔ a,582,utoaztecan
313930,mono1275,STAR,t a ts i n u,983,utoaztecan
313931,mono1275,SKY,t u k u pː a,904,utoaztecan
313932,mono1275,WATER,p a y/j a,1135,utoaztecan
313933,mono1275,WIND,h ɨ kː w a,1177,utoaztecan
313934,mono1275,RAIN (PRECIPITATION),t ɨː kː w a,722,utoaztecan
313935,mono1275,RAIN (PRECIPITATION),t ɨː kʷ á/a p e,722,utoaztecan
313936,mono1275,SNOW,n ɨ p a,965,utoaztecan
313937,mono1275,STONE,t ɨ pː i,997,utoaztecan
313938,mono1275,SAND,p a sː i w a,790,utoaztecan
313939,mono1275,EARTH (SOIL),t ɨ p i,238,utoaztecan
313940,mono1275,SALT,o mː a,787,utoaztecan
313941,mono1275,CLOUD,t o ö/ø,154,utoaztecan
313942,mono1275,SMOKE (EXHAUST),k u k + k u h i,946,utoaztecan
313943,mono1275,FIRE,q o s o,289,utoaztecan
313944,mono1275,ASH,e s i y/j a,28,utoaztecan
313945,mono1275,BURN (SOMETHING),p i t a,134,utoaztecan
313946,mono1275,PATH OR ROAD,p o y/j o,697,utoaztecan
313947,mono1275,MOUNTAIN,t o y/j a,588,utoaztecan
313948,mono1275,RED,a qː a + p o n o,735,utoaztecan
313949,mono1275,GREEN,p u h i + t u w a,391,utoaztecan
313950,mono1275,YELLOW,o h a + p o n o,1212,utoaztecan
313951,mono1275,WHITE,t o tsː i + p o n o,1163,utoaztecan
313952,mono1275,BLACK,t u mː u,96,utoaztecan
313953,mono1275,NIGHT,t o q a,650,utoaztecan
313954,mono1275,NAME,n a + n i y/j a + nː a,615,utoaztecan
313955,mono1275,YEAR,t oː,1197,utoaztecan
313956,mono1275,THREE,p a h í/i + i,1053,utoaztecan
313957,mono1275,THREE,t u,1058,utoaztecan
313958,mono1275,FOUR,w a ts i kʷ í/i + i,335,utoaztecan
313959,mono1275,FOUR,t u,343,utoaztecan
313960,mono1275,FIVE,m a n i g í/i + i,301,utoaztecan
313961,mono1275,FIVE,t u,312,utoaztecan
313962,mono1275,SIX,n aː b a h í/i + i,885,utoaztecan
313963,mono1275,SIX,t u,891,utoaztecan
313964,mono1275,I,n ɯ,467,utoaztecan
313965,mono1275,THOU,ɯ h,1049,utoaztecan
313966,mono1275,WE,t ɑ,1142,utoaztecan
313967,mono1275,WHAT,h ɑ,1151,utoaztecan
313968,mono1275,WHO,h a gʱ e,1167,utoaztecan
313969,mono1275,THIS,i h u,1036,utoaztecan
313970,mono1275,THAT,u,1026,utoaztecan
313971,mono1275,ALL,n a s i m i,10,utoaztecan
313972,mono1275,SWIM,p ɑ h ɑ p i,1008,utoaztecan
313973,tuba1278,NO OR NOT,h a ʃ,661,utoaztecan
313974,tuba1278,MANY,y/j oː w i,569,utoaztecan
313975,tuba1278,ONE,tʃ iː č/tʃ,694,utoaztecan
313976,tuba1278,TWO,w oː,1108,utoaztecan
313977,tuba1278,BIG,e g eː w a n,67,utoaztecan
313978,tuba1278,OLD,uː l a w + ɨ t,683,utoaztecan
313979,tuba1278,OLD,uː ʔ uː l a w i ts a,687,utoaztecan
313980,tuba1278,SMALL,k u ʔ u z u b i + l,936,utoaztecan
313981,tuba1278,SHORT,t a b uː ʔ u p i + l,858,utoaztecan
313982,tuba1278,LONG,u t u d u,536,utoaztecan
313983,tuba1278,NEW,m a p i t a,642,utoaztecan
313984,tuba1278,GOOD,t ɨ w ɨ,382,utoaztecan
313985,tuba1278,ROUND,m u l u ŋ w a + l,781,utoaztecan
313986,tuba1278,ROUND,m u l u ʔ u ŋ a,781,utoaztecan
313987,tuba1278,HEAVY,p ɨ l ɨ ʔ,443,utoaztecan
313988,tuba1278,HEAVY,i p ɨ l ɨ ʔ,443,utoaztecan
313989,tuba1278,DRY,w aː g + ɨ t,219,utoaztecan
313990,tuba1278,DRY,a w a k,219,utoaztecan
313991,tuba1278,DIRTY,t u g uː b i ʃ + ɨ t,198,utoaztecan
313992,tuba1278,DIRTY,u t u g uː b i ʃ,198,utoaztecan
313993,tuba1278,FULL,ɨ m b ɨ m,358,utoaztecan
313994,tuba1278,COLD,ʃ ɨː b + t,166,utoaztecan
313995,tuba1278,COLD,ɨ ʃ ɨi p,166,utoaztecan
313996,tuba1278,HOT,ɨː d ɨː ʔ + ɨ t,458,utoaztecan
313997,tuba1278,HOT,ɨ ʔ ɨ d ɨː ʔ,458,utoaztecan
313998,tuba1278,WOMAN,k oi m i,1194,utoaztecan
313999,tuba1278,MAN,t aː t w a + l,560,utoaztecan
314000,tuba1278,FISH,k u y/j uu/uː + l,297,utoaztecan
314001,tuba1278,DOG,p u n k u,204,utoaztecan
314002,tuba1278,LOUSE,n a h aː + l,548,utoaztecan
314003,tuba1278,SNAKE,t u h a + t,959,utoaztecan
314004,tuba1278,TREE,uː ʔ u + t,1100,utoaztecan
314005,tuba1278,BARK,o p i t,43,utoaztecan
314006,tuba1278,BARK,o p u n,44,utoaztecan
314007,tuba1278,LEAF,n a ŋ h a b ɨː + l,500,utoaztecan
314008,tuba1278,ROOT,w iː ʃ i,748,utoaztecan
314009,tuba1278,SEED,p u n ʒ i + l,826,utoaztecan
314010,tuba1278,BLOOD,ɨ kʷ a,109,utoaztecan
314011,tuba1278,MEAT,t u g u w a,577,utoaztecan
314012,tuba1278,SKIN,p oː n + t,903,utoaztecan
314013,tuba1278,BONE,o + n,120,utoaztecan
314014,tuba1278,FAT (ORGANIC SUBSTANCE),w i p + t,270,utoaztecan
314015,tuba1278,EGG,p o m p + t,257,utoaztecan
314016,tuba1278,HORN (ANATOMY),aː w a + t,449,utoaztecan
314017,tuba1278,TAIL,w i ʃ iː,1019,utoaztecan
314018,tuba1278,FEATHER,a ŋ aː,274,utoaztecan
314019,tuba1278,HAIR,ts o m oː + l,401,utoaztecan
314020,tuba1278,HEAD,k u p u,418,utoaztecan
314021,tuba1278,EAR,n a ŋ h a + l,230,utoaztecan
314022,tuba1278,EYE,p u n ʒ i + l,259,utoaztecan
314023,tuba1278,NOSE,m u p i + t,664,utoaztecan
314024,tuba1278,MOUTH,t o ʔ o g o,607,utoaztecan
314025,tuba1278,TOOTH,t a m a n + t,1083,utoaztecan
314026,tuba1278,TONGUE,l a l a n + t,1082,utoaztecan
314027,tuba1278,CLAW,ʃ u l u n + t,140,utoaztecan
314028,tuba1278,FOOT,ɨ ŋ g ɨ + l,334,utoaztecan
314029,tuba1278,KNEE,t o ŋ oː + l,480,utoaztecan
314030,tuba1278,HAND,m aː + l,408,utoaztecan
314031,tuba1278,ARM,m a ts o n,14,utoaztecan
314032,tuba1278,ARM,m a d z a n,21,utoaztecan
314033,tuba1278,ROPE,y uː w i + l,765,utoaztecan
314034,tuba1278,BELLY,ʃ a p u ʃ + t,49,utoaztecan
314035,tuba1278,NAVEL,ʃ iː d u l u ʃ + t,626,utoaztecan
314036,tuba1278,NECK,k u l aː + n,628,utoaztecan
314037,tuba1278,BREAST,p iː + l,121,utoaztecan
314038,tuba1278,HEART,ʃ uː n a + l,433,utoaztecan
314039,tuba1278,LIVER,n ɨː m a + l,518,utoaztecan
314040,tuba1278,DRINK,iː ʔ ɨː,211,utoaztecan
314041,tuba1278,DRINK,iː ʔ + ɨ t,218,utoaztecan
314042,tuba1278,VOMIT,w a y/j uu/uː b,1120,utoaztecan
314043,tuba1278,VOMIT,a w a y/j uu/uː p,1120,utoaztecan
314044,tuba1278,SEE,t aː w ɨ g + ɨ t,819,utoaztecan
314045,tuba1278,HEAR,h a ʔ,431,utoaztecan
314046,tuba1278,HEAR,aː h a ʔ,431,utoaztecan
314047,tuba1278,KNOW (SOMETHING),m aː g,486,utoaztecan
314048,tuba1278,KNOW (SOMETHING),a m a k,486,utoaztecan
314049,tuba1278,SLEEP,ts u l uː m,921,utoaztecan
314050,tuba1278,SLEEP,u ts u l uː m,921,utoaztecan
314051,tuba1278,DIE,m uː g,181,utoaztecan
314052,tuba1278,KILL,m ɨ ʔ ɨ g,469,utoaztecan
314053,tuba1278,KILL,ɨ m ɨ ʔ ɨ k,469,utoaztecan
314054,tuba1278,FLY (MOVE THROUGH AIR),oː l + ɨ t,323,utoaztecan
314055,tuba1278,WALK,m i y/j,1123,utoaztecan
314056,tuba1278,WALK,iː m iy/iː,1123,utoaztecan
314057,tuba1278,COME,k i m,171,utoaztecan
314058,tuba1278,COME,i ŋ g i m,171,utoaztecan
314059,tuba1278,LIE (REST),t a m b ɨː ʔ,516,utoaztecan
314060,tuba1278,LIE (REST),a n d a m b ɨː ʔ,516,utoaztecan
314061,tuba1278,SIT DOWN,h a lˀ + ɨ t,881,utoaztecan
314062,tuba1278,STAND UP,ɨi w ɨ n,973,utoaztecan
314063,tuba1278,STAND UP,ɨː ʔ ɨ w ɨ n,973,utoaztecan
314064,tuba1278,THROW,a p a l a k,1070,utoaztecan
314065,tuba1278,THROW,p a l a k,1070,utoaztecan
314066,tuba1278,GIVE,m a h a,360,utoaztecan
314067,tuba1278,SAY,p i ŋ g ɨ,811,utoaztecan
314068,tuba1278,SING,aa/aː y/j aa/aː n,872,utoaztecan
314069,tuba1278,SUN,t aː + l,1005,utoaztecan
314070,tuba1278,MOON,m ɨɨ/ɨː y/j a b i ʃ + t,586,utoaztecan
314071,tuba1278,STAR,ʃ uː + l,992,utoaztecan
314072,tuba1278,SKY,t oː k oː m b a h l,904,utoaztecan
314073,tuba1278,WATER,p aː + l,1135,utoaztecan
314074,tuba1278,WIND,x k a h w a l,1181,utoaztecan
314075,tuba1278,RAIN (PRECIPITATION),t a ŋ,725,utoaztecan
314076,tuba1278,RAIN (PRECIPITATION),a n d a ŋ,725,utoaztecan
314077,tuba1278,SNOW,n ɨ b a ʔ + ɨ t,965,utoaztecan
314078,tuba1278,SNOW,ɨ n ɨ b a ʔ,965,utoaztecan
314079,tuba1278,STONE,t ɨ n + t,999,utoaztecan
314080,tuba1278,SAND,ʃ i h p i + t,799,utoaztecan
314081,tuba1278,SALT,oː n a h l,783,utoaztecan
314082,tuba1278,CLOUD,p aː ʃ uː m i s + t,147,utoaztecan
314083,tuba1278,SMOKE (EXHAUST),uu/uːi y/j a,948,utoaztecan
314084,tuba1278,FIRE,k u + t,282,utoaztecan
314085,tuba1278,ASH,t o n g u l,30,utoaztecan
314086,tuba1278,BURN (SOMETHING),ts a m a,138,utoaztecan
314087,tuba1278,BURN (SOMETHING),a n ʒ a m a,138,utoaztecan
314088,tuba1278,PATH OR ROAD,p o h + t,695,utoaztecan
314089,tuba1278,MOUNTAIN,m u w aː + l,599,utoaztecan
314090,tuba1278,RED,m e lˀ m e l,740,utoaztecan
314091,tuba1278,GREEN,h u lˀ h u lˀ,396,utoaztecan
314092,tuba1278,GREEN,uː h u lˀ h u lˀ,396,utoaztecan
314093,tuba1278,YELLOW,ú/u a m,1222,utoaztecan
314094,tuba1278,WHITE,p oː ʃ ɨ + ɨ t,1165,utoaztecan
314095,tuba1278,WHITE,oː b oː ʃ ɨ,1165,utoaztecan
314096,tuba1278,BLACK,t uː g u,96,utoaztecan
314097,tuba1278,BLACK,uː d uː g u,96,utoaztecan
314098,tuba1278,NIGHT,t uː g i + t,650,utoaztecan
314099,tuba1278,NIGHT,t uː g a + l,650,utoaztecan
314100,tuba1278,NAME,i n d i ŋ w a,609,utoaztecan
314101,tuba1278,NAME,t i ŋ w a,609,utoaztecan
314102,tuba1278,THREE,p aːi,1053,utoaztecan
314103,tuba1278,FOUR,n aː n aːu,340,utoaztecan
314104,tuba1278,FIVE,m aː h ai j/dʒ i y/j a,310,utoaztecan
314105,tuba1278,SIX,n a p aːi,885,utoaztecan
314106,tuba1278,I,n ɯ̄/ɯː,467,utoaztecan
314107,tuba1278,THOU,i m p i,1046,utoaztecan
314108,tuba1278,WE,i ŋ i l ɑ ʔ ɑ n,1148,utoaztecan
314109,tuba1278,WE,i ŋ i l ū/uː ts,1148,utoaztecan
314110,tuba1278,WE,i ŋ i l ɑ,1148,utoaztecan
314111,tuba1278,WHAT,h ɑ̄i/aːi n t ɑ,1149,utoaztecan
314112,tuba1278,WHO,ɑ k i t i n,1167,utoaztecan
314113,tuba1278,WHO,ɑ k i,1167,utoaztecan
314114,tuba1278,THIS,i j,1041,utoaztecan
314115,tuba1278,THAT,w ɑ ʔ,1030,utoaztecan
314116,tuba1278,ALL,p i n i j/dʒ u,5,utoaztecan
314117,tuba1278,SWIM,ɑ̄/aː p ɑi ʔ i tʃ,1017,utoaztecan
314118,cahu1264,NO OR NOT,k í/i ʔ i,654,utoaztecan
