id,doculect,concept,forms,lexstatid,db
235660,yaqu1251,SLAP,ts o n a,290,lionnetyotonahua
235661,mayo1264,SLAP,ts ó/o nn/nː a,290,lionnetyotonahua
235662,cent2131,SLAP,ts o ʔ n á/a,290,lionnetyotonahua
235663,cent2131,SLAP,ts o ʔ n i,290,lionnetyotonahua
235664,yaqu1251,OPEN (EYES),b ú/u s a,226,lionnetyotonahua
235665,mayo1264,OPEN (EYES),b ú/u ss/sː a,226,lionnetyotonahua
235666,cent2131,OPEN (EYES),b u s ú/u,226,lionnetyotonahua
235667,cent2131,OPEN (EYES),b u s i,226,lionnetyotonahua
235668,yaqu1251,MATERNAL GRANDMOTHER,á/a + s u,193,lionnetyotonahua
235669,cent2131,MATERNAL GRANDMOTHER,u + s ú/u,193,lionnetyotonahua
235670,cent2131,MATERNAL GRANDMOTHER,u ʔ + s ú/u,193,lionnetyotonahua
235671,yaqu1251,MATERNAL GRANDFATHER,á/a p a,192,lionnetyotonahua
235672,mayo1264,MATERNAL GRANDFATHER,á/a pp/pː a,192,lionnetyotonahua
235673,cent2131,MATERNAL GRANDFATHER,a p á/a,192,lionnetyotonahua
235674,cent2131,HAPPEN,i k í/i,147,lionnetyotonahua
235675,yaqu1251,LIE DOWN,b ó/o o,177,lionnetyotonahua
235676,mayo1264,LIE DOWN,b ó/o ʔ o + y/j e,177,lionnetyotonahua
235677,cent2131,LIE DOWN,b o ʔ í/i,177,lionnetyotonahua
235678,yaqu1251,ADOBE,s a á/a m i,1,lionnetyotonahua
235679,mayo1264,ADOBE,s a á/a m i,1,lionnetyotonahua
235680,cent2131,ADOBE,s a m í/i,1,lionnetyotonahua
235681,cent2131,SHARP,w i ts u + t á/a,268,lionnetyotonahua
235682,cent2131,CROUCH,ts u k ú/u,56,lionnetyotonahua
235683,yaqu1251,SOUR,ts ó/o ʔ o k o,304,lionnetyotonahua
235684,mayo1264,SOUR,ts ó/o ʔ o k o,304,lionnetyotonahua
235685,cent2131,SOUR,ts o ʔ k ó/o,304,lionnetyotonahua
235686,yaqu1251,WATER,b a á/a ʔ a,357,lionnetyotonahua
235687,mayo1264,WATER,b a á/a ʔ a,357,lionnetyotonahua
