id,doculect,concept,forms,lexstatid,db
282880,japh1234,ABOVE,ɯ + t a ʁ,10,sagartst
282881,khal1275,ALL,kʰ ø l e,37,sagartst
282882,limb1266,ALL,k a k,41,sagartst
282883,japh1234,ALL,tʰ a m tɕ ɤ t,35,sagartst
282884,japh1234,BAD,ŋ ɤ n,121,sagartst
282885,japh1234,BE ALIVE,s ɯ s u,194,sagartst
282886,khal1275,BELLY,m u p u,224,sagartst
282887,limb1266,BELLY,s a pː o./o k,213,sagartst
282888,japh1234,BELLY,t ɯ + x t u,223,sagartst
282889,japh1234,BELOW OR UNDER,ɯ + p a,245,sagartst
282890,khal1275,BIG,gʰ oɔ̄ l p ɛ,278,sagartst
282891,limb1266,BIG,j ɔ m b a,280,sagartst
282892,japh1234,BIG,w x t i,276,sagartst
282893,khal1275,BIRD,s ʌ̄ l p u,294,sagartst
282894,limb1266,BIRD,p u ¹,308,sagartst
282895,japh1234,BIRD,p ɣ a,305,sagartst
282896,khal1275,BITE,k ɛ t,317,sagartst
282897,limb1266,BITE,h a ʔ r,327,sagartst
282898,japh1234,BITE,m ts ɯ ɣ,321,sagartst
282899,khal1275,BLACK,k e k ê/e m,335,sagartst
282900,limb1266,BLACK,m a k,336,sagartst
282901,japh1234,BLACK,ɲ a ʁ,341,sagartst
282902,khal1275,BLOOD,h i,357,sagartst
282903,limb1266,BLOOD,m a k kʰ i,366,sagartst
282904,japh1234,BLOOD,t ɤ + s e,365,sagartst
282905,japh1234,BLOW (OF WIND),q a l e β z u,379,sagartst
282906,khal1275,BONE,s o./o l o,405,sagartst
282907,limb1266,BONE,j ɛ t,409,sagartst
282908,japh1234,BONE,ɕ ɤ r ɯ,404,sagartst
282909,japh1234,BRANCH,t ɤ + r t a ʁ,430,sagartst
282910,khal1275,BREAST,n ʉ s,448,sagartst
282911,limb1266,BREAST,n u,448,sagartst
282912,japh1234,BREAST,t ɯ + n ɯ,452,sagartst
282913,japh1234,BUY,χ t ɯ,494,sagartst
282914,japh1234,CHEW,n ɤ ŋ k a,516,sagartst
282915,khal1275,CLOUD,k ɵ̂ m,591,sagartst
282916,limb1266,CLOUD,kʰ a ʔ m i t,593,sagartst
282917,japh1234,CLOUD,z d ɯ m,589,sagartst
282918,khal1275,COLD,tsʰ ʌ k p ɛ,612,sagartst
282919,limb1266,COLD,c iː k t,612,sagartst
282920,japh1234,COLD,m ɯ ɕ t a ʁ,615,sagartst
282921,khal1275,COME,p i,646,sagartst
282922,limb1266,COME,pʰ ɛ n,638,sagartst
282923,japh1234,COME,ɣ i,645,sagartst
282924,japh1234,CORRECT (RIGHT),ɣ ɤ ŋ g i,667,sagartst
282925,japh1234,COUNT,r ts i,691,sagartst
282926,japh1234,CRY,ɣ ɤ w u,718,sagartst
282927,khal1275,DIE,m i t,804,sagartst
282928,limb1266,DIE,s i,799,sagartst
282929,japh1234,DIE,s i,799,sagartst
282930,japh1234,DIG,l ɣ a,823,sagartst
282931,japh1234,DIRTY,ɴ qʰ i,845,sagartst
282932,khal1275,DOG,kʰ l êː/eː p,876,sagartst
282933,limb1266,DOG,k o./o t c o,879,sagartst
282934,japh1234,DOG,kʰ ɯ n a,874,sagartst
282935,japh1234,DREAM,t ɯ + j m ŋ o,895,sagartst
282936,khal1275,DRINK,t u ŋ,902,sagartst
282937,limb1266,DRINK,tʰ u ŋ,902,sagartst
282938,japh1234,DRINK,tsʰ i,907,sagartst
282939,khal1275,DRY,dʰ o./o ŋ,916,sagartst
282940,limb1266,DRY,k a ŋ,916,sagartst
282941,japh1234,DRY,z b a ʁ,924,sagartst
282942,japh1234,DUST,r d ɯ l,948,sagartst
282943,khal1275,EAR,ŋ e ts o,998,sagartst
282944,limb1266,EAR,n ɛ bʰ a k,992,sagartst
282945,japh1234,EAR,t ɯ + r n a,999,sagartst
282946,khal1275,EARTH (SOIL),p ɵ k,1036,sagartst
282947,limb1266,EARTH (SOIL),kʰ a m,1035,sagartst
282948,japh1234,EARTH (SOIL),tʰ ɤ l w a,1042,sagartst
282949,khal1275,EAT,dz ɵ,1075,sagartst
282950,limb1266,EAT,c a,1075,sagartst
282951,japh1234,EAT,ⁿdz a,1075,sagartst
282952,khal1275,EGG,t i,1089,sagartst
282953,limb1266,EGG,tʰ iː m m a,1091,sagartst
282954,japh1234,EGG,t ɤ + ⁿg ɯ m,1098,sagartst
282955,japh1234,EIGHT,k ɯ r c a t,1124,sagartst
282956,khal1275,EYE,m ʌ s,1129,sagartst
282957,limb1266,EYE,m i k,1129,sagartst
282958,japh1234,EYE,t ɯ + m ɲ a ʁ,1135,sagartst
282959,japh1234,FAR,a r qʰ i,1152,sagartst
282960,japh1234,FATHER,t ɤ + w a,1174,sagartst
282961,khal1275,FEATHER,pʰ ʌ s ʌ l ʌ m,1184,sagartst
282962,limb1266,FEATHER,m u r i k,1185,sagartst
282963,japh1234,FEATHER,t ɤ + m u j,1192,sagartst
282964,japh1234,FIGHT,a l ɯ l ɤ t,1213,sagartst
282965,khal1275,FIRE,m i,1233,sagartst
282966,limb1266,FIRE,m i,1233,sagartst
282967,japh1234,FIRE,s m i,1233,sagartst
282968,khal1275,FISH,ŋ ɵ,1254,sagartst
282969,limb1266,FISH,ŋ a,1254,sagartst
282970,japh1234,FISH,q a ɟ y,1258,sagartst
282971,japh1234,FIVE,k ɯ m ŋ u,1272,sagartst
282972,japh1234,FLOAT,ⁿdʑ a ʁ,1303,sagartst
282973,japh1234,FLOW,j i t,1317,sagartst
282974,japh1234,FLOWER,m ɯ n t o./o ʁ,1344,sagartst
282975,khal1275,FLY (MOVE THROUGH AIR),bʰ e r,1353,sagartst
282976,limb1266,FLY (MOVE THROUGH AIR),p ɛː r,1353,sagartst
282977,japh1234,FLY (MOVE THROUGH AIR),n ɯ q a ⁿb ɯ ⁿb j o./o m,1361,sagartst
282978,japh1234,FOG,z d ɯ m,1385,sagartst
282979,khal1275,FOOT,s ɛ̂ l,1418,sagartst
282980,limb1266,FOOT,l a ŋ,1404,sagartst
282981,japh1234,FOOT,t ɯ + m i,1416,sagartst
282982,japh1234,FOREST,s ɯ ŋ g ɯ,1440,sagartst
282983,japh1234,FOUR,k ɯ β d e,1497,sagartst
282984,japh1234,FRUIT,s ɯ m a t,1608,sagartst
282985,limb1266,FULL,t i m s,1630,sagartst
282986,japh1234,FULL,m tsʰ ɤ t,1626,sagartst
282987,khal1275,GIVE,b i,1640,sagartst
282988,limb1266,GIVE,p i,1640,sagartst
282989,japh1234,GIVE,m b i,1640,sagartst
282990,khal1275,GOOD,n ʉ,1694,sagartst
282991,limb1266,GOOD,n uː r,1694,sagartst
282992,japh1234,GOOD,p e,1684,sagartst
282993,japh1234,GRASS,x ɕ a j,1720,sagartst
282994,khal1275,GREEN,g i g î/i m,1738,sagartst
282995,limb1266,GREEN,pʰ i ŋ,1750,sagartst
282996,japh1234,GREEN,a r ŋ i,1747,sagartst
282997,khal1275,HAIR,dʰ oː s ʌ m,1789,sagartst
282998,limb1266,HAIR,m u r i k,1804,sagartst
282999,japh1234,HAIR,t ɤ k ɤ r m e,1800,sagartst
283000,khal1275,HAND,kʰ ʌ̄ r,1844,sagartst
283001,limb1266,HAND,h u k,1846,sagartst
283002,japh1234,HAND,t ɯ + j a ʁ,1842,sagartst
283003,japh1234,HE OR SHE OR IT,ɯ ʑ o,1885,sagartst
283004,khal1275,HEAD,dʰ ō/oː ŋ,1901,sagartst
283005,limb1266,HEAD,tʰ ɛ g e k,1913,sagartst
283006,japh1234,HEAD,t ɯ + k u,1911,sagartst
283007,khal1275,HEAR,ŋ i,1927,sagartst
283008,limb1266,HEAR,kʰ ɛ p s,1942,sagartst
283009,japh1234,HEAR,m tsʰ ɤ m,1938,sagartst
283010,khal1275,HEART,ts ɵ̂ː,1965,sagartst
283011,limb1266,HEART,l u ŋ m a,1956,sagartst
283012,japh1234,HEART,t ɯ + s n i,1963,sagartst
283013,japh1234,HEAVY,r ʑ i,1982,sagartst
283014,japh1234,HERE,k ɯ r e,2005,sagartst
283015,japh1234,HIDE (CONCEAL),s ɤ n b a ʁ,2035,sagartst
283016,japh1234,HOLD,n d o,2083,sagartst
283017,khal1275,HORN (ANATOMY),gʰ r ʌ̄ ŋ,2147,sagartst
283018,limb1266,HORN (ANATOMY),t a ŋ,2157,sagartst
283019,japh1234,HORN (ANATOMY),t a + ʁ r ɯ,2153,sagartst
283020,japh1234,HOUSE,kʰ a,2222,sagartst
283021,japh1234,HUNDRED,ɣ u r ʑ a,2240,sagartst
283022,japh1234,HUNT,ɣ ɤ r ʁ a ʁ,2264,sagartst
283023,japh1234,HUSBAND,t ɤ + n m a ʁ,2291,sagartst
283024,khal1275,I,ʔ u ŋ,2313,sagartst
283025,limb1266,I,i ŋ g a,2307,sagartst
283026,japh1234,I,a ʑ o,2312,sagartst
283027,japh1234,ICE,t ɤ + j p ɣ o./o m,2326,sagartst
283028,khal1275,KILL,s e t,2356,sagartst
283029,limb1266,KILL,s ɛ t,2356,sagartst
283030,japh1234,KILL,s a t,2356,sagartst
283031,khal1275,KNEE,t ʌ̄ m ts u,2397,sagartst
283032,limb1266,KNEE,tʰ u ŋ b o,2408,sagartst
283033,japh1234,KNEE,t ɯ + χ p ɯ m,2407,sagartst
283034,khal1275,KNOW (SOMETHING),ts i k t,2455,sagartst
283035,limb1266,KNOW (SOMETHING),n i s,2457,sagartst
283036,japh1234,KNOW (SOMETHING),s ɯ z,2453,sagartst
283037,japh1234,LAKE,m tsʰ u,2464,sagartst
283038,japh1234,LAUGH,n ɤ r e,2524,sagartst
283039,khal1275,LEAF,s āː/aː pʰ ʌ m,2540,sagartst
283040,limb1266,LEAF,t ɛ t l a,2554,sagartst
283041,japh1234,LEAF,t ɤ + j w a ʁ,2550,sagartst
283042,japh1234,LEFT,ʁ e,2600,sagartst
283043,japh1234,LIE DOWN,r ŋ g ɯ,2647,sagartst
283044,khal1275,LIVER,l ū m,2714,sagartst
283045,limb1266,LIVER,l u ŋ m a,2714,sagartst
283046,japh1234,LIVER,t ɯ + m tsʰ i,2719,sagartst
283047,khal1275,LONG,s ō/oː ŋ p ɛ,2738,sagartst
283048,limb1266,LONG,k e n t,2732,sagartst
283049,japh1234,LONG,z r i,2737,sagartst
283050,khal1275,LOUSE,s eː r,2748,sagartst
283051,limb1266,LOUSE,s i ʔ,2748,sagartst
283052,japh1234,LOUSE,z r ɯ ɣ,2749,sagartst
283053,khal1275,MALE PERSON,l ɛ s b ɛ,2794,sagartst
283054,limb1266,MALE PERSON,j ɛ m b i tcʰ/tɕʰ a,2798,sagartst
283055,japh1234,MALE PERSON,t ɤ + tɕ ɯ,2792,sagartst
283056,khal1275,MANY,gh/gʰ o./o l e,2823,sagartst
283057,limb1266,MANY,s i d ɔ t,2826,sagartst
283058,japh1234,MANY,x c a t,2822,sagartst
283059,khal1275,MEAT,s ɵ̂ː,2855,sagartst
283060,limb1266,MEAT,s a,2855,sagartst
283061,japh1234,MEAT,t ɤ + m tʰ ɯ m,2862,sagartst
283062,khal1275,MOON,l ɵ,2921,sagartst
283063,limb1266,MOON,l a b a,2921,sagartst
283064,japh1234,MOON,t ɯ + s l a,2927,sagartst
283065,japh1234,MOSQUITO,ʁ m ɤ r ɲ ɯ ɣ,2979,sagartst
283066,japh1234,MOTHER,t ɤ + m u,3001,sagartst
283067,khal1275,MOUNTAIN,dzʰ e s,3026,sagartst
283068,limb1266,MOUNTAIN,t ɔ k s ɔ ŋ,3029,sagartst
283069,japh1234,MOUNTAIN,z g o,3024,sagartst
283070,khal1275,MOUTH,k o./o ɔ̄ m,3052,sagartst
283071,limb1266,MOUTH,m u r a,3053,sagartst
283072,khal1275,CLAW OR NAIL,s eː n d ʉ,557,sagartst
283073,limb1266,CLAW OR NAIL,s e n d i,557,sagartst
283074,japh1234,CLAW OR NAIL,t ɯ + ⁿdz r ɯ,566,sagartst
283075,khal1275,NAME,n ʌ̄ ŋ,3128,sagartst
283076,limb1266,NAME,m i ŋ,3129,sagartst
283077,japh1234,NAME,t ɤ + r m i,3133,sagartst
283078,japh1234,NARROW,tɕ ɤ r,3147,sagartst
283079,japh1234,NEAR,a r ⁿb a t,3173,sagartst
283080,khal1275,NECK,t a k tsʰ u,3199,sagartst
283081,limb1266,NECK,s i t l a,3202,sagartst
283082,japh1234,NECK,t ɯ + m k e,3198,sagartst
283083,japh1234,NEEDLE (FOR SEWING),t a q a β,3222,sagartst
283084,khal1275,NEW,n uː r i,3238,sagartst
283085,limb1266,NEW,s ɔ ŋ,3245,sagartst
283086,japh1234,NEW,ɕ ɤ ɣ,3236,sagartst
283087,japh1234,NINE,k ɯ n g ɯ t,3258,sagartst
283088,khal1275,NOSE,n ɵ,3280,sagartst
283089,limb1266,NOSE,n ɛ b o,3280,sagartst
