id,doculect,concept,forms,lexstatid,db
304063,cuaa1241,I,ɡ o,407,sidwellbahnaric
304064,bahn1262,I,ʔ i ɲ,405,sidwellbahnaric
304065,cent1992,I,k ə̤ p,406,sidwellbahnaric
304066,koho1244,I,ʔ a ɲ,405,sidwellbahnaric
304067,chra1242,I,ʔ a ɲ,405,sidwellbahnaric
304068,jehh1245,I,ʔ a w,405,sidwellbahnaric
304069,tamp1251,I,ʔ a ɲ,405,sidwellbahnaric
304070,alak1253,I,ʔ a l,405,sidwellbahnaric
304071,bahn1262,I,ʔ i ɲ,405,sidwellbahnaric
304072,bahn1262,I,ʔ i ɲ,405,sidwellbahnaric
304073,hala1252,I,ʔ a u,405,sidwellbahnaric
304074,east2333,I,ʔ a ɲ,405,sidwellbahnaric
304075,reng1252,I,ʔ a w,405,sidwellbahnaric
304076,lave1249,I,ʔ a j,405,sidwellbahnaric
304077,lave1248,I,ʔ aː j,405,sidwellbahnaric
304078,tali1257,I,ʔ a ɯ,405,sidwellbahnaric
304079,cent1992,I,ʔ ɡ ə p,406,sidwellbahnaric
304080,cent1992,I,ʔ ɡ ə p,406,sidwellbahnaric
304081,nyah1249,I,ʔ aː,405,sidwellbahnaric
304082,roma1331,I,ʔ a j,405,sidwellbahnaric
304083,sapu1248,I,ʔ a j,405,sidwellbahnaric
304084,seda1262,I,ʔ a w,405,sidwellbahnaric
304085,bulo1242,I,h e j,405,sidwellbahnaric
304086,bahn1262,ALCOHOL (FERMENTED DRINK),h ə d r oː,1,sidwellbahnaric
304087,bahn1262,ALCOHOL (FERMENTED DRINK),s iː k,5,sidwellbahnaric
304088,bahn1262,ALCOHOL (FERMENTED DRINK),s iː k,5,sidwellbahnaric
304089,jehh1245,ALCOHOL (FERMENTED DRINK),n n a h,3,sidwellbahnaric
304090,cent1992,ALCOHOL (FERMENTED DRINK),ɓ ɛ̤ h,2,sidwellbahnaric
304091,cent1992,ALCOHOL (FERMENTED DRINK),ɓ e̤ h,2,sidwellbahnaric
304092,koho1244,ALCOHOL (FERMENTED DRINK),t ə r n o m,4,sidwellbahnaric
304093,alak1253,BE ALIVE,pʼ r oː s,53,sidwellbahnaric
304094,bahn1262,BE ALIVE,h ə d r i h,53,sidwellbahnaric
304095,bahn1262,BE ALIVE,ʔ a d r i h,53,sidwellbahnaric
304096,bahn1262,BE ALIVE,ʔ a d r i h,53,sidwellbahnaric
304097,lave1249,BE ALIVE,ɲ i w,56,sidwellbahnaric
304098,cent1992,BE ALIVE,r eː h,53,sidwellbahnaric
304099,chra1242,BE ALIVE,r i h,53,sidwellbahnaric
304100,cuaa1241,BE ALIVE,r i lʰ,53,sidwellbahnaric
304101,hala1252,BE ALIVE,p e̤ː n,54,sidwellbahnaric
304102,east2333,BE ALIVE,b r e h,53,sidwellbahnaric
304103,nyah1249,BE ALIVE,ɲ i w,56,sidwellbahnaric
304104,reng1252,BE ALIVE,h ə r i̤ h,53,sidwellbahnaric
304105,seda1262,BE ALIVE,r ɛ h,53,sidwellbahnaric
304106,koho1244,BE ALIVE,r i s,53,sidwellbahnaric
304107,bulo1242,BE ALIVE,r e h,53,sidwellbahnaric
304108,jehh1245,BE ALIVE,p e̤ː n,54,sidwellbahnaric
304109,lave1248,BE ALIVE,d ɛ j,55,sidwellbahnaric
304110,tamp1251,BE ALIVE,ʔ ŋ r ə i s,53,sidwellbahnaric
304111,alak1253,ANT,m b oː c,6,sidwellbahnaric
304112,bahn1262,ANT,h m oː c,6,sidwellbahnaric
304113,bahn1262,ANT,h m o c,6,sidwellbahnaric
304114,bahn1262,ANT,h m oː c,6,sidwellbahnaric
304115,lave1249,ANT,m oː c,6,sidwellbahnaric
304116,cuaa1241,ANT,r a m uː t,6,sidwellbahnaric
304117,hala1252,ANT,m uː t,6,sidwellbahnaric
304118,jehh1245,ANT,m u t,6,sidwellbahnaric
304119,lave1248,ANT,h m oː c,6,sidwellbahnaric
304120,tali1257,ANT,n uː r,10,sidwellbahnaric
304121,east2333,ANT,s aː m,7,sidwellbahnaric
304122,nyah1249,ANT,h m oː c,6,sidwellbahnaric
304123,roma1331,ANT,h aː ŋ,9,sidwellbahnaric
304124,sapu1248,ANT,s a m ɔː c,6,sidwellbahnaric
304125,seda1262,ANT,h m u j,6,sidwellbahnaric
304126,seda1262,ANT,k ə m u ə,11,sidwellbahnaric
304127,koho1244,ANT,ŋ ɔ ɲ,8,sidwellbahnaric
304128,bulo1242,ANT,cʰ i a m,7,sidwellbahnaric
304129,tamp1251,ANT,ʔ mʰ m a o c,6,sidwellbahnaric
304130,alak1253,ARROW,p l aː,17,sidwellbahnaric
304131,bahn1262,ARROW,m r ɔ m,18,sidwellbahnaric
304132,bahn1262,ARROW,m r ɔ m,18,sidwellbahnaric
304133,bahn1262,ARROW,ɓ r ə m,21,sidwellbahnaric
304134,lave1249,ARROW,d r a ŋ,21,sidwellbahnaric
304135,cent1992,ARROW,h a r,19,sidwellbahnaric
304136,chra1242,ARROW,k a m,20,sidwellbahnaric
304137,cuaa1241,ARROW,r ʌ ŋ,21,sidwellbahnaric
304138,lave1248,ARROW,t ɔ ŋ,21,sidwellbahnaric
304139,cent1992,ARROW,h a ɨ,22,sidwellbahnaric
304140,east2333,ARROW,k a m + t l a k,20,sidwellbahnaric
304141,sapu1248,ARROW,t ɔː ŋ,21,sidwellbahnaric
304142,seda1262,ARROW,r a̰ ŋ,21,sidwellbahnaric
304143,cuaa1241,ARROW,n ɔː k,23,sidwellbahnaric
304144,hala1252,ARROW,s ɔ a r,19,sidwellbahnaric
304145,jehh1245,ARROW,p l aː,17,sidwellbahnaric
304146,reng1252,ARROW,r a ŋ,21,sidwellbahnaric
304147,koho1244,ARROW,k a m,20,sidwellbahnaric
304148,tamp1251,ARROW,k a m,20,sidwellbahnaric
304149,cent1992,ARROW,h ɑ ɵ,22,sidwellbahnaric
