id,doculect,concept,forms,lexstatid,db
219440,homs1234,ASH,m ɔ χ i ɾ,27,iecor
219441,homs1234,BARK,ɡ ɛ ʁ ɛ v,88,iecor
219442,homs1234,BIG,m ɛ d z,131,iecor
219443,homs1234,BONE,v ɔ s ɡ ɔ ɾ,240,iecor
219444,homs1234,CLOUD,ɑ m b,350,iecor
219445,homs1234,COME,kʰ ɑ l,390,iecor
219446,homs1234,DIE,m ɛ r n i l,444,iecor
219447,homs1234,DIG,pʰ ɔ ɾ ɛ l,457,iecor
219448,homs1234,DOG,ʃ u n,528,iecor
219449,homs1234,DRINK,χ ə m ɛ l,540,iecor
219450,homs1234,DUST,pʰ ɔ ʃ i,560,iecor
219451,homs1234,EAR,ɑ ɡ ɑ n dʒ,574,iecor
219452,homs1234,EAT,u d ɛ l,605,iecor
219453,homs1234,EYE,ɑ tʃʰ kʰ,639,iecor
219454,homs1234,FAR,h ɛ r u,685,iecor
219455,homs1234,FISH,ts u ɡ,791,iecor
219456,homs1234,FIVE,h i ŋ kʰ,801,iecor
219457,homs1234,FOOT,v ɔ d kʰ,873,iecor
219458,homs1234,FOUR,tʃʰ ɔ ɾ s,894,iecor
219459,homs1234,FREEZE,s ɑ r i l,907,iecor
219460,homs1234,GIVE,d ɑ l,953,iecor
219461,homs1234,GRASS,χ ɔ d,1002,iecor
219462,homs1234,GREEN,k ɑ n ɑ tʃʰ,1021,iecor
219463,homs1234,HAIR (HEAD),m ɑ z,1046,iecor
219464,homs1234,HAND,tsʰ ɛ ɾ kʰ,1062,iecor
219465,homs1234,HEAR,l ə s ɛ l,1105,iecor
219466,homs1234,HEART,d z ɑ n ə ɾ,1115,iecor
219467,homs1234,HEAVY,s i ɾ t,1134,iecor
219468,homs1234,HIT,z ɑ ɾ n ɛ l,1180,iecor
219469,homs1234,HUNT,v ɔ ɾ s ɑ l,1248,iecor
219470,homs1234,ICE,s ɑ r,1267,iecor
219471,homs1234,KILL,ə s b ɑ n n ɛ l,1285,iecor
219472,homs1234,LAKE,l i dʒ,1326,iecor
219473,homs1234,LEAF,d ɛ ɾ ɛ v,1359,iecor
219474,homs1234,LEFT,ts ɑ χ,1377,iecor
219475,homs1234,LIVE,ɑ b ɾ i l,1412,iecor
219476,homs1234,LONG,j ɛ ɾ ɡ ɑ ɾ,1457,iecor
