id,doculect,concept,forms,lexstatid,db
133394,bani1255,FOUR,k e h k u n ĩ p ɛ,279,chaconbaniwa
133395,bani1255,FOUR,k o a d a k a,280,chaconbaniwa
133396,bani1255,FOUR,k o a d a k a,280,chaconbaniwa
133397,bani1255,FOUR,k o e h p o n ĩ p ɛ,279,chaconbaniwa
133398,bani1255,FOUR,k u a t ɾ o d a,281,chaconbaniwa
133399,bani1255,FOUR,k u a t ɾ o d a,281,chaconbaniwa
133400,bani1255,FOUR,kʷ a d a k a w d a,280,chaconbaniwa
133401,bani1255,FOUR,kʷ a t ɾ ʊ,281,chaconbaniwa
133402,bani1255,FOUR,l i k u a d aː k a,280,chaconbaniwa
133403,bani1255,FOUR,l i k u a d aː k a,280,chaconbaniwa
133404,bani1255,FOUR,ɽ i k o a d a k a,280,chaconbaniwa
133405,bani1255,FOUR,ɽ i k o ɛ p a k a,280,chaconbaniwa
133406,bani1255,PEOPLE,a p a d a,514,chaconbaniwa
133407,bani1255,PEOPLE,j̃ a m a ɾ i,515,chaconbaniwa
133408,bani1255,PEOPLE,m a ɾ i k ɪ,515,chaconbaniwa
133409,bani1255,PEOPLE,n aː w i k i,516,chaconbaniwa
133410,bani1255,PEOPLE,n a i k e,516,chaconbaniwa
133411,bani1255,PEOPLE,n a i k e,516,chaconbaniwa
133412,bani1255,PEOPLE,n a i k i,516,chaconbaniwa
133413,bani1255,PEOPLE,n a i k i,516,chaconbaniwa
133414,bani1255,PEOPLE,n a i k i,516,chaconbaniwa
133415,bani1255,PEOPLE,n a i k i,516,chaconbaniwa
133416,bani1255,PEOPLE,n a j k i,516,chaconbaniwa
133417,bani1255,PEOPLE,n e w i k i,516,chaconbaniwa
133418,bani1255,PEOPLE,n e w i k i,516,chaconbaniwa
133419,bani1255,HERE,aː h a,354,chaconbaniwa
133420,bani1255,HERE,aː h i,354,chaconbaniwa
133421,bani1255,HERE,a h a i t e,354,chaconbaniwa
133422,bani1255,HERE,a i j a h ã,354,chaconbaniwa
133423,bani1255,HERE,a j a h ã,354,chaconbaniwa
133424,bani1255,HERE,a j a h ɐ̃,354,chaconbaniwa
133425,bani1255,HERE,a j a h ɐ̃,354,chaconbaniwa
133426,bani1255,HERE,a j a h e,354,chaconbaniwa
133427,bani1255,HERE,h a ĩ mʰ a d e n u k i u h a k ə n i,355,chaconbaniwa
133428,bani1255,HERE,l i p e dz a,356,chaconbaniwa
133429,bani1255,HERE,w ɐ n i h i,357,chaconbaniwa
133430,bani1255,KNOW (SOMETHING),aː nʰ e k e t i,402,chaconbaniwa
133431,bani1255,KNOW (SOMETHING),n u a h e n i,403,chaconbaniwa
133432,bani1255,KNOW (SOMETHING),n u a nʰ e k a,403,chaconbaniwa
133433,bani1255,KNOW (SOMETHING),n u a nʰ e,403,chaconbaniwa
133434,bani1255,KNOW (SOMETHING),n u ts ɛ m i,404,chaconbaniwa
133435,bani1255,KNOW (SOMETHING),n u w a nʰ e n i,403,chaconbaniwa
133436,bani1255,KNOW (SOMETHING),n u w a nʰ ẽ o k a,403,chaconbaniwa
133437,bani1255,KNOW (SOMETHING),p a e k a n i p ɛ,405,chaconbaniwa
133438,bani1255,KNOW (SOMETHING),w aː h ẽ k i̥/i,406,chaconbaniwa
133439,bani1255,KNOW (SOMETHING),w a h l j ẽ ts a,407,chaconbaniwa
133440,bani1255,KNOW (SOMETHING),j a nʰ eː k i,402,chaconbaniwa
133441,bani1255,KNOW (SOMETHING),j a nʰ e kʰ e t i,402,chaconbaniwa
133442,bani1255,KNOW (SOMETHING),j a nʰ i k a d a,402,chaconbaniwa
133443,bani1255,LARVA,aː k o ɽ o,410,chaconbaniwa
133444,bani1255,LARVA,aː k o ʐ o,410,chaconbaniwa
133445,bani1255,LARVA,a k o ʐ o,410,chaconbaniwa
133446,bani1255,LARVA,a k o ʐ o,410,chaconbaniwa
133447,bani1255,LARVA,h i n ĩ s i,411,chaconbaniwa
133448,bani1255,LARVA,i u ʐ i,411,chaconbaniwa
133449,bani1255,HAMMOCK,aː m a k o,324,chaconbaniwa
133450,bani1255,HAMMOCK,aː m a k o,324,chaconbaniwa
133451,bani1255,HAMMOCK,m a k a i tʰ e p a,325,chaconbaniwa
133452,bani1255,HAMMOCK,p i e t a,326,chaconbaniwa
133453,bani1255,OTHER,aː p e,508,chaconbaniwa
133454,bani1255,OTHER,a p a d a,509,chaconbaniwa
133455,bani1255,OTHER,a p a d a,509,chaconbaniwa
133456,bani1255,OTHER,a p a d a w a,509,chaconbaniwa
133457,bani1255,OTHER,a p a j t a,509,chaconbaniwa
133458,bani1255,OTHER,a p a j t a,509,chaconbaniwa
133459,bani1255,OTHER,p aː s i,510,chaconbaniwa
133460,bani1255,OTHER,p a d a,509,chaconbaniwa
133461,bani1255,OTHER,p a d a,509,chaconbaniwa
133462,bani1255,OTHER,p e j a h ɐ̃,511,chaconbaniwa
133463,bani1255,OTHER,pʰ e p a,508,chaconbaniwa
133464,bani1255,SNAKE,aː p i,653,chaconbaniwa
133465,bani1255,SNAKE,aː p i,653,chaconbaniwa
133466,bani1255,SNAKE,aː p i,653,chaconbaniwa
133467,bani1255,SNAKE,aː p i,653,chaconbaniwa
133468,bani1255,SNAKE,aː p i,653,chaconbaniwa
133469,bani1255,SNAKE,aː p i,653,chaconbaniwa
133470,bani1255,SNAKE,aː p i,653,chaconbaniwa
133471,bani1255,SNAKE,eː p i ts i,654,chaconbaniwa
133472,bani1255,SNAKE,m a w a ɾ i,655,chaconbaniwa
133473,bani1255,SNAKE,u m a w a ɽ i,655,chaconbaniwa
133474,bani1255,SNAKE,u m e n i,656,chaconbaniwa
133475,bani1255,THINK,aː p i n e t aː k e t i,740,chaconbaniwa
