id,doculect,concept,forms,lexstatid,db
97134,lish1235,I,g a,262,bodtkhobwa
97135,chug1252,I,g a,262,bodtkhobwa
97136,lish1235,YOU,n a + l u,601,bodtkhobwa
97137,lish1235,YOU,n a + l u,601,bodtkhobwa
97138,chug1252,YOU,n a + ɹ,601,bodtkhobwa
97139,chug1252,YOU,n a + ɹ,601,bodtkhobwa
97140,lish1235,WE (INCLUSIVE),n a + l + tʰ e,569,bodtkhobwa
97141,lish1235,WE (INCLUSIVE),n a + l + tʰ e,569,bodtkhobwa
97142,lish1235,WE (INCLUSIVE),n a + l + tʰ e,569,bodtkhobwa
97143,chug1252,WE (INCLUSIVE),n a + ɹ + tʰ eˀ,569,bodtkhobwa
97144,chug1252,WE (INCLUSIVE),n a + ɹ + tʰ eˀ,569,bodtkhobwa
97145,chug1252,WE (INCLUSIVE),n a + ɹ + tʰ eˀ,569,bodtkhobwa
97146,lish1235,THOU,n a ŋ,522,bodtkhobwa
97147,chug1252,THOU,n a ŋ,522,bodtkhobwa
97148,lish1235,HE OR SHE OR IT,w ui,242,bodtkhobwa
97149,chug1252,HE OR SHE OR IT,w ɔi,242,bodtkhobwa
97150,lish1235,UP OR ABOVE,tɕʰ a ŋ,551,bodtkhobwa
97151,chug1252,UP OR ABOVE,tɕʰ a ŋ,551,bodtkhobwa
97152,lish1235,GET,m a n,212,bodtkhobwa
97153,chug1252,GET,m a n,212,bodtkhobwa
97154,lish1235,AFTER,l a + kʰ u ŋ,1,bodtkhobwa
97155,lish1235,AFTER,l a + kʰ u ŋ,1,bodtkhobwa
97156,chug1252,AFTER,l a + kʰ u ŋ,1,bodtkhobwa
97157,chug1252,AFTER,l a + kʰ u ŋ,1,bodtkhobwa
97158,lish1235,BE ALIVE,ɔ + h a ŋ,22,bodtkhobwa
97159,lish1235,BE ALIVE,ɔ + h a ŋ,22,bodtkhobwa
97160,chug1252,BE ALIVE,u + kʰ a ŋ,22,bodtkhobwa
97161,chug1252,BE ALIVE,u + kʰ a ŋ,22,bodtkhobwa
97162,lish1235,ALL,g a ŋ + p u,2,bodtkhobwa
97163,lish1235,ALL,g a ŋ + p u,2,bodtkhobwa
97164,chug1252,ALL,g a ŋ + p u,2,bodtkhobwa
97165,chug1252,ALL,g a ŋ + p u,2,bodtkhobwa
97166,lish1235,ALL,g a ŋ + p u,2,bodtkhobwa
97167,lish1235,ALL,g a ŋ + p u,2,bodtkhobwa
97168,chug1252,ALL,g a ŋ + p u,2,bodtkhobwa
97169,chug1252,ALL,g a ŋ + p u,2,bodtkhobwa
97170,lish1235,BE ANGRY,k i + tsʰ i k,23,bodtkhobwa
97171,lish1235,BE ANGRY,k i + tsʰ i k,23,bodtkhobwa
97172,chug1252,BE ANGRY,k i + tsʰ i k,23,bodtkhobwa
97173,chug1252,BE ANGRY,k i + tsʰ i k,23,bodtkhobwa
97174,lish1235,ANT,kʰ e + tɕʰ ɔ k,4,bodtkhobwa
97175,lish1235,ANT,kʰ e + tɕʰ ɔ k,4,bodtkhobwa
