id,doculect,concept,forms,lexstatid,db
158554,amha1245,ALL,h u lː u m,1,felekesemitic
158555,amha1245,ARM,k ɨ n d,3,felekesemitic
158556,amha1245,BACK,dʒ ə r b a,8,felekesemitic
158557,amha1245,BARLEY,g ə b s,15,felekesemitic
158558,amha1245,BEAUTIFUL,m ə l k a m,19,felekesemitic
158559,amha1245,BED,ʔ a l g a,22,felekesemitic
158560,amha1245,BIG,t ɨ lː ɨ kʼ,28,felekesemitic
158561,argo1244,ALL,d i yy/jː u m,2,felekesemitic
158562,argo1244,ARM,k ɨ rː a,4,felekesemitic
158563,argo1244,BACK,dʒ eː d,9,felekesemitic
158564,argo1244,BARLEY,m a s ɨ l a,16,felekesemitic
158565,argo1244,BEAUTIFUL,ť/tʼ ɨ r u,20,felekesemitic
158566,argo1244,BED,ʔ a l g a,22,felekesemitic
158567,argo1244,BELT,m ə kː a tʃː a,25,felekesemitic
158568,argo1244,BIG,l a x i m,29,felekesemitic
158569,hara1271,ALL,k u lː u,1,felekesemitic
158570,hara1271,ARM,ħ a r ə kʼ,5,felekesemitic
158571,hara1271,BACK,ħ a ć/tʃʼ i,10,felekesemitic
158572,hara1271,BARLEY,g uː s,15,felekesemitic
158573,hara1271,BED,d u f aː n,23,felekesemitic
158574,hara1271,BELT,w a r aː n s i lː a,26,felekesemitic
158575,hara1271,BIG,g i d i r,30,felekesemitic
158576,hara1271,BLACK,ť/tʼ əy/əi̯,35,felekesemitic
158577,kist1241,ALL,k u lː ɨ m,1,felekesemitic
158578,kist1241,ARM,k ɨ rː ə,4,felekesemitic
158579,kist1241,BACK,g ɨ n ǯ/ʒ ə,11,felekesemitic
158580,kist1241,BARLEY,g ə b s,15,felekesemitic
158581,kist1241,BEAUTIFUL,m ə l k a m a,19,felekesemitic
158582,kist1241,BED,ʔ a l g a,22,felekesemitic
158583,kist1241,BIG,m a l ə k,28,felekesemitic
158584,mesq1240,ALL,ʔ ɨ nː ɨ m,1,felekesemitic
158585,mesq1240,ARM,h ɨ nː ə,6,felekesemitic
158586,mesq1240,BACK,g ɨ n ǯ/ʒ ə,11,felekesemitic
158587,mesq1240,BARLEY,ʔ ɨ h ɨ r,17,felekesemitic
158588,mesq1240,BEAUTIFUL,m ə l k a m a,19,felekesemitic
158589,mesq1240,BED,ʔ a l g a,22,felekesemitic
158590,mesq1240,BIG,n ɨ kʼ,28,felekesemitic
158591,silt1240,ALL,h u lː ɨ m k ə,1,felekesemitic
158592,silt1240,ARM,k i r e,4,felekesemitic
158593,silt1240,BACK,ć/tʃʼ ɨ n,12,felekesemitic
158594,silt1240,BARLEY,ʔ ɨ x ɨ l,17,felekesemitic
158595,silt1240,BEAUTIFUL,b ə r eː d ə,21,felekesemitic
158596,silt1240,BED,d u g m a l ə,24,felekesemitic
158597,silt1240,BIG,y/j ə r oː r e,31,felekesemitic
158598,silt1240,BLACK,ť/tʼ e m,35,felekesemitic
158599,tigr1270,ALL,k ɨ lː a n,1,felekesemitic
158600,tigr1270,ARM,r ɨ s ɨ kʼ,7,felekesemitic
158601,tigr1270,BARLEY,ʃ ɨ ʕ i r,17,felekesemitic
158602,tigr1270,BEAUTIFUL,g ɨ rː u m,20,felekesemitic
158603,tigr1270,BED,ʕ a r a t,22,felekesemitic
158604,tigr1270,BELT,z ɨ nː a r,27,felekesemitic
158605,tigr1270,BIG,ʕ a b a y/j i,32,felekesemitic
158606,tigr1270,BLACK,ś/s ə l i m,36,felekesemitic
158607,tigr1271,ALL,k u lː u,1,felekesemitic
158608,tigr1271,BACK,d ɨ ħ r i t,13,felekesemitic
158609,tigr1271,BARLEY,s ɨ g ə m,18,felekesemitic
158610,tigr1271,BED,ʕ a r a t,22,felekesemitic
158611,tigr1271,BIG,g ə z i f,33,felekesemitic
158612,tigr1271,BLACK,ś/s ə lː i m,36,felekesemitic
158613,wola1253,ALL,h u l ɨ m,1,felekesemitic
158614,wola1253,ARM,k i r e,4,felekesemitic
158615,wola1253,BACK,tʃ ɨ n,12,felekesemitic
158616,wola1253,BARLEY,ʔ ɨ x ɨ l,17,felekesemitic
158617,wola1253,BEAUTIFUL,b ə r e d ə,21,felekesemitic
158618,wola1253,BED,ʔ a l g a,22,felekesemitic
158619,wola1253,BIG,dʒ ə b ə,34,felekesemitic
158620,wola1253,BLACK,t ɨ m,35,felekesemitic
158621,zayy1238,ALL,h u lː u,1,felekesemitic
158622,zayy1238,ARM,ʔ a r ə kʼ,5,felekesemitic
158623,zayy1238,BACK,m ɨ ś/s k ə t,14,felekesemitic
158624,zayy1238,BARLEY,g ə b ɨ s,15,felekesemitic
158625,zayy1238,BEAUTIFUL,m ə l k ə mː a,19,felekesemitic
158626,zayy1238,BED,ʔ a l g ə,22,felekesemitic
158627,zayy1238,BIG,dʒ ə b a,34,felekesemitic
158628,zayy1238,BLACK,g ə m b ə l o,37,felekesemitic
158629,amha1245,BLOOD,d ə m,38,felekesemitic
158630,amha1245,COOKED,f ə lː a,92,felekesemitic
158631,amha1245,BONE,ʔ a ť/tʼ ɨ n t,39,felekesemitic
158632,amha1245,BREAD,d a bː o,40,felekesemitic
158633,amha1245,BREAST,ť/tʼ u t,43,felekesemitic
158634,amha1245,BROTHER,w ə n d ɨ mː,45,felekesemitic
158635,amha1245,BULL,b ə r e,52,felekesemitic
158636,amha1245,CABBAGE,g o mː ə nː,57,felekesemitic
158637,amha1245,CALF,ť/tʼ ɨ dʒː a,60,felekesemitic
158638,argo1244,BLOOD,d ə m,38,felekesemitic
158639,argo1244,COOKED,n ə fː ə r a,93,felekesemitic
158640,argo1244,BONE,x a ť/tʼ ɨ m,39,felekesemitic
158641,argo1244,BREAD,d a m o,40,felekesemitic
158642,argo1244,BREAST,ť/tʼ u t,43,felekesemitic
158643,argo1244,BROTHER,ʔ ə h,46,felekesemitic
158644,argo1244,BULL,w e f ə n,53,felekesemitic
158645,argo1244,CABBAGE,g o m ə n,57,felekesemitic
158646,argo1244,CALF,ť/tʼ ɨ dʒː a,60,felekesemitic
158647,hara1271,BLOOD,d ə m,38,felekesemitic
158648,hara1271,COOKED,f ə l a ħ a,92,felekesemitic
158649,hara1271,BONE,ʔ aː ť/tʼ,39,felekesemitic
158650,hara1271,BREAD,d aː b o,40,felekesemitic
158651,hara1271,BREAST,ť/tʼ oː t,43,felekesemitic
158652,hara1271,BROTHER,ʔ ɨ ħ,47,felekesemitic
158653,hara1271,BULL,b a ʔ a r a,54,felekesemitic
158654,hara1271,CABBAGE,ħ uː l,58,felekesemitic
158655,hara1271,CALF,ť/tʼ ɨ dʒ a,60,felekesemitic
158656,kist1241,BLOOD,d ə m,38,felekesemitic
158657,kist1241,COOKED,f ə lː a m,92,felekesemitic
158658,kist1241,BONE,ʔ a ť/tʼ ɨ m,39,felekesemitic
158659,kist1241,BREAD,d a bː o,40,felekesemitic
158660,kist1241,BREAST,ť/tʼ ɨ b u yy/jː ə,44,felekesemitic
158661,kist1241,BROTHER,z ə mː i,48,felekesemitic
158662,kist1241,BULL,w ɨ r,55,felekesemitic
158663,kist1241,CABBAGE,ʔ a m b ɨ l,59,felekesemitic
158664,kist1241,CALF,ť/tʼ ə g,61,felekesemitic
158665,mesq1240,BLOOD,d ə m,38,felekesemitic
158666,mesq1240,COOKED,tʃ ə kː w ə r ə,94,felekesemitic
158667,mesq1240,BONE,ʔ a ť/tʼ ɨ m,39,felekesemitic
158668,mesq1240,BREAD,f u r n o,41,felekesemitic
158669,mesq1240,BREAST,ť/tʼ u b,43,felekesemitic
158670,mesq1240,BROTHER,g w ə bː e,49,felekesemitic
158671,mesq1240,BULL,w ɨ r,55,felekesemitic
158672,mesq1240,CABBAGE,ʔ a m b ɨ r,59,felekesemitic
158673,mesq1240,CALF,m w a s a,62,felekesemitic
158674,silt1240,BLOOD,d ə m,38,felekesemitic
158675,silt1240,COOKED,f ə l a,92,felekesemitic
158676,silt1240,BONE,h a ť/tʼ ɨ m,39,felekesemitic
158677,silt1240,BREAD,f u r n o,41,felekesemitic
158678,silt1240,BREAST,ť/tʼ u b,43,felekesemitic
158679,silt1240,BROTHER,ʔ ɨ n d ə t,47,felekesemitic
158680,silt1240,BULL,w ɨ r,55,felekesemitic
158681,silt1240,CABBAGE,h a m ɨ l,59,felekesemitic
158682,silt1240,CALF,ʔ ɨ z ə kʼ,61,felekesemitic
158683,tigr1270,BLOOD,d ə m,38,felekesemitic
158684,tigr1270,COOKED,ħ a f ə n a,95,felekesemitic
158685,tigr1270,BONE,ʔ a ť/tʼ ɨ m,39,felekesemitic
158686,tigr1270,BREAD,b a n i,42,felekesemitic
158687,tigr1270,BREAST,ť/tʼ ɨ b,43,felekesemitic
158688,tigr1270,BROTHER,ħ u,47,felekesemitic
158689,tigr1270,BULL,w ɨ h ɨ r,55,felekesemitic
158690,tigr1270,CABBAGE,ħ a m l e,59,felekesemitic
158691,tigr1270,CALF,ʔ ɨ g a l,63,felekesemitic
158692,tigr1271,BLOOD,d ə m,38,felekesemitic
158693,tigr1271,COOKED,s ɨ g a,96,felekesemitic
158694,tigr1271,BONE,ʕ a ś/s m i,39,felekesemitic
158695,tigr1271,BREAD,b a n i,42,felekesemitic
158696,tigr1271,BREAST,ť/tʼ u b,43,felekesemitic
158697,tigr1271,BROTHER,ħ a w,50,felekesemitic
158698,tigr1271,BULL,ʔ a r ħ a,56,felekesemitic
158699,tigr1271,CABBAGE,ħ a m l i,59,felekesemitic
158700,tigr1271,CALF,m ɨ r a x,64,felekesemitic
158701,wola1253,BLOOD,d ə m,38,felekesemitic
158702,wola1253,COOKED,f ə l a,92,felekesemitic
158703,wola1253,BONE,ʔ a ť/tʼ ɨ m,39,felekesemitic
158704,wola1253,BREAD,d a bː o,40,felekesemitic
158705,wola1253,BREAST,ť/tʼ u b,43,felekesemitic
158706,wola1253,BROTHER,w a dʒ i,51,felekesemitic
158707,wola1253,BULL,w ɨ r,55,felekesemitic
