id,doculect,concept,forms,lexstatid,db
310240,east2371,ALL,x a ³¹,2,starostinhmongmien
310241,nort3244,ALL,t ǝ u ¹/¹,1,starostinhmongmien
310242,larg1235,ALL,t u ⁵/¹,1,starostinhmongmien
310243,hmon1333,ALL,h u ³/¹,4,starostinhmongmien
310244,hmon1264,ALL,ts ɨ ⁶/¹,3,starostinhmongmien
310245,buna1273,ALL,t u ⁵/¹,1,starostinhmongmien
310246,buna1273,ALL,k o u ⁵/¹,7,starostinhmongmien
310247,jion1236,ALL,t u ⁴⁴,1,starostinhmongmien
310248,jion1236,ALL,t u ⁴⁴,1,starostinhmongmien
310249,youn1235,ALL,t o u ³³,1,starostinhmongmien
310250,youn1235,ALL,t u ³³,1,starostinhmongmien
310251,pahn1237,ALL,t ɔ ³³,1,starostinhmongmien
310252,pahn1237,ALL,tʰ ɔ ³³,1,starostinhmongmien
310253,wuna1248,ALL,k j e i ⁵⁵,6,starostinhmongmien
310254,shee1238,ALL,s j i ⁶/¹,5,starostinhmongmien
310255,shee1238,ALL,i ¹/¹,8,starostinhmongmien
310256,east2371,ASH,pʰ i ⁵⁵,10,starostinhmongmien
310257,nort3244,ASH,ʈʂʰ ǝ u ³/¹,11,starostinhmongmien
310258,larg1235,ASH,ʈʂʰ a o ³/¹,11,starostinhmongmien
310259,hmon1333,ASH,tʃʰ ɔ w ³/¹,11,starostinhmongmien
310260,hmon1264,ASH,tʃʰ a u ²/¹,11,starostinhmongmien
310261,buna1273,ASH,k a ³/¹ → sʰ a ³/¹,9,starostinhmongmien
310262,buna1273,ASH,sʰ j a ³/¹,13,starostinhmongmien
310263,jion1236,ASH,t a u ³¹ → θ e ⁵³,12,starostinhmongmien
310264,jion1236,ASH,tʃ u ³⁵ → θ e j ³⁵,15,starostinhmongmien
310265,youn1235,ASH,tsʰ ɔ ²²,14,starostinhmongmien
310266,youn1235,ASH,tsʰ ɔ ²²,14,starostinhmongmien
310267,pahn1237,ASH,q a ²² → s i ²²,9,starostinhmongmien
310268,pahn1237,ASH,q a ³¹ → ɕ e ³¹,9,starostinhmongmien
310269,wuna1248,ASH,ɕ i ¹³,13,starostinhmongmien
310270,shee1238,ASH,s i ³/¹,13,starostinhmongmien
310271,shee1238,ASH,s i ³/¹,13,starostinhmongmien
310272,pana1310,ASH,pʰ j o ⁴⁴,10,starostinhmongmien
310273,hmon1333,BARK,t ǝ w ³/¹ ← n t õ ⁴/¹,16,starostinhmongmien
310274,hmon1264,BARK,t a ʉ ²/¹ ← n d o ŋ ³/¹,16,starostinhmongmien
310275,jion1236,BARK,n t ɔ u ŋ ³⁵ → k j e u ³⁵,17,starostinhmongmien
310276,jion1236,BARK,n t a ŋ ²² → k j e u ²²,17,starostinhmongmien
310277,pahn1237,BARK,q a ²² → l j u ⁵⁵ ← t j a ³⁵,18,starostinhmongmien
310278,pahn1237,BARK,q a ³¹ → l j ʉ ⁵⁵ ← p j a ³⁵,18,starostinhmongmien
310279,wuna1248,BARK,qʰ a u ³⁵ ← ts a ³⁵,19,starostinhmongmien
310280,east2371,BELLY,q u ⁵³ → p i ⁵³,21,starostinhmongmien
310281,nort3244,BELLY,p l a ŋ ¹/¹,22,starostinhmongmien
310282,larg1235,BELLY,a ³/¹ → tɕʰ a o ¹/¹,24,starostinhmongmien
310283,hmon1333,BELLY,p l a ¹/¹,22,starostinhmongmien
310284,hmon1264,BELLY,p l a ŋ ¹/¹,22,starostinhmongmien
310285,buna1273,BELLY,k a ³/¹ → tɬ ǝ ŋ ¹/¹,20,starostinhmongmien
310286,buna1273,BELLY,ɲ̥ a u ³/¹,29,starostinhmongmien
310287,jion1236,BELLY,tʰ e ⁴⁴,23,starostinhmongmien
310288,jion1236,BELLY,tʰ e j ⁴⁴,23,starostinhmongmien
310289,youn1235,BELLY,t a ³¹ ← t u ³³,28,starostinhmongmien
310290,youn1235,BELLY,t a ³¹ ← t u ³³,28,starostinhmongmien
310291,pahn1237,BELLY,a ³³ → ŋ ŋ̊ ²²,25,starostinhmongmien
310292,pahn1237,BELLY,a ⁴⁴ → ŋ ŋ̊ ³¹,25,starostinhmongmien
310293,wuna1248,BELLY,n a ŋ ³⁵ → n̥ n ¹³,25,starostinhmongmien
310294,shee1238,BELLY,ŋ j ɔ ³/¹ ← k a ³/¹,27,starostinhmongmien
