id,doculect,concept,forms,lexstatid,db
135752,tatu1247,BEE,b e r o a b ɨ̃,267,chaconcolumbian
135753,curr1243,BEE,m aa p a,261,chaconcolumbian
135754,cams1241,BEE,t x o w a n a,268,chaconcolumbian
135755,maca1259,BEE,t o n i a t,262,chaconcolumbian
135756,muin1242,BEE,n ɨː b ɨ r i,281,chaconcolumbian
135757,arhu1242,BEE,a n g a,262,chaconcolumbian
135758,ocai1244,BEE,dʲ o ʔ ɯː r a k o,280,chaconcolumbian
135759,guam1248,BEE,m a w a ĩ,261,chaconcolumbian
135760,bora1263,BEE,iː m ɯ ʔ o e x pʰ i,266,chaconcolumbian
135761,macu1260,BEE,b e r o a b ɨ k ɨ,267,chaconcolumbian
135762,guah1255,BEE,b a n a m a n ɨ t o,273,chaconcolumbian
135763,pira1254,BEE,u b ĩ k ɨ̃ d ɨ̃,275,chaconcolumbian
135764,play1240,BEE,b a n a m ɨ t o,273,chaconcolumbian
135765,muru1274,BEE,h i r a k ɯ ɲ o,280,chaconcolumbian
135766,awac1239,BEE,w ã,289,chaconcolumbian
135767,epen1239,BEE,kʰ i m i,272,chaconcolumbian
135768,waim1255,BEE,b ũ b ĩ ã b ɨ̃,264,chaconcolumbian
135769,sion1247,BEE,o ʔ a,279,chaconcolumbian
135770,cari1279,BEE,a r a m a,269,chaconcolumbian
135771,siri1274,BEE,b e ʔ r o a b ɨ̃,267,chaconcolumbian
135772,nuka1242,BEE,ʔ e w e,265,chaconcolumbian
135773,bora1263,BEE,t e ʔ tsʰ i p a,290,chaconcolumbian
135774,guay1257,BEE,b a n t,293,chaconcolumbian
135775,cogu1240,BEE,h a l d i kː ə bː e,271,chaconcolumbian
135776,bora1263,BEE,t e ʔ tsʰ i p a,290,chaconcolumbian
135777,sali1298,BEE,m u ĩ g o d i,283,chaconcolumbian
135778,hupd1244,BEE,w o w o h,277,chaconcolumbian
135779,acha1250,BEE,m aa b a,261,chaconcolumbian
135780,tari1256,BEE,ɲ o r o r e d a,285,chaconcolumbian
135781,bora1263,BEE,iː m ɯ ʔ o e h pʰ i,266,chaconcolumbian
135782,nupo1240,BEE,h i r a ŋ o,280,chaconcolumbian
135783,bari1297,BEE,m oː n ə,265,chaconcolumbian
135784,yucu1253,ACHIOTE,p iː r i,8,chaconcolumbian
135785,muin1242,ACHIOTE,n oː b a b a,2,chaconcolumbian
135786,mala1522,ACHIOTE,a ʃ o t e,12,chaconcolumbian
135787,inga1252,ACHIOTE,m a n d u r,3,chaconcolumbian
135788,macu1260,ACHIOTE,b ũ s ã,1,chaconcolumbian
135789,sion1247,ACHIOTE,b õ s a,1,chaconcolumbian
135790,cacu1241,ACHIOTE,b ẽ ʔ,1,chaconcolumbian
135791,guan1269,ACHIOTE,b ã s ĩ + s õ ʔ ã,1,chaconcolumbian
135792,chim1309,ACHIOTE,k r oː ɾ i w a ʔ,6,chaconcolumbian
135793,sali1298,ACHIOTE,m uː ɲ u,16,chaconcolumbian
135794,woun1238,ACHIOTE,h a r,17,chaconcolumbian
135795,seco1241,ACHIOTE,p õ s a,1,chaconcolumbian
135796,kore1283,ACHIOTE,p ũ s a,1,chaconcolumbian
135797,yukp1241,ACHIOTE,o n o t o,18,chaconcolumbian
135798,waim1255,ACHIOTE,b ũ h ã,1,chaconcolumbian
135799,guay1257,ACHIOTE,h o e s t,11,chaconcolumbian
135800,cube1242,ACHIOTE,b ũ h ã,1,chaconcolumbian
135801,cari1279,ACHIOTE,i h u s e,4,chaconcolumbian
135802,maca1259,ACHIOTE,h o tʃ i h a,10,chaconcolumbian
135803,chac1249,ACHIOTE,m u,5,chaconcolumbian
135804,embe1260,ACHIOTE,kʰ ã dʒ i,9,chaconcolumbian
135805,nuka1242,ACHIOTE,m ɛ̃ k ũ n d e,14,chaconcolumbian
135806,cuib1242,ACHIOTE,k a j a r i,7,chaconcolumbian
135807,resi1247,ACHIOTE,pʰ iː g i,8,chaconcolumbian
135808,cuib1242,ACHIOTE,h o ts i,10,chaconcolumbian
135809,embe1262,ACHIOTE,kʰ ã tʃ i,9,chaconcolumbian
135810,bara1380,ACHIOTE,b ũ s ã,1,chaconcolumbian
135811,piap1246,ACHIOTE,p iː r i,8,chaconcolumbian
135812,siri1274,ACHIOTE,b ũ s ã,1,chaconcolumbian
135813,ocai1244,ACHIOTE,ɲ o n̥ õõ j a,15,chaconcolumbian
135814,curr1243,ACHIOTE,p i r i m a p a,8,chaconcolumbian
135815,tani1257,ACHIOTE,b ũ h a,1,chaconcolumbian
135816,tuyu1244,ACHIOTE,b ũ s ã,1,chaconcolumbian
135817,guah1255,ACHIOTE,h o ts i,10,chaconcolumbian
135818,tuca1252,ACHIOTE,b ũ s ã,1,chaconcolumbian
135819,orej1242,ACHIOTE,b o s a,1,chaconcolumbian
135820,waim1255,ACHIOTE,b ũ h ã,1,chaconcolumbian
135821,muru1274,ACHIOTE,n o n o k ɯ,13,chaconcolumbian
135822,bora1263,ACHIOTE,n eː p a p a,2,chaconcolumbian
135823,mini1256,ACHIOTE,n o n o k ɯ,13,chaconcolumbian
135824,embe1261,ACHIOTE,kʰ ã tʃ i,9,chaconcolumbian
135825,nort2972,ACHIOTE,kʰ ã tʃ i,9,chaconcolumbian
135826,colo1256,ACHIOTE,m u,5,chaconcolumbian
135827,yuru1263,ACHIOTE,b ũː s ã,1,chaconcolumbian
135828,tari1256,ACHIOTE,p i r i m a p a,8,chaconcolumbian
135829,epen1239,ACHIOTE,kʰ ã i tʃ i,9,chaconcolumbian
135830,epen1239,ACHIOTE,kʰ ã tʃ i,9,chaconcolumbian
135831,play1240,ACHIOTE,h o tʃ i w a,10,chaconcolumbian
135832,pira1254,ACHIOTE,b a s i,1,chaconcolumbian
135833,awac1239,ACHIOTE,p ɨ̃,1,chaconcolumbian
135834,cams1241,ACHIOTE,m a n d o r ɨ ʃ a,3,chaconcolumbian
135835,bora1263,ACHIOTE,n eː p a ʔ e,2,chaconcolumbian
135836,nupo1240,ACHIOTE,n o n o k ɯ,13,chaconcolumbian
135837,tatu1247,WATER,o k o,3572,chaconcolumbian
135838,guan1269,WATER,k o,3572,chaconcolumbian
135839,inga1252,WATER,j a k u,3583,chaconcolumbian
135840,wayu1243,WATER,w ɨ i n,3588,chaconcolumbian
135841,mala1522,WATER,dʒ i r a,3570,chaconcolumbian
135842,pira1254,WATER,a k o,3572,chaconcolumbian
135843,muin1242,WATER,ɸ a i ʔ u,3574,chaconcolumbian
135844,tuca1252,WATER,o k o,3572,chaconcolumbian
135845,muin1242,WATER,n ɨ ɸ a i ʔ u,3574,chaconcolumbian
135846,bari1297,WATER,ʃ i m ə n ə,3573,chaconcolumbian
135847,waim1255,WATER,o k o,3572,chaconcolumbian
135848,mala1522,WATER,d i r a,3570,chaconcolumbian
135849,nuka1242,WATER,k aa n d e,3585,chaconcolumbian
135850,play1240,WATER,m i n i,3581,chaconcolumbian
135851,arhu1242,WATER,dʒ e,3570,chaconcolumbian
135852,desa1247,WATER,d e k o,3572,chaconcolumbian
135853,woun1238,WATER,d ʊ,3571,chaconcolumbian
135854,tari1256,WATER,uː n i,3575,chaconcolumbian
135855,bora1263,WATER,n ɯ x pʰ a kʲʰ o,3574,chaconcolumbian
135856,nort2972,WATER,b a i d o,3582,chaconcolumbian
135857,muin1242,WATER,n ɨ ɸ a i ʔ u,3574,chaconcolumbian
135858,guah1255,WATER,m eː r aː,3581,chaconcolumbian
135859,embe1260,WATER,b a n i a,3582,chaconcolumbian
135860,siri1274,WATER,d e k o,3572,chaconcolumbian
135861,yucu1253,WATER,h uː n i,3575,chaconcolumbian
135862,embe1261,WATER,b a n i a,3582,chaconcolumbian
135863,tani1257,WATER,o k o a,3572,chaconcolumbian
135864,cogu1240,WATER,n i,3580,chaconcolumbian
135865,mini1256,WATER,h a ɯ n o i,3575,chaconcolumbian
135866,sali1298,WATER,k a ʔ a,3587,chaconcolumbian
135867,sion1247,WATER,o k o,3572,chaconcolumbian
135868,chim1309,WATER,ⁿd i tː a k e ʔ,3579,chaconcolumbian
135869,tuca1252,WATER,a k o,3572,chaconcolumbian
135870,guay1257,WATER,m i n,3581,chaconcolumbian
135871,waim1255,WATER,o k o,3572,chaconcolumbian
135872,tuyu1244,WATER,o k o,3572,chaconcolumbian
135873,kore1283,WATER,o kʰ o,3572,chaconcolumbian
135874,nupo1240,WATER,h a ɯ n o i,3575,chaconcolumbian
135875,muru1274,WATER,h ɯ n u i,3575,chaconcolumbian
135876,ocai1244,WATER,ɲ õõ,3580,chaconcolumbian
135877,curr1243,WATER,oː n i,3575,chaconcolumbian
135878,tari1256,WATER,ʔ u n i,3575,chaconcolumbian
135879,puin1248,WATER,ɨ t,3586,chaconcolumbian
135880,hupd1244,WATER,d e h,3570,chaconcolumbian
135881,epen1239,WATER,p a n i a,3582,chaconcolumbian
135882,yukp1241,WATER,k u n a,3571,chaconcolumbian
135883,cube1242,WATER,o k o,3572,chaconcolumbian
135884,paez1247,WATER,j u ʔ,3570,chaconcolumbian
135885,bara1380,WATER,o k o,3572,chaconcolumbian
135886,cara1272,WATER,o k o,3572,chaconcolumbian
135887,cacu1241,WATER,b ã ʔ,3576,chaconcolumbian
135888,bora1263,WATER,n ɯ h pʰ a kʲʰ o,3574,chaconcolumbian
135889,awac1239,WATER,k w a z i,3571,chaconcolumbian
135890,cent2150,WATER,r i ʔ j a,3578,chaconcolumbian
135891,macu1260,WATER,i d e,3584,chaconcolumbian
135892,resi1247,WATER,h oː n i,3575,chaconcolumbian
135893,embe1262,WATER,b a n i a,3582,chaconcolumbian
135894,seco1241,WATER,o k o,3572,chaconcolumbian
135895,chac1249,WATER,p i,3576,chaconcolumbian
135896,maca1259,WATER,m e n,3581,chaconcolumbian
135897,acha1250,WATER,ʃ i a t a i,3569,chaconcolumbian
135898,cuib1242,WATER,m e r a,3581,chaconcolumbian
135899,piap1246,WATER,u n i,3575,chaconcolumbian
135900,orej1242,WATER,o k o,3572,chaconcolumbian
135901,cabi1241,WATER,ʔ uː n i,3575,chaconcolumbian
135902,yuru1263,WATER,o k o,3572,chaconcolumbian
135903,ocai1244,WATER,ɲ õõ h ɯ̃,3580,chaconcolumbian
135904,cari1279,WATER,t u n a,3571,chaconcolumbian
135905,epen1239,WATER,p a n i a,3582,chaconcolumbian
135906,guam1248,WATER,p i,3576,chaconcolumbian
135907,cams1241,WATER,b u j e ʃ e,3577,chaconcolumbian
135908,cams1241,WATER,b e x a j e,3589,chaconcolumbian
135909,colo1256,WATER,p i,3576,chaconcolumbian
135910,tani1257,AGOUTI,b u i a,21,chaconcolumbian
135911,guan1269,AGOUTI,b u,21,chaconcolumbian
135912,waim1255,AGOUTI,b uː,21,chaconcolumbian
135913,woun1238,AGOUTI,i tʃ kʰ u m,20,chaconcolumbian
135914,embe1261,AGOUTI,kʰ u ɾ i h i a,29,chaconcolumbian
135915,tari1256,AGOUTI,p iː ts i,23,chaconcolumbian
135916,waim1255,AGOUTI,b uː,21,chaconcolumbian
135917,bora1263,AGOUTI,p ɨ r ɯ m ɯ x ɨ,22,chaconcolumbian
135918,nupo1240,AGOUTI,m ɯ g u i,32,chaconcolumbian
135919,cogu1240,AGOUTI,m i h a i,26,chaconcolumbian
135920,cacu1241,AGOUTI,b ɨ̃ ʔ,23,chaconcolumbian
135921,maca1259,AGOUTI,b ɨ n,27,chaconcolumbian
135922,tuca1252,AGOUTI,b u,21,chaconcolumbian
135923,tatu1247,AGOUTI,b uː,21,chaconcolumbian
135924,sali1298,AGOUTI,u ʔ w i,35,chaconcolumbian
135925,nupo1240,AGOUTI,o k a i n a,37,chaconcolumbian
135926,colo1256,AGOUTI,k u r u,20,chaconcolumbian
135927,mini1256,AGOUTI,ɸ ɯː d o,28,chaconcolumbian
135928,yukp1241,AGOUTI,k a s a r e,36,chaconcolumbian
135929,siri1274,AGOUTI,b u i,21,chaconcolumbian
135930,resi1247,AGOUTI,pʰ iː ʔ ts i,23,chaconcolumbian
135931,sion1247,AGOUTI,w ɨ,30,chaconcolumbian
135932,paez1247,AGOUTI,ɲ u ʔ p j,34,chaconcolumbian
135933,muru1274,AGOUTI,m ɯ g u i,32,chaconcolumbian
135934,kore1283,AGOUTI,β ɨː,30,chaconcolumbian
135935,ocai1244,AGOUTI,m õõ n o,33,chaconcolumbian
135936,macu1260,AGOUTI,b u,21,chaconcolumbian
135937,tuyu1244,AGOUTI,b uː,21,chaconcolumbian
135938,piap1246,AGOUTI,p iː s i,23,chaconcolumbian
135939,mini1256,AGOUTI,o k a i n a,37,chaconcolumbian
135940,mini1256,AGOUTI,m ɯ g u i,32,chaconcolumbian
135941,bora1263,AGOUTI,pʰ a h tʰ ɯ,28,chaconcolumbian
135942,bara1380,AGOUTI,b uː,21,chaconcolumbian
135943,epen1239,AGOUTI,kʰ u ɾ i a,29,chaconcolumbian
135944,yuru1263,AGOUTI,b uː,21,chaconcolumbian
135945,yucu1253,AGOUTI,p i tʃ i,23,chaconcolumbian
135946,seco1241,AGOUTI,w ɨ,30,chaconcolumbian
135947,seco1241,AGOUTI,kʷ ẽ h ĩ,20,chaconcolumbian
135948,cari1279,AGOUTI,a k u r i,20,chaconcolumbian
135949,ocai1244,AGOUTI,ɸ ɯː tʲ o,28,chaconcolumbian
135950,cuib1242,AGOUTI,b ɨ n,27,chaconcolumbian
135951,chim1309,AGOUTI,m u n t i ʔ,25,chaconcolumbian
135952,muin1242,AGOUTI,ɸ a t ɨ,28,chaconcolumbian
135953,mala1522,AGOUTI,u s k i,31,chaconcolumbian
135954,guay1257,AGOUTI,b ɨ l,27,chaconcolumbian
135955,guah1255,AGOUTI,b ɨ n ɨ,27,chaconcolumbian
135956,pira1254,AGOUTI,b uː,21,chaconcolumbian
135957,muru1274,AGOUTI,ɸ ɯ d o,28,chaconcolumbian
135958,nort2972,AGOUTI,kʰ u ɾ i w a,29,chaconcolumbian
135959,cube1242,AGOUTI,b u ɨ,21,chaconcolumbian
135960,awac1239,AGOUTI,k u k u m,20,chaconcolumbian
135961,muru1274,AGOUTI,o k a i n a,37,chaconcolumbian
135962,chac1249,AGOUTI,k u j u,20,chaconcolumbian
135963,cams1241,AGOUTI,e n ts o j e ɕ e,24,chaconcolumbian
135964,embe1262,AGOUTI,kʰ u ɾ i h i a,29,chaconcolumbian
135965,arhu1242,AGOUTI,o t i k i,19,chaconcolumbian
135966,desa1247,AGOUTI,b u i,21,chaconcolumbian
135967,epen1239,AGOUTI,kʰ u ɾ i h i w a,29,chaconcolumbian
135968,embe1260,AGOUTI,kʰ u ɾ i w a,29,chaconcolumbian
135969,play1240,AGOUTI,b ɨ n ɨ,27,chaconcolumbian
135970,cara1272,AGOUTI,b uː,21,chaconcolumbian
135971,curr1243,AGOUTI,p uː t o,28,chaconcolumbian
135972,tuca1252,BANISTERIUM,k a p i,244,chaconcolumbian
135973,cari1279,BANISTERIUM,j a h e,247,chaconcolumbian
135974,muin1242,BANISTERIUM,b a k o t a m ɨ,255,chaconcolumbian
135975,cams1241,BANISTERIUM,b i a x i j e,246,chaconcolumbian
135976,cube1242,BANISTERIUM,b ĩ h ĩ,250,chaconcolumbian
135977,inga1252,BANISTERIUM,a m b i,253,chaconcolumbian
135978,guay1257,BANISTERIUM,t u i p,251,chaconcolumbian
135979,siri1274,BANISTERIUM,g a p i,244,chaconcolumbian
135980,tatu1247,BANISTERIUM,k a p i,244,chaconcolumbian
135981,sion1247,BANISTERIUM,j a h e,247,chaconcolumbian
135982,desa1247,BANISTERIUM,g a p i,244,chaconcolumbian
135983,bora1263,BANISTERIUM,n e p a h kʰ e,245,chaconcolumbian
135984,embe1260,BANISTERIUM,kʰ i d u a,252,chaconcolumbian
135985,tani1257,BANISTERIUM,k a p i a,244,chaconcolumbian
135986,resi1247,BANISTERIUM,h u l oː b a ʔ ʒ o ʔ,256,chaconcolumbian
135987,muru1274,BANISTERIUM,u n a o,254,chaconcolumbian
135988,cuib1242,BANISTERIUM,x u i p a,251,chaconcolumbian
135989,guan1269,BANISTERIUM,kʰ a p i,244,chaconcolumbian
135990,cara1272,BANISTERIUM,k a p i,244,chaconcolumbian
135991,macu1260,BANISTERIUM,k a h i,244,chaconcolumbian
135992,chac1249,BANISTERIUM,p i n d e,248,chaconcolumbian
135993,mini1256,BANISTERIUM,u n a o,254,chaconcolumbian
135994,pira1254,BANISTERIUM,k a p i,244,chaconcolumbian
135995,colo1256,BANISTERIUM,n e p i,249,chaconcolumbian
135996,nupo1240,BANISTERIUM,u n a o,254,chaconcolumbian
135997,kore1283,BANISTERIUM,dʒ a h e,247,chaconcolumbian
135998,orej1242,BANISTERIUM,j a h e,247,chaconcolumbian
135999,woun1238,BANISTERIUM,d a p kʰ t ɾ,257,chaconcolumbian
136000,play1240,BANISTERIUM,x u i p a,251,chaconcolumbian
136001,waim1255,BANISTERIUM,k a p i,244,chaconcolumbian
136002,guah1255,BANISTERIUM,x u i p a,251,chaconcolumbian
136003,inga1252,BANISTERIUM,w a s k a,258,chaconcolumbian
136004,orej1242,BANISTERIUM,j a j e,247,chaconcolumbian
136005,bora1263,BANISTERIUM,n e p a x kʰ e,245,chaconcolumbian
136006,tuyu1244,BANISTERIUM,k a p i,244,chaconcolumbian
136007,seco1241,BANISTERIUM,j a h e,247,chaconcolumbian
136008,cacu1241,BANISTERIUM,k a p i,244,chaconcolumbian
136009,maca1259,BANISTERIUM,t u i p a,251,chaconcolumbian
136010,epen1239,BANISTERIUM,d a p a,251,chaconcolumbian
136011,waim1255,BANISTERIUM,k a p i,244,chaconcolumbian
136012,ocai1244,BANISTERIUM,õ n̥ ãː ʔ õ,254,chaconcolumbian
136013,yuru1263,BANISTERIUM,k aa p i,244,chaconcolumbian
136014,epen1239,BANISTERIUM,d a pʰ a,251,chaconcolumbian
136015,inga1252,BANISTERIUM,s u m a,260,chaconcolumbian
136016,bara1380,BANISTERIUM,k a h i,244,chaconcolumbian
136017,play1240,BANISTERIUM,t a w a n a p i w a,259,chaconcolumbian
136018,hupd1244,BANISTERIUM,k a ʔ p i h,244,chaconcolumbian
136019,embe1262,CHILI PEPPER,pʰ i ɾ ã,652,chaconcolumbian
136020,cent2150,CHILI PEPPER,r e o w a,658,chaconcolumbian
136021,chac1249,CHILI PEPPER,tʲ u,659,chaconcolumbian
136022,colo1256,CHILI PEPPER,t u n,659,chaconcolumbian
136023,cara1272,CHILI PEPPER,b i a,652,chaconcolumbian
136024,chim1309,CHILI PEPPER,ⁿd j oː ʔ,660,chaconcolumbian
136025,cari1279,CHILI PEPPER,h ɯ m a i,657,chaconcolumbian
136026,macu1260,CHILI PEPPER,b i a,652,chaconcolumbian
136027,tani1257,CHILI PEPPER,b i a,652,chaconcolumbian
136028,guay1257,CHILI PEPPER,n o l t,665,chaconcolumbian
136029,cams1241,CHILI PEPPER,ts ɨ t ɕ a,656,chaconcolumbian
136030,cube1242,CHILI PEPPER,b i a,652,chaconcolumbian
136031,hupd1244,CHILI PEPPER,k a w,666,chaconcolumbian
136032,guam1248,CHILI PEPPER,k ɨ r ɨ,664,chaconcolumbian
136033,epen1239,CHILI PEPPER,pʰ i d a,652,chaconcolumbian
136034,maca1259,CHILI PEPPER,n o h n i h a,662,chaconcolumbian
136035,kore1283,CHILI PEPPER,p i a,652,chaconcolumbian
136036,paez1247,CHILI PEPPER,ã w ã,663,chaconcolumbian
136037,awac1239,CHILI PEPPER,tʃ w i l,651,chaconcolumbian
136038,nort2972,CHILI PEPPER,pʰ i ɗ a,652,chaconcolumbian
136039,cacu1241,CHILI PEPPER,k ã w,655,chaconcolumbian
136040,bora1263,CHILI PEPPER,t ɨː,654,chaconcolumbian
136041,embe1261,CHILI PEPPER,pʰ i ɗ a,652,chaconcolumbian
136042,cuib1242,CHILI PEPPER,n o n e i,662,chaconcolumbian
136043,nuka1242,CHILI PEPPER,b i a ʔ,652,chaconcolumbian
136044,mala1522,CHILI PEPPER,n e w a,650,chaconcolumbian
136045,inga1252,CHILI PEPPER,u tʃ u,659,chaconcolumbian
136046,tuyu1244,CHILI PEPPER,b i a,652,chaconcolumbian
136047,embe1260,CHILI PEPPER,pʰ i d a,652,chaconcolumbian
136048,tari1256,CHILI PEPPER,aa ts i,663,chaconcolumbian
136049,waim1255,CHILI PEPPER,b i a,652,chaconcolumbian
136050,woun1238,CHILI PEPPER,h ʊ tʃ ʊ g,670,chaconcolumbian
136051,epen1239,CHILI PEPPER,pʰ i d a,652,chaconcolumbian
136052,tatu1247,CHILI PEPPER,b i a,652,chaconcolumbian
136053,tuca1252,CHILI PEPPER,b i a,652,chaconcolumbian
136054,mini1256,CHILI PEPPER,h i ɸ i h ɯ,667,chaconcolumbian
136055,nupo1240,CHILI PEPPER,h i p i h ɯ,667,chaconcolumbian
136056,bora1263,CHILI PEPPER,t ɨː ʔ o ɯ,654,chaconcolumbian
136057,curr1243,CHILI PEPPER,a t i,663,chaconcolumbian
136058,play1240,CHILI PEPPER,p e a tʰ i tʰ i b ɨ,669,chaconcolumbian
136059,arhu1242,CHILI PEPPER,n ei w ɨ,650,chaconcolumbian
136060,muru1274,CHILI PEPPER,h i ɸ i h ɯ,667,chaconcolumbian
136061,cogu1240,CHILI PEPPER,m u g u a,661,chaconcolumbian
136062,waim1255,CHILI PEPPER,b i a,652,chaconcolumbian
136063,guah1255,CHILI PEPPER,n o n o h iː t o,662,chaconcolumbian
136064,seco1241,CHILI PEPPER,p i a,652,chaconcolumbian
136065,acha1250,CHILI PEPPER,i j a l i a,649,chaconcolumbian
136066,yuru1263,CHILI PEPPER,b i a,652,chaconcolumbian
136067,yucu1253,CHILI PEPPER,a ʔ a h i,663,chaconcolumbian
136068,desa1247,CHILI PEPPER,b i a,652,chaconcolumbian
136069,yukp1241,CHILI PEPPER,k a k a,655,chaconcolumbian
136070,bora1263,CHILI PEPPER,t ɨː ʔ o ɯ,654,chaconcolumbian
136071,wayu1243,CHILI PEPPER,h a ʃ i,663,chaconcolumbian
136072,bari1297,CHILI PEPPER,ʔ n o ɾ i r ə,653,chaconcolumbian
136073,tari1256,CHILI PEPPER,aa s i,663,chaconcolumbian
136074,sion1247,CHILI PEPPER,b i a,652,chaconcolumbian
136075,ocai1244,CHILI PEPPER,h a ʔ ɸ iː ʔ o β ɯ,668,chaconcolumbian
136076,resi1247,CHILI PEPPER,aa tsʰ i u,663,chaconcolumbian
136077,guan1269,CHILI PEPPER,b i a,652,chaconcolumbian
136078,piap1246,CHILI PEPPER,aa s i,663,chaconcolumbian
136079,siri1274,CHILI PEPPER,b i a,652,chaconcolumbian
136080,puin1248,CHILI PEPPER,k o k,655,chaconcolumbian
136081,pira1254,CHILI PEPPER,b i a,652,chaconcolumbian
136082,muin1242,CHILI PEPPER,d eː ʔ u ɨ,654,chaconcolumbian
136083,bara1380,CHILI PEPPER,b i a,652,chaconcolumbian
136084,orej1242,CHILI PEPPER,b i a,652,chaconcolumbian
136085,waim1255,COTTON,b u h a,889,chaconcolumbian
136086,chac1249,COTTON,k u h u a,878,chaconcolumbian
136087,colo1256,COTTON,k u w a,878,chaconcolumbian
136088,tuyu1244,COTTON,j u t a,871,chaconcolumbian
136089,mini1256,COTTON,h a i k ɯ e,883,chaconcolumbian
136090,nupo1240,COTTON,h a i k ɯ n a,883,chaconcolumbian
136091,embe1260,COTTON,m a h a,882,chaconcolumbian
136092,cogu1240,COTTON,m u l a,876,chaconcolumbian
136093,guah1255,COTTON,p a p a ɨ p u t a t o,870,chaconcolumbian
136094,desa1247,COTTON,j u r a,871,chaconcolumbian
136095,hupd1244,COTTON,j u d,871,chaconcolumbian
136096,paez1247,COTTON,w a w a,885,chaconcolumbian
136097,cacu1241,COTTON,p a b,874,chaconcolumbian
136098,seco1241,COTTON,o j a j u i,888,chaconcolumbian
136099,resi1247,COTTON,tsʰ o m aa tsʰ i,868,chaconcolumbian
136100,cuib1242,COTTON,p a p o u t o,870,chaconcolumbian
136101,waim1255,COTTON,j ɨ t a,871,chaconcolumbian
136102,maca1259,COTTON,m o l p u t a t,870,chaconcolumbian
136103,yucu1253,COTTON,a m a n i j u,892,chaconcolumbian
136104,bora1263,COTTON,a ʔ t i ʔ e,873,chaconcolumbian
136105,bara1380,COTTON,j ɨ t a,871,chaconcolumbian
136106,cent2150,COTTON,k a r o s a,877,chaconcolumbian
136107,guah1255,COTTON,p a p a ɨ n a e,870,chaconcolumbian
