id,doculect,concept,forms,lexstatid,db
132683,acha1250,I,n u j a,201,chaconarawakan
132684,bani1255,I,ɲ ó/o a,201,chaconarawakan
132685,cabi1241,I,ɲ ú/u,201,chaconarawakan
132686,cabi1241,I,n u,201,chaconarawakan
132687,piap1246,I,n ú/u a,201,chaconarawakan
132688,resi1247,I,ó/o,202,chaconarawakan
132689,tari1256,I,n u h a,201,chaconarawakan
132690,yucu1253,I,n u k á/a,201,chaconarawakan
132691,acha1250,ALL,k i n i n a m a,1,chaconarawakan
132692,bani1255,ALL,pʰ á/a ʎ a i,2,chaconarawakan
132693,cabi1241,ALL,p u t ʔ i,3,chaconarawakan
132694,piap1246,ALL,k a n á/a n a m a,1,chaconarawakan
132695,piap1246,ALL,m a k á/a i t a,6,chaconarawakan
132696,resi1247,ALL,pʰ é/e ʔ t ó/o ʔ,4,chaconarawakan
132697,yucu1253,ALL,p i j u k e h a,5,chaconarawakan
132698,acha1250,ASH,b a: l i,7,chaconarawakan
132699,bani1255,ASH,w á/a dz o l e,8,chaconarawakan
132700,cabi1241,ASH,p a ʔ a r i,7,chaconarawakan
132701,piap1246,ASH,b a l ì/i i,7,chaconarawakan
132702,piap1246,ASH,i b a l ì/i i n á/a,7,chaconarawakan
132703,resi1247,ASH,ó/o k ó/o n ii g i ʒ í/i h ú/u,9,chaconarawakan
132704,yucu1253,ASH,p a i ʔ i l á/a,10,chaconarawakan
132705,acha1250,BARK,i: m a n a ʃ i,11,chaconarawakan
132706,bani1255,BARK,y a,12,chaconarawakan
132707,resi1247,BARK,d a ʔ m í/i,13,chaconarawakan
132708,yucu1253,BARK,í/i m a h i,11,chaconarawakan
132709,acha1250,BELLY,j a w a i ʃ i,14,chaconarawakan
132710,bani1255,BELLY,ʃ á/a d a,15,chaconarawakan
132711,cabi1241,BELLY,t e r e,16,chaconarawakan
132712,piap1246,BELLY,d è/e e,16,chaconarawakan
132713,resi1247,BELLY,ii ʔ ʃ á/a ú/u,17,chaconarawakan
132714,yucu1253,BELLY,h u l a h i,18,chaconarawakan
132715,acha1250,BIG,m aa n u ii,19,chaconarawakan
132716,bani1255,BIG,m a k a,20,chaconarawakan
132717,cabi1241,BIG,m a n u ʔ ú/u,19,chaconarawakan
132718,piap1246,BIG,m a n u í/i ɾ i,19,chaconarawakan
132719,resi1247,BIG,dʒ i dʒ á/a ʔ aa m í/i,21,chaconarawakan
132720,yucu1253,BIG,ɲ ó/o p o ʔ o h l o,22,chaconarawakan
132721,acha1250,BIRD,m í/i ʃ i d u,23,chaconarawakan
132722,bani1255,BIRD,k é/e p i r a,24,chaconarawakan
132723,cabi1241,BIRD,ʔ u p i r a,24,chaconarawakan
132724,cabi1241,BIRD,k u ʔ p i r a,24,chaconarawakan
132725,piap1246,BIRD,m à/a s i b è/e e,25,chaconarawakan
132726,piap1246,BIRD,k u ì/i p ì/i r a,24,chaconarawakan
132727,resi1247,BIRD,k ó/o ʔ p í/i i d ú/u,24,chaconarawakan
132728,resi1247,BIRD,a d o v í/i i g í/i,26,chaconarawakan
132729,yucu1253,BIRD,k u p i r a ʔ a pʰ á/a,24,chaconarawakan
132730,acha1250,BITE,á/a m u a,27,chaconarawakan
132731,bani1255,BITE,mʰ o a,27,chaconarawakan
132732,cabi1241,BITE,a mʰ e,27,chaconarawakan
132733,piap1246,BITE,i tʃ i k ú/u a d a k a,28,chaconarawakan
132734,piap1246,BITE,i m a s á/a a k a,30,chaconarawakan
132735,piap1246,BITE,n u a m í/i a d a k a,31,chaconarawakan
132736,piap1246,BITE,j aa m í/i a k a,31,chaconarawakan
132737,piap1246,BITE,j ú/u u k a k a,32,chaconarawakan
132738,resi1247,BITE,e m ú/u,27,chaconarawakan
132739,yucu1253,BITE,a h m a ʔ a k a h e,29,chaconarawakan
132740,acha1250,BLACK,k a tʃ a h u l a i l a u,33,chaconarawakan
132741,bani1255,BLACK,í/i i tt a,34,chaconarawakan
132742,cabi1241,BLACK,k e w e r e r i,35,chaconarawakan
132743,piap1246,BLACK,k ú:/uː l í:/iː ɾ i,35,chaconarawakan
132744,resi1247,BLACK,ts a pʰ ó/o ʔ,36,chaconarawakan
132745,yucu1253,BLACK,k a m e n i,37,chaconarawakan
132746,acha1250,BLOOD,ii r a i,38,chaconarawakan
132747,bani1255,BLOOD,ii r a n aa,38,chaconarawakan
132748,cabi1241,BLOOD,í/i ʔ i r a,38,chaconarawakan
132749,piap1246,BLOOD,i ɾ á/a i,38,chaconarawakan
132750,resi1247,BLOOD,ii d ú/u,39,chaconarawakan
132751,yucu1253,BLOOD,í/i ɾ a h i,38,chaconarawakan
132752,yucu1253,BLOOD,h i ɾ á/a,38,chaconarawakan
132753,acha1250,BONE,j a h i ʃ i,40,chaconarawakan
132754,bani1255,BONE,á/a a p i,41,chaconarawakan
132755,cabi1241,BONE,j a p i,41,chaconarawakan
132756,piap1246,BONE,a p i,41,chaconarawakan
132757,resi1247,BONE,a á/a p í/i,41,chaconarawakan
132758,yucu1253,BONE,a pʰ i n á/a m i h i,42,chaconarawakan
132759,bani1255,BREAST,í/i i n i,44,chaconarawakan
132760,piap1246,BREAST,ì/i n i,44,chaconarawakan
132761,acha1250,BREAST,k u t a ʃ i,43,chaconarawakan
132762,cabi1241,BREAST,j i,45,chaconarawakan
132763,cabi1241,BREAST,u kʰ u t a,43,chaconarawakan
132764,piap1246,BREAST,u k u t a,43,chaconarawakan
132765,resi1247,BREAST,ó/o ʔ k ó/o t á/a a p í/i g ú/u,46,chaconarawakan
132766,yucu1253,BREAST,tʃ u ʔ u tʃ ú/u,47,chaconarawakan
132767,bani1255,BURN,h aa k a,49,chaconarawakan
132768,yucu1253,BURN,k á/a r a ʔ a k a h e,51,chaconarawakan
132769,acha1250,BURN,e: m a i r i,48,chaconarawakan
132770,bani1255,BURN,m a,52,chaconarawakan
132771,cabi1241,BURN,k a h e m a,48,chaconarawakan
132772,cabi1241,BURN,h ee m a,48,chaconarawakan
132773,piap1246,BURN,e m á/a k a,48,chaconarawakan
132774,resi1247,BURN,h oo kʰ ú/u,49,chaconarawakan
132775,ware1255,BURN,m é/e n i k e t a,50,chaconarawakan
132776,acha1250,CLAW,j u b a w i a ʃ i,53,chaconarawakan
132777,bani1255,CLAW,ts ó/o t a,54,chaconarawakan
132778,cabi1241,CLAW,u ʔ u p a,55,chaconarawakan
132779,piap1246,CLAW,y ú/u u b a,55,chaconarawakan
132780,piap1246,CLAW,u b a,55,chaconarawakan
132781,resi1247,CLAW,h i ʔ t á/a v í/i,56,chaconarawakan
132782,yucu1253,CLAW,u ʔ u p a,55,chaconarawakan
132783,acha1250,CLOUD,s aa n a i,57,chaconarawakan
132784,bani1255,CLOUD,ee n ó/o t o n a,58,chaconarawakan
132785,bani1255,CLOUD,i dz a d a w a k a,62,chaconarawakan
132786,piap1246,CLOUD,a k a l è/e e,59,chaconarawakan
132787,resi1247,CLOUD,i í/i tsʰ ú/u,60,chaconarawakan
132788,yucu1253,CLOUD,h u n i + h u w á/a k a ʔ a l a,61,chaconarawakan
132789,acha1250,COLD,k a s a l i n i:,63,chaconarawakan
132790,bani1255,COLD,h á/a p e,64,chaconarawakan
132791,cabi1241,COLD,p e ʔ e,65,chaconarawakan
132792,piap1246,COLD,k a s a l í/i n í:/iː ɾ i,63,chaconarawakan
132793,resi1247,COLD,h i ʔ p íí/iː ʔ,66,chaconarawakan
132794,resi1247,COLD,t aa,67,chaconarawakan
132795,yucu1253,COLD,i p e ʔ e n í/i,65,chaconarawakan
132796,acha1250,COME,i: n u e r i,68,chaconarawakan
132797,bani1255,COME,n o,69,chaconarawakan
132798,cabi1241,COME,m i r a a n i,70,chaconarawakan
132799,cabi1241,COME,a n aa,73,chaconarawakan
132800,piap1246,COME,n ù/u a k a w a + n é/e e s e,71,chaconarawakan
132801,resi1247,COME,ts a ʔ n ú/u,72,chaconarawakan
132802,yucu1253,COME,i pʰ a k a h e,74,chaconarawakan
132803,yucu1253,COME,w a í/i tʃ a,76,chaconarawakan
132804,ware1255,COME,w í/i n a,73,chaconarawakan
132805,ware1255,COME,w á/a d i,75,chaconarawakan
132806,acha1250,DIE,m a: n a l i:,77,chaconarawakan
132807,bani1255,DIE,m a l í/i o m e,78,chaconarawakan
132808,cabi1241,DIE,m i k uu,79,chaconarawakan
132809,piap1246,DIE,é/e t á/a k a w a,80,chaconarawakan
132810,resi1247,DIE,k a i n é/e e + dʒ ú/u,81,chaconarawakan
132811,yucu1253,DIE,t a k a ʔ a k a h e,82,chaconarawakan
132812,acha1250,DOG,a u l i,83,chaconarawakan
