id,doculect,concept,forms,lexstatid,db
276029,teiw1235,SKY,b u l a n,1847,robinsonap
276030,abui1241,SKY,a h a l i ŋ t a m a,1845,robinsonap
276031,blag1240,SKY,b u l a ŋ,1847,robinsonap
276032,kama1365,SKY,d e l i ŋ,1848,robinsonap
276033,wers1238,SKY,a j a k e ŋ,1851,robinsonap
276034,kaer1234,SKY,b u l u ŋ,1847,robinsonap
276035,lamm1241,SKY,g u n n a ŋ,1849,robinsonap
276036,adan1251,SKY,l aː b,1846,robinsonap
276037,sawi1256,SKY,a j a a k a n i,1851,robinsonap
276038,nede1245,SKY,h u n d u s,1850,robinsonap
276039,kelo1247,SKY,b u l ə g ɛ n,1847,robinsonap
276040,teiw1235,SUN,w a r + g e t,2012,robinsonap
276041,abui1241,SUN,w a r i,2008,robinsonap
276042,blag1240,SUN,v e d,2009,robinsonap
276043,kama1365,SUN,w a t i,2008,robinsonap
276044,wers1238,SUN,w i d i,2008,robinsonap
276045,kaer1234,SUN,k u w e r,2010,robinsonap
276046,lamm1241,SUN,w a s,2009,robinsonap
276047,adan1251,SUN,f ɛ d,2008,robinsonap
276048,sawi1256,SUN,w a d i,2008,robinsonap
276049,nede1245,SUN,w e r i,2008,robinsonap
276050,kelo1247,SUN,m ə d i,2011,robinsonap
276051,teiw1235,STAR,j i f,1958,robinsonap
276052,abui1241,STAR,f i r,1957,robinsonap
276053,blag1240,STAR,i i d,1959,robinsonap
276054,kama1365,STAR,a t o i b a a i,1961,robinsonap
276055,wers1238,STAR,a p i k a l,1965,robinsonap
276056,kaer1234,STAR,i p a l a q,1960,robinsonap
276057,lamm1241,STAR,h i b b e,1962,robinsonap
276058,adan1251,STAR,iː b,1958,robinsonap
276059,sawi1256,STAR,l a w a a l a,1964,robinsonap
276060,nede1245,STAR,i f a h o j a,1963,robinsonap
276061,kelo1247,STAR,ɪ b,1958,robinsonap
276062,teiw1235,CLOUD,m e n a a f,362,robinsonap
276063,abui1241,CLOUD,t a b o,361,robinsonap
