id,doculect,concept,forms,lexstatid,db
145602,kimm1245,ONE,ɑ ¹¹,349,clarkkimmun
145603,kimm1245,TEN,s a p ¹¹,504,clarkkimmun
145604,kimm1245,HUNDRED,a p ¹¹ + p ɛ ²¹⁴,263,clarkkimmun
145605,kimm1245,THOUSAND,a ¹¹ + t i n ⁵²,514,clarkkimmun
145606,kimm1245,ELEVEN,s a p ¹¹ + b j ɛ t ³³,156,clarkkimmun
145607,kimm1245,THIRTEEN,s a p ¹¹ + s a m ²¹⁴,511,clarkkimmun
145608,kimm1245,FOURTEEN,s a p ¹¹ + θ e ³⁵,198,clarkkimmun
145609,kimm1245,FIFTEEN,s a p ¹¹ + ŋ o ³⁴¹,176,clarkkimmun
145610,kimm1245,SIXTEEN,s a p ¹¹ + g u ³³,432,clarkkimmun
145611,kimm1245,SEVENTEEN,s a p ¹¹ + k j ɛ t ⁵²,414,clarkkimmun
145612,kimm1245,EIGHTEEN,s a p ¹¹ + p i t ³¹,154,clarkkimmun
145613,kimm1245,TWO,i ³⁵,533,clarkkimmun
145614,kimm1245,TWENTY,n i ³³ + s a p ¹¹,532,clarkkimmun
145615,kimm1245,THREE,p o ²¹⁴,516,clarkkimmun
145616,kimm1245,FOUR,p j e ²¹⁴,197,clarkkimmun
145617,kimm1245,FIVE,p j a ²¹⁴,184,clarkkimmun
145618,kimm1245,SIX,k j ɔ ²¹⁴,431,clarkkimmun
145619,kimm1245,EIGHT,j ɐ t ³³,153,clarkkimmun
145620,kimm1245,NINE,d u ¹¹,342,clarkkimmun
145621,kimm1245,I,j a ²¹⁴,267,clarkkimmun
145622,kimm1245,I,j a ⁵³,267,clarkkimmun
145623,kimm1245,BE ALIVE,s a ŋ ³¹,30,clarkkimmun
145624,kimm1245,ANCESTORS,θ ɐ m ¹¹ + s ɐ w ⁴⁴,2,clarkkimmun
145625,kimm1245,ANIMAL,θ u ŋ ³⁵ + h a w ³³,3,clarkkimmun
145626,kimm1245,ANT,θ ɐ w ³³,6,clarkkimmun
145627,kimm1245,APPLE,m a k ²¹ + p o m ³¹ + p j o ³³,7,clarkkimmun
145628,kimm1245,ARM,p u ⁰ + θ e ⁵²,8,clarkkimmun
145629,kimm1245,ASH,t o ³⁴¹ + s aː j ¹¹,10,clarkkimmun
145630,kimm1245,ASH,s ɑ j ³³,11,clarkkimmun
145631,kimm1245,AWL,θ u n ²¹⁴,13,clarkkimmun
145632,kimm1245,AXE,p o ³³,14,clarkkimmun
145633,kimm1245,AXE,p ɐ w ⁴⁴,15,clarkkimmun
145634,kimm1245,BACK,t a n ³³ + k aː n ⁵³,16,clarkkimmun
145635,kimm1245,BACK,k ɐ ⁰ + t a n ⁴⁴ + k a ŋ ²¹⁴,17,clarkkimmun
145636,kimm1245,BAD,h o ³³,18,clarkkimmun
145637,kimm1245,BAG,t i ³³,20,clarkkimmun
145638,kimm1245,BAMBOO,l aː w ¹¹,22,clarkkimmun
145639,kimm1245,BAMBOO SHOOT,l a w ¹¹ + b j a j ²¹,23,clarkkimmun
