id,doculect,concept,forms,lexstatid,db
275016,huic1243,NOT,t i ʂ a ɨ,61,pharaocoracholaztecan
275017,huic1243,MANY,m ɨ i r e,50,pharaocoracholaztecan
275018,huic1243,ONE,ʂ e w i,63,pharaocoracholaztecan
275019,huic1243,TWO,h uː t a,90,pharaocoracholaztecan
275020,huic1243,BIG,e + n e n a,4,pharaocoracholaztecan
275021,huic1243,OLD,u k i r a ts i,62,pharaocoracholaztecan
275022,huic1243,LONG,e + t eː w i,47,pharaocoracholaztecan
275023,huic1243,NEW,h e kʷ a,58,pharaocoracholaztecan
275024,huic1243,GOOD,ai ʂ ɨ a,31,pharaocoracholaztecan
275025,huic1243,HEAVY,h eː t e,38,pharaocoracholaztecan
275026,huic1243,DRY,v a s i ɨ ʂ a,18,pharaocoracholaztecan
275027,huic1243,COLD (OF WEATHER),h a ɨ t ɨ,13,pharaocoracholaztecan
275028,huic1243,HOT,ʂ ɨ k a,40,pharaocoracholaztecan
275029,huic1243,WOMAN,ʔ u k a,95,pharaocoracholaztecan
275030,huic1243,MAN,u k i,49,pharaocoracholaztecan
275031,huic1243,PERSON,t e w i,65,pharaocoracholaztecan
275032,huic1243,FISH,k e ts ɨ,28,pharaocoracholaztecan
275033,huic1243,BIRD,w iː k i,5,pharaocoracholaztecan
275034,huic1243,DOG,ts ɨ k ɨ,16,pharaocoracholaztecan
275035,huic1243,LOUSE,a t e,48,pharaocoracholaztecan
275036,huic1243,SNAKE,k uː,80,pharaocoracholaztecan
275037,huic1243,TREE,k ɨ j e,89,pharaocoracholaztecan
275038,huic1243,BARK,k u n i e r i,2,pharaocoracholaztecan
275039,huic1243,LEAF,ʂ a m a,44,pharaocoracholaztecan
275040,huic1243,ROOT,n a n a,68,pharaocoracholaztecan
275041,huic1243,SEED,h a ts i,73,pharaocoracholaztecan
275042,huic1243,BLOOD,ʂ u r i j a,8,pharaocoracholaztecan
275043,huic1243,MEAT,w ai,51,pharaocoracholaztecan
275044,huic1243,SKIN,n a w i,76,pharaocoracholaztecan
275045,huic1243,BONE,uː m e,9,pharaocoracholaztecan
275046,huic1243,FAT (FROM ANIMALS),w iː j a,24,pharaocoracholaztecan
275047,huic1243,EGG,t a w a r i,22,pharaocoracholaztecan
275048,huic1243,HORN (ANATOMY),a w a,39,pharaocoracholaztecan
275049,huic1243,TAIL,kʷ a ʂ i,86,pharaocoracholaztecan
275050,huic1243,FEATHER,a n a,25,pharaocoracholaztecan
275051,huic1243,HAIR (HEAD),k ɨ p a,33,pharaocoracholaztecan
275052,huic1243,HEAD,m u,35,pharaocoracholaztecan
275053,huic1243,EAR,n a k a,19,pharaocoracholaztecan
275054,huic1243,EYE,h ɨ ʂ i,23,pharaocoracholaztecan
275055,huic1243,NOSE,ts u r i,60,pharaocoracholaztecan
275056,huic1243,MOUTH,t e t a,54,pharaocoracholaztecan
275057,huic1243,TOOTH,t a m e,88,pharaocoracholaztecan
275058,huic1243,TONGUE,n e n i,87,pharaocoracholaztecan
275059,huic1243,FINGERNAIL OR TOENAIL,ʂ ɨ t e,26,pharaocoracholaztecan
275060,huic1243,FOOT,ɨ k a,30,pharaocoracholaztecan
275061,huic1243,KNEE,ʂ a t ɨ,42,pharaocoracholaztecan
275062,huic1243,HAND,m a m a,34,pharaocoracholaztecan
275063,huic1243,BELLY,h u k a,3,pharaocoracholaztecan
275064,huic1243,NAVEL,ʂ ɨ t e m u ts i,56,pharaocoracholaztecan
275065,huic1243,NECK,k ɨ i p i,57,pharaocoracholaztecan
275066,huic1243,BREAST,ts i ts i,10,pharaocoracholaztecan
275067,huic1243,HEART,i j a r i,37,pharaocoracholaztecan
275068,huic1243,LIVER,n e m a,46,pharaocoracholaztecan
275069,huic1243,DRINK,i j a,17,pharaocoracholaztecan
275070,huic1243,EAT,kʷ ai + j a,21,pharaocoracholaztecan
275071,huic1243,BITE,k eː,6,pharaocoracholaztecan
275072,huic1243,SEE,ʂ ei j a,72,pharaocoracholaztecan
275073,huic1243,HEAR,e n a r i k a,36,pharaocoracholaztecan
275074,huic1243,KNOW (SOMETHING),m ai j a,43,pharaocoracholaztecan
275075,huic1243,SLEEP,k u ts i,78,pharaocoracholaztecan
275076,huic1243,DIE,m ɨ i j a,15,pharaocoracholaztecan
275077,huic1243,KILL,m i e r i j a,41,pharaocoracholaztecan
275078,huic1243,FLY (MOVE THROUGH AIR),w i j a,29,pharaocoracholaztecan
275079,huic1243,WALK,j e i j a,91,pharaocoracholaztecan
275080,huic1243,COME,h a + m i e,14,pharaocoracholaztecan
275081,huic1243,LIE (REST),k a,45,pharaocoracholaztecan
275082,huic1243,SIT,k a,75,pharaocoracholaztecan
275083,huic1243,STAND,t e w i,82,pharaocoracholaztecan
275084,huic1243,SING,kʷ i k a r i j a,74,pharaocoracholaztecan
275085,huic1243,SUN,t au,85,pharaocoracholaztecan
275086,huic1243,MOON,m e ts a,52,pharaocoracholaztecan
275087,huic1243,STAR,ʂ u r a w e,83,pharaocoracholaztecan
275088,huic1243,SKY,m u j u a w i ts i e,77,pharaocoracholaztecan
275089,huic1243,WATER,h a,92,pharaocoracholaztecan
275090,huic1243,WIND,eː k a,94,pharaocoracholaztecan
275091,huic1243,RAIN (PRECIPITATION),w i j e r i,66,pharaocoracholaztecan
275092,huic1243,SNOW,ɨː v i,81,pharaocoracholaztecan
275093,huic1243,STONE,t e t e,84,pharaocoracholaztecan
275094,huic1243,SAND,ʂ i e k a r i,71,pharaocoracholaztecan
275095,huic1243,EARTH (SOIL),kʷ i e,20,pharaocoracholaztecan
275096,huic1243,SALT,u n a,70,pharaocoracholaztecan
275097,huic1243,CLOUD,h ai,12,pharaocoracholaztecan
275098,huic1243,SMOKE (EXHAUST),k ɨ ts i,79,pharaocoracholaztecan
275099,huic1243,FIRE,t ai,27,pharaocoracholaztecan
275100,huic1243,ASH,n a ʂ i,1,pharaocoracholaztecan
275101,huic1243,BURN,t ai + r i j a,11,pharaocoracholaztecan
275102,huic1243,PATH,h u j e,64,pharaocoracholaztecan
275103,huic1243,MOUNTAIN,j e m u r i,53,pharaocoracholaztecan
275104,huic1243,RED,ʂ e t a,67,pharaocoracholaztecan
275105,huic1243,GREEN,ts i ɨ r a j e,32,pharaocoracholaztecan
275106,huic1243,YELLOW,t a ʂ ai j e,97,pharaocoracholaztecan
275107,huic1243,WHITE,t u ʂ a,93,pharaocoracholaztecan
275108,huic1243,BLACK,j ɨ w i,7,pharaocoracholaztecan
275109,huic1243,NIGHT,t ɨ k a r i,59,pharaocoracholaztecan
275110,huic1243,NAME,t e w a,55,pharaocoracholaztecan
275111,huic1243,YEAR,w i + j a r i,96,pharaocoracholaztecan
275112,huic1243,ROPE,w i t a r i,69,pharaocoracholaztecan
