id,doculect,concept,forms,lexstatid,db
244281,boro1279,I,n i,340,mcelhanonhuon
244282,boro1279,WHERE,d a a ŋ e ŋ,799,mcelhanonhuon
244283,boro1279,THOU,g i,727,mcelhanonhuon
244284,boro1279,FLOWER,dz u r a,248,mcelhanonhuon
244285,boro1279,WE,n o n o,791,mcelhanonhuon
244286,boro1279,THROW,m e s a o,728,mcelhanonhuon
244287,boro1279,SAY,dz o,547,mcelhanonhuon
244288,boro1279,WING,e ŋ g a ŋ,825,mcelhanonhuon
244289,boro1279,GIVE,n o n,267,mcelhanonhuon
244290,boro1279,BLUNT,dz i t a kp a a k,90,mcelhanonhuon
244291,boro1279,SLEEP,e,604,mcelhanonhuon
244292,boro1279,LAKE,a ŋ g o ŋ,351,mcelhanonhuon
244293,boro1279,EAT,n e,226,mcelhanonhuon
244294,boro1279,WORK (LABOUR),g a w o ŋ,840,mcelhanonhuon
244295,boro1279,EYE,dz a a,227,mcelhanonhuon
244296,boro1279,BITE,k i,63,mcelhanonhuon
244297,boro1279,SPEAR,w a s a k,639,mcelhanonhuon
244298,boro1279,ALL,k u u y a,1,mcelhanonhuon
244299,boro1279,BROTHER,d a t,114,mcelhanonhuon
244300,boro1279,BLACK,i n dz a ŋ a,68,mcelhanonhuon
244301,boro1279,SEW,e u ŋ m e,559,mcelhanonhuon
244302,boro1279,THAT,l o,700,mcelhanonhuon
244303,boro1279,HOLD,m e,319,mcelhanonhuon
244304,boro1279,MOON,k o i ŋ,400,mcelhanonhuon
244305,boro1279,CLOTHES,o p o,131,mcelhanonhuon
244306,boro1279,GREEN,a s o ŋ + a s o ŋ,278,mcelhanonhuon
244307,boro1279,DIG,t o g u ŋ k e n,183,mcelhanonhuon
244308,boro1279,MANY,m a m a g u,386,mcelhanonhuon
244309,boro1279,BREATH,o s o ŋ g o ŋ,107,mcelhanonhuon
244310,boro1279,WHITE,t a t a a ŋ k o t a,804,mcelhanonhuon
244311,boro1279,FRUIT,o ŋ,256,mcelhanonhuon
244312,boro1279,NIGHT,k e t e k,429,mcelhanonhuon
244313,boro1279,VOMIT,l o n,765,mcelhanonhuon
244314,boro1279,RED,o s o g a,499,mcelhanonhuon
244315,boro1279,SKIN,s e l e,594,mcelhanonhuon
244316,boro1279,YELLOW,g o g o o k o t a,853,mcelhanonhuon
244317,boro1279,BLOW (WITH MOUTH),u u,81,mcelhanonhuon
244318,boro1279,GOOD,a u a a,270,mcelhanonhuon
244319,boro1279,HAND,b o r o k,291,mcelhanonhuon
244320,boro1279,THIS,i,718,mcelhanonhuon
244321,boro1279,CUT,k o t o,171,mcelhanonhuon
244322,boro1279,ROUND,l i l i k + l i l i k,535,mcelhanonhuon
244323,boro1279,SWELL,s o m a r o,688,mcelhanonhuon
244324,boro1279,LONG,k o r i g a,373,mcelhanonhuon
244325,boro1279,FALL,k a m a a,232,mcelhanonhuon
244326,boro1279,HOT,g e r e k,322,mcelhanonhuon
244327,boro1279,SISTER,n a a ŋ,584,mcelhanonhuon
244328,boro1279,NEW,gb i l i a,424,mcelhanonhuon
244329,boro1279,TURN AROUND,m e l e e n,750,mcelhanonhuon
244330,boro1279,FULL,s a a + kp e,263,mcelhanonhuon
244331,boro1279,TOOTH,dz o t,743,mcelhanonhuon
244332,boro1279,BIG,s o m a t a,48,mcelhanonhuon
244333,boro1279,LAUGH,dz o m o,357,mcelhanonhuon
244334,boro1279,DRY,t o b o r i,199,mcelhanonhuon
244335,boro1279,MOTHER,m a ŋ,407,mcelhanonhuon
244336,boro1279,COLD,o l o ŋ a,148,mcelhanonhuon
244337,boro1279,TONGUE,n e s e l a ŋ,738,mcelhanonhuon
244338,boro1279,KNEE,s i m i ŋ,341,mcelhanonhuon
244339,boro1279,FAT (ORGANIC SUBSTANCE),k e l e g a,240,mcelhanonhuon
244340,boro1279,SMALL,m e r a a k,611,mcelhanonhuon
244341,boro1279,HOW,n o m a i ŋ,328,mcelhanonhuon
244342,boro1279,NAME,dz a k o t a,412,mcelhanonhuon
244343,boro1279,SOME,t o s i,635,mcelhanonhuon
244344,boro1279,NOT,m e n d e,445,mcelhanonhuon
244345,boro1279,SUCK,b u g o,673,mcelhanonhuon
244346,boro1279,BURNING,dz e,119,mcelhanonhuon
244347,boro1279,STICK,t a a k,660,mcelhanonhuon
244348,boro1279,STAR,s e ŋ g e l e u,654,mcelhanonhuon
244349,boro1279,BIRD,k o o ŋ,57,mcelhanonhuon
244350,boro1279,ROAD,k a n a k,512,mcelhanonhuon
244351,boro1279,HEAD,o s o g a,298,mcelhanonhuon
244352,boro1279,WATER,a p u k,786,mcelhanonhuon
244353,boro1279,CRY,s a a,165,mcelhanonhuon
244354,boro1279,WHO,m o ŋ,811,mcelhanonhuon
244355,boro1279,WORM,g e n a m b e ŋ,847,mcelhanonhuon
244356,boro1279,ONE,m o t o o ŋ g o k,460,mcelhanonhuon
244357,boro1279,AND,a n o,11,mcelhanonhuon
244358,boro1279,CLAW,k o s i,121,mcelhanonhuon
244359,boro1279,SHORT,t o r o d a a m o ŋ,576,mcelhanonhuon
244360,boro1279,SUN,w e e ŋ,679,mcelhanonhuon
