id,doculect,concept,forms,lexstatid,db
152319,khan1274,SUN,ŋ əi̯,127,deepadungpalaung
152320,ruma1248,SUN,s a + ŋ ɛː,128,deepadungpalaung
152321,ruma1248,SUN,s a + ŋ ai̯,128,deepadungpalaung
152322,ruma1248,SUN,s a + ŋ ai̯,128,deepadungpalaung
152323,ruma1248,SUN,s a + ŋ ai̯,128,deepadungpalaung
152324,khan1274,MOON,b l a n + g i/j a r,76,deepadungpalaung
152325,ruma1248,MOON,m ə + g i/j a n,77,deepadungpalaung
152326,ruma1248,MOON,p a + k j əː,76,deepadungpalaung
152327,ruma1248,MOON,p a + k j əː,76,deepadungpalaung
152328,ruma1248,MOON,p a + k j əː,76,deepadungpalaung
152329,khan1274,STAR,k ə + m a n,124,deepadungpalaung
152330,ruma1248,STAR,s a + m ɛ ɲ,124,deepadungpalaung
152331,ruma1248,STAR,l aːu̯,125,deepadungpalaung
152332,ruma1248,STAR,l aːu̯,125,deepadungpalaung
152333,ruma1248,STAR,l aːu̯,125,deepadungpalaung
152334,khan1274,CLOUD,ʔ uː t,13,deepadungpalaung
152335,ruma1248,CLOUD,ʔ o ŋ + ʔ uː ʔ,14,deepadungpalaung
152336,khan1274,RAINING OR RAIN,g l aːi̯,98,deepadungpalaung
152337,ruma1248,RAINING OR RAIN,g l aːi̯,98,deepadungpalaung
152338,ruma1248,RAINING OR RAIN,k l aːi̯,98,deepadungpalaung
152339,ruma1248,RAINING OR RAIN,k l aːi̯,98,deepadungpalaung
152340,ruma1248,RAINING OR RAIN,k l aːi̯,98,deepadungpalaung
152341,khan1274,WIND,kʰ uː r,150,deepadungpalaung
152342,ruma1248,WIND,kʰ uː n,150,deepadungpalaung
152343,ruma1248,WIND,kʰ uː,150,deepadungpalaung
152344,ruma1248,WIND,kʰ uː,150,deepadungpalaung
152345,ruma1248,WIND,kʰ uː,150,deepadungpalaung
152346,khan1274,NIGHT,kʰ iːu̯ + m̥ əɯ̯,88,deepadungpalaung
152347,ruma1248,NIGHT,tɕ u ŋ + m̥ əɯ̯,89,deepadungpalaung
152348,ruma1248,NIGHT,k a + s ɛ m,90,deepadungpalaung
152349,ruma1248,NIGHT,k a + s ə m,90,deepadungpalaung
152350,ruma1248,NIGHT,k a + s ə m,90,deepadungpalaung
152351,khan1274,YEAR,s ə + n a m,151,deepadungpalaung
152352,ruma1248,YEAR,s a + n ə m,151,deepadungpalaung
152353,ruma1248,YEAR,s a + n a m,151,deepadungpalaung
152354,ruma1248,YEAR,s a + n a m,151,deepadungpalaung
152355,ruma1248,YEAR,s a + n a m,151,deepadungpalaung
152356,khan1274,WATER,ʔ uː m,140,deepadungpalaung
152357,ruma1248,WATER,ʔ ɨ m,140,deepadungpalaung
152358,ruma1248,WATER,ʔ ɛ m,140,deepadungpalaung
152359,ruma1248,WATER,ʔ ə m,140,deepadungpalaung
152360,ruma1248,WATER,ʔ ə m,140,deepadungpalaung
152361,khan1274,EARTH (SOIL),k ə + d ai̯,27,deepadungpalaung
152362,ruma1248,EARTH (SOIL),k a + d ɛːi̯,27,deepadungpalaung
152363,ruma1248,EARTH (SOIL),k a + t aːi̯,27,deepadungpalaung
152364,ruma1248,EARTH (SOIL),k a + t aːi̯,27,deepadungpalaung
152365,ruma1248,EARTH (SOIL),k a + t aːi̯,27,deepadungpalaung
152366,khan1274,STONE (OF FRUIT),m ɛːu̯,126,deepadungpalaung
152367,ruma1248,STONE (OF FRUIT),m aːu̯,126,deepadungpalaung
152368,ruma1248,STONE (OF FRUIT),m aːu̯,126,deepadungpalaung
152369,ruma1248,STONE (OF FRUIT),m aːu̯,126,deepadungpalaung
152370,ruma1248,STONE (OF FRUIT),m aːu̯,126,deepadungpalaung
152371,khan1274,MOUNTAIN,s u l,78,deepadungpalaung
152372,ruma1248,MOUNTAIN,n ɔ n,79,deepadungpalaung
152373,ruma1248,MOUNTAIN,k o ŋ,80,deepadungpalaung
152374,ruma1248,MOUNTAIN,n ɔː,79,deepadungpalaung
152375,ruma1248,MOUNTAIN,k ɔ ŋ,80,deepadungpalaung
152376,khan1274,TREE,h i,137,deepadungpalaung
152377,ruma1248,TREE,d a ŋ + h ei̯,138,deepadungpalaung
152378,ruma1248,TREE,t a ŋ + h ɔːi̯,138,deepadungpalaung
152379,ruma1248,TREE,t a ŋ + h ɔːi̯,138,deepadungpalaung
152380,ruma1248,TREE,t a ŋ + h ɔi̯,138,deepadungpalaung
152381,khan1274,ROOT,r i/j a h + h iː,101,deepadungpalaung
152382,ruma1248,ROOT,r i/j a h + h ei̯,101,deepadungpalaung
152383,ruma1248,ROOT,ʐ ə h + h ɔːi̯,101,deepadungpalaung
152384,ruma1248,ROOT,ɣ ə h,102,deepadungpalaung
152385,ruma1248,ROOT,r ə h + h ɔi̯,101,deepadungpalaung
152386,khan1274,LEAF,l̥ ɛː + h i,67,deepadungpalaung
152387,ruma1248,LEAF,l̥ aː,67,deepadungpalaung
