id,doculect,concept,forms,lexstatid,db
311762,bwek1238,ALL,ɕ á/a +,2,starostinkaren
311763,geba1237,ALL,l ó/o + s á/a + s ɛ̀/ɛ ʔ,4,starostinkaren
311764,east2342,ALL,p w ā/a,3,starostinkaren
311765,manu1255,ALL,l ɤ́/ɤ + b ɔ̀/ɔ,5,starostinkaren
311766,brek1238,ALL,l ɤ̄ʰ/ɤ /h,1,starostinkaren
311767,yint1235,ALL,l ū/u + l ù/u,5,starostinkaren
311768,yint1235,ALL,l ù/u + p l ī/i,5,starostinkaren
311769,kaya1315,ALL,l óʰ/o /h,5,starostinkaren
311770,zaye1235,ALL,l ū/u,5,starostinkaren
311771,yinb1236,ALL,p w á/a iʰ/i /h + t r ʋ̀/ʋ,3,starostinkaren
311772,bwek1238,ASH,pʰ ɛ̄/ɛ,6,starostinkaren
311773,geba1237,ASH,pʰ ɛ́/ɛ ʔ,6,starostinkaren
311774,east2342,ASH,m ì/i + p i̯/j à/a,7,starostinkaren
311775,west2409,ASH,k ɔ̋/ɔ + pʰ ɛ̏/ɛ,8,starostinkaren
311776,manu1255,ASH,pʰ á/a,6,starostinkaren
311777,brek1238,ASH,pʰ à/a,6,starostinkaren
311778,yint1235,ASH,pʰ ā/a,6,starostinkaren
311779,kaya1315,ASH,m éʰ/e /h + pʰ â/a,7,starostinkaren
311780,kaya1315,ASH,m éʰ/e /h + pʰ ó/o,7,starostinkaren
311781,zaye1235,ASH,pʰ à/a,9,starostinkaren
311782,yinb1236,ASH,pʰ ȁ/a,6,starostinkaren
311783,bwek1238,BARK,+ pʰ ē/e,10,starostinkaren
311784,geba1237,BARK,θ ò/o + ɓ è/e ʔ,10,starostinkaren
311785,manu1255,BARK,ʂ ɤ̀/ɤ + pʰ é/e,10,starostinkaren
311786,brek1238,BARK,θ ɯ̀/ɯ + pʰ é/e,10,starostinkaren
311787,yint1235,BARK,s ě/e i n + b ē/e i,10,starostinkaren
311788,kaya1315,BARK,θ ǝ̂/ə ŋ + p ê/e ŋ,10,starostinkaren
311789,yinb1236,BARK,θ ɯ̃̏ + pʰ e̋/e,10,starostinkaren
311790,bwek1238,BELLY,+ g ǝ̀/ə + pʰ ú/u,11,starostinkaren
311791,geba1237,BELLY,pʰ ú/u,11,starostinkaren
311792,east2342,BELLY,h ɔ́/ɔ + pʰ ú/u,12,starostinkaren
311793,west2409,BELLY,h ɔ̋/ɔ + <<#>>,13,starostinkaren
311794,manu1255,BELLY,pʰ ù/u,11,starostinkaren
311795,brek1238,BELLY,pʰ ɯ̋/ɯ,11,starostinkaren
311796,yint1235,BELLY,h ú/u,14,starostinkaren
311797,kaya1315,BELLY,pʰ ǝ́/ə u,11,starostinkaren
311798,zaye1235,BELLY,f ō/o,15,starostinkaren
311799,yinb1236,BELLY,pʰ ű/u,11,starostinkaren
311800,bwek1238,BIG,ɗ ō/o,16,starostinkaren
311801,geba1237,BIG,ǝ̄/ə + d ò/o ʔ,16,starostinkaren
311802,east2342,BIG,d ù/u,16,starostinkaren
311803,west2409,BIG,d ȕ/u,16,starostinkaren
311804,manu1255,BIG,ʔ à/a + d ó/o,16,starostinkaren
311805,brek1238,BIG,ʔ à/a + d ù/u,16,starostinkaren
311806,yint1235,BIG,pʰ á/a + d ū/u,16,starostinkaren
311807,kaya1315,BIG,d óʰ/o /h,16,starostinkaren
311808,zaye1235,BIG,d ù/u,16,starostinkaren
311809,yinb1236,BIG,d ȕ/u,16,starostinkaren
311810,bwek1238,BIRD,ɕ ū/u ɓ á/a + pʰ ō/o,18,starostinkaren
311811,geba1237,BIRD,tʰ ò/o + pʰ ō/o ʔ,17,starostinkaren
311812,east2342,BIRD,tʰ ù/u ú/u,17,starostinkaren
311813,west2409,BIRD,tʰ ȕ/u,17,starostinkaren
311814,manu1255,BIRD,tʰ ú/u + t è/e + p è/e,19,starostinkaren
311815,brek1238,BIRD,tʰ ù/u,17,starostinkaren
311816,yint1235,BIRD,tʰ ú/u + pʰ ú/u,17,starostinkaren
311817,kaya1315,BIRD,tʰ óʰ/o /h,17,starostinkaren
311818,zaye1235,BIRD,tʰ ù/u,17,starostinkaren
311819,yinb1236,BIRD,tʰ ȕ/u,17,starostinkaren
311820,bwek1238,BITE,ē/e,20,starostinkaren
311821,geba1237,BITE,ʔ è/e,21,starostinkaren
311822,east2342,BITE,ʔ à̰/ã,20,starostinkaren
311823,west2409,BITE,ȁ/a,20,starostinkaren
311824,manu1255,BITE,ʔ é/e,20,starostinkaren
311825,brek1238,BITE,ʔ è/e,20,starostinkaren
