id,doculect,concept,forms,lexstatid,db
154913,tong1308,ANIMAL,ʔ a j,1,dunnaslian
154914,tong1308,BACK,k a ʁ ɔ ʔ,9,dunnaslian
154915,tong1308,BAD,g b a ʔ,22,dunnaslian
154916,tong1308,BELLY,ʔ ɛ c,34,dunnaslian
154917,tong1308,BIG,c a w,44,dunnaslian
154918,tong1308,ANIMAL,b s i ŋ,8,dunnaslian
154919,tong1308,BACK,k a ʁ ɔ ʔ,9,dunnaslian
154920,tong1308,BAD,b a ʔ,22,dunnaslian
154921,tong1308,BELLY,ʔ e c,34,dunnaslian
154922,tong1308,BIG,ʔ a h a w,45,dunnaslian
154923,tong1308,ANIMAL,ʔ a j,1,dunnaslian
154924,tong1308,BACK,k a ʔ ɔ ʔ,9,dunnaslian
154925,tong1308,BAD,g ə b a ʔ,22,dunnaslian
154926,tong1308,BELLY,c ɨ ŋ,36,dunnaslian
154927,tong1308,BIG,ʔ ə h a w,45,dunnaslian
154928,kens1248,ANIMAL,h a p ɔ ʔ,3,dunnaslian
154929,kens1248,BACK,k j ɔ ʔ,9,dunnaslian
154930,kens1248,BAD,m ə n k e c,20,dunnaslian
154931,kens1248,BELLY,c ɘ ŋ,36,dunnaslian
154932,kens1248,BIG,t b ɘ ʔ,38,dunnaslian
154933,kens1248,ANIMAL,ʔ a j,1,dunnaslian
154934,kens1248,BACK,k j ɔ ʔ,9,dunnaslian
154935,kens1248,BELLY,c ɨ ŋ,36,dunnaslian
154936,kens1248,BIG,t b ɨ ʔ,38,dunnaslian
154937,kint1239,ANIMAL,ʔ a j,1,dunnaslian
154938,kint1239,BACK,k j ɔ ʔ,9,dunnaslian
154939,kint1239,BELLY,c ɨ ŋ,36,dunnaslian
154940,kint1239,BIG,t b ɨ ʔ,38,dunnaslian
154941,jeha1242,ANIMAL,ʔ a j,1,dunnaslian
154942,jeha1242,BACK,k r ɔ ʔ,9,dunnaslian
154943,jeha1242,BAD,l a ʔ ɨ s,19,dunnaslian
154944,jeha1242,BELLY,ʔ ɛ c,34,dunnaslian
154945,jeha1242,BIG,b ə w,38,dunnaslian
154946,jeha1242,ANIMAL,p a ŋ e n,7,dunnaslian
154947,jeha1242,BACK,k r ŋ k ɨ ŋ,14,dunnaslian
154948,jeha1242,BELLY,ʔ ɛ c,34,dunnaslian
154949,jeha1242,BIG,b ə w,38,dunnaslian
154950,minr1238,ANIMAL,ʔ a j,1,dunnaslian
154951,minr1238,BACK,k r ɔ ʔ,9,dunnaslian
154952,minr1238,BAD,j b e c,15,dunnaslian
154953,minr1238,BELLY,k ɨ t,33,dunnaslian
154954,minr1238,BIG,b ə w,38,dunnaslian
154955,minr1238,ANIMAL,ʔ a j,1,dunnaslian
154956,minr1238,BACK,k r ɔ ʔ,9,dunnaslian
154957,minr1238,BELLY,c ɨ ŋ,36,dunnaslian
154958,minr1238,BIG,b ə w,38,dunnaslian
154959,bate1262,ANIMAL,ʔ a j,1,dunnaslian
154960,bate1262,BACK,k r ə ʔ,9,dunnaslian
154961,bate1262,BELLY,k ɨ t,33,dunnaslian
154962,bate1262,BIG,b ə w,38,dunnaslian
154963,bate1262,ANIMAL,ʔ a j,1,dunnaslian
154964,bate1262,BACK,k r ə ʔ,9,dunnaslian
154965,bate1262,BAD,j b i c,15,dunnaslian
154966,bate1262,BELLY,k ɨ t,33,dunnaslian
154967,bate1262,BIG,m n a ʔ,41,dunnaslian
154968,bate1262,BAD,j b e c,15,dunnaslian
154969,bate1262,BELLY,c ə ŋ,36,dunnaslian
154970,bate1262,BIG,b ɘ w,38,dunnaslian
154971,bate1262,BACK,k ə ɣ ɔ ʔ,9,dunnaslian
154972,bate1262,BAD,j a b e c,15,dunnaslian
154973,bate1262,BELLY,c ə ŋ,36,dunnaslian
154974,bate1262,BIG,b ə w,38,dunnaslian
