id,doculect,concept,forms,lexstatid,db
256719,ulch1241,FIRE,t a w a,349,oskolskayatungusic
256720,even1260,FIRE,t oˤ/o ʕ ɣ,348,oskolskayatungusic
256721,oroq1238,FIRE,t ɔ ɣ ɔ,348,oskolskayatungusic
256722,kile1243,FIRE,tʰ o,348,oskolskayatungusic
256723,kile1243,FIRE,tʰ u/w a,349,oskolskayatungusic
256724,negi1245,FIRE,t o ɣʷ o,348,oskolskayatungusic
256725,manc1252,FIRE,t u w a,349,oskolskayatungusic
256726,oroc1248,FIRE,t ɔː,348,oskolskayatungusic
256727,orok1265,FIRE,t ɑ w ɑ,349,oskolskayatungusic
256728,udih1248,FIRE,tʰ oː,348,oskolskayatungusic
256729,nana1257,FIRE,t a w a,349,oskolskayatungusic
256730,nana1257,FIRE,t ao,349,oskolskayatungusic
256731,xibe1242,FIRE,tʰ u ɑ,348,oskolskayatungusic
256732,even1260,NOSE,oˤ/o ʕ ŋ aˤ/a ʕ t,690,oskolskayatungusic
256733,oroq1238,NOSE,ɔ ŋ ɔ k t ɔ,692,oskolskayatungusic
256734,negi1245,NOSE,o ŋ ɣ o k t o,692,oskolskayatungusic
256735,kile1243,NOSE,ɔ f ʋ r ə,691,oskolskayatungusic
256736,manc1252,NOSE,o f o r o,691,oskolskayatungusic
256737,nana1257,NOSE,o p w o r w o,691,oskolskayatungusic
256738,nana1257,NOSE,o f o r o,691,oskolskayatungusic
256739,xibe1242,NOSE,o v u r,691,oskolskayatungusic
256740,ulch1241,NOSE,w a k s a,696,oskolskayatungusic
256741,oroc1248,NOSE,ŋ i k s ɔ,693,oskolskayatungusic
256742,udih1248,NOSE,ŋ ø,695,oskolskayatungusic
256743,orok1265,NOSE,x u r i ɣ ɑ,694,oskolskayatungusic
256744,orok1265,NOSE,x u r ɛː,694,oskolskayatungusic
256745,ulch1241,GO,ŋ ə n ə,425,oskolskayatungusic
256746,even1260,GO,ŋ e n,425,oskolskayatungusic
256747,oroq1238,GO,ŋ ə n ə,425,oskolskayatungusic
256748,kile1243,GO,ɜ n ə,425,oskolskayatungusic
256749,negi1245,GO,ŋ ə n ə,425,oskolskayatungusic
256750,manc1252,GO,g ə n ə,425,oskolskayatungusic
256751,oroc1248,GO,ŋ ə n ə,425,oskolskayatungusic
256752,orok1265,GO,ŋ ə n ə,425,oskolskayatungusic
256753,udih1248,GO,ŋ ə n ə,425,oskolskayatungusic
256754,nana1257,GO,ə n ə,425,oskolskayatungusic
256755,nana1257,GO,ə n ə,425,oskolskayatungusic
256756,xibe1242,GO,g ɘ n ɘ,425,oskolskayatungusic
256757,ulch1241,WATER,m uː,1169,oskolskayatungusic
256758,even1260,WATER,m o,1169,oskolskayatungusic
256759,oroq1238,WATER,m uː,1169,oskolskayatungusic
256760,kile1243,WATER,m u kʰ ə,1169,oskolskayatungusic
256761,negi1245,WATER,m uː,1169,oskolskayatungusic
256762,manc1252,WATER,m u k ə,1169,oskolskayatungusic
256763,oroc1248,WATER,m uː,1169,oskolskayatungusic
256764,orok1265,WATER,m ɵː,1169,oskolskayatungusic
256765,orok1265,WATER,m uː,1169,oskolskayatungusic
256766,nana1257,WATER,m w u/w ə,1169,oskolskayatungusic
256767,nana1257,WATER,m u k ə,1169,oskolskayatungusic
256768,xibe1242,WATER,m u kʰ u,1169,oskolskayatungusic
256769,udih1248,WATER,u l j i,1170,oskolskayatungusic
256770,ulch1241,MOUTH,a ŋ m a,642,oskolskayatungusic
256771,even1260,MOUTH,aˤ/a ʕ m ŋ aˤ/a ʕ,642,oskolskayatungusic
256772,oroq1238,MOUTH,a m ŋ a,642,oskolskayatungusic
256773,kile1243,MOUTH,a m ŋ ə,642,oskolskayatungusic
256774,negi1245,MOUTH,a m ŋ a,642,oskolskayatungusic
256775,manc1252,MOUTH,a ŋ ɢ a,642,oskolskayatungusic
256776,oroc1248,MOUTH,a mː a,642,oskolskayatungusic
256777,orok1265,MOUTH,ɑ ŋ m ɑ,642,oskolskayatungusic
256778,udih1248,MOUTH,a ŋ m a,642,oskolskayatungusic
256779,nana1257,MOUTH,a ɴ m a,642,oskolskayatungusic
256780,nana1257,MOUTH,a m ɢ a,642,oskolskayatungusic
256781,xibe1242,MOUTH,ɑ ŋ,642,oskolskayatungusic
256782,ulch1241,TONGUE,s i ɲ u,1105,oskolskayatungusic
256783,even1260,TONGUE,i/j e n ŋ e,1105,oskolskayatungusic
256784,oroq1238,TONGUE,i ŋː i,1105,oskolskayatungusic
256785,kile1243,TONGUE,i l ə ŋ q u,1106,oskolskayatungusic
256786,negi1245,TONGUE,i ɲː i,1105,oskolskayatungusic
256787,negi1245,TONGUE,i ɲ ŋ i,1105,oskolskayatungusic
256788,manc1252,TONGUE,i l ə ŋ g u,1106,oskolskayatungusic
256789,oroc1248,TONGUE,i ŋ i,1105,oskolskayatungusic
256790,orok1265,TONGUE,ʃ i n u,1105,oskolskayatungusic
256791,udih1248,TONGUE,i ŋ i,1105,oskolskayatungusic
256792,nana1257,TONGUE,s i ŋ m w u,1107,oskolskayatungusic
256793,nana1257,TONGUE,s j i r m ə,1108,oskolskayatungusic
256794,xibe1242,TONGUE,i l i ŋ,1106,oskolskayatungusic
256795,ulch1241,BLOOD,s əː k s ə,101,oskolskayatungusic
256796,oroq1238,BLOOD,ʃ ɐː k ʃ ə,101,oskolskayatungusic
256797,kile1243,BLOOD,s ə kʰ s ə,101,oskolskayatungusic
256798,negi1245,BLOOD,s ɵː k s ə,101,oskolskayatungusic
256799,negi1245,BLOOD,s əː k s ə,101,oskolskayatungusic
256800,manc1252,BLOOD,s ə ŋ g j i,101,oskolskayatungusic
256801,oroc1248,BLOOD,s əː k s ə,101,oskolskayatungusic
256802,orok1265,BLOOD,ʃ əː k ʃ ə,101,oskolskayatungusic
