id,doculect,concept,forms,lexstatid,db
161549,sate1243,ALL,t o r a n i a,3,gerarditupi
161550,sate1243,ARM,m o p ɨ,5,gerarditupi
161551,sate1243,ARROW,m o r ɨ ʔ a,11,gerarditupi
161552,sate1243,ASH,ɨ w ɨ r u p,15,gerarditupi
161553,sate1243,AXE,ɨ w ɨ k a p,22,gerarditupi
161554,sate1243,BACK,a p e,25,gerarditupi
161555,sate1243,BAD OR EVIL,i n a kʷ a t ʔ i,33,gerarditupi
161556,sate1243,BAMBOO,a kʷ a r a,36,gerarditupi
161557,sate1243,BANANA,p a k u a,38,gerarditupi
161558,sate1243,BASKET,h ɨ t,58,gerarditupi
161559,sate1243,BAT,h a k i ʔ i,61,gerarditupi
161560,sate1243,WRONG,a p a r a p,1186,gerarditupi
161561,sate1243,BEAN,k u m a n a,64,gerarditupi
161562,sate1243,BELLY,p ɨ r u m ʔ a,72,gerarditupi
161563,sate1243,BREAK (BREAKING),w e j,124,gerarditupi
161564,sate1243,BIG,w a t o,78,gerarditupi
161565,sate1243,BIRD,w ei t a,83,gerarditupi
161566,sate1243,BITE,k a t u ʔ u,86,gerarditupi
161567,sate1243,BLACK,h u n,89,gerarditupi
161568,sate1243,BLOW (WITH MOUTH),p e h u,94,gerarditupi
161569,sate1243,BONE,k a ŋ,104,gerarditupi
161570,sate1243,BOY,k u r u m,109,gerarditupi
161571,sate1243,BRANCH,e ŋ a,116,gerarditupi
161572,sate1243,BREAST,n a m,126,gerarditupi
161573,sate1243,BREATHE,p ɨ h u,129,gerarditupi
161574,sate1243,BURNING,a t i w u k,141,gerarditupi
161575,sate1243,BURN (SOMETHING),w u k,136,gerarditupi
161576,sate1243,BURY,a t i ʔ a s ɨ p,143,gerarditupi
161577,sate1243,FARM,ŋ g a ʔ a p ɨ,299,gerarditupi
161578,sate1243,BUTTERFLY,m o r o p e ʔ i,148,gerarditupi
161579,sate1243,CANOE,j a r a,150,gerarditupi
161580,sate1243,CLOUD,ɨ w ɨ h i ŋ,170,gerarditupi
161581,sate1243,COATI (COATIMUNDI),m u s ĩ,182,gerarditupi
161582,sate1243,COME,o t,186,gerarditupi
161583,sate1243,COMB,k ɨ w a,183,gerarditupi
161584,sate1243,MAIZE,a w a t i,602,gerarditupi
161585,sate1243,COTTON,a m õ k i u s u ʔ a p,193,gerarditupi
161586,sate1243,CRY,w a k,198,gerarditupi
161587,sate1243,CUT,a t i ʔ t e k,211,gerarditupi
161588,sate1243,DANCE,h a i r u,213,gerarditupi
161589,sate1243,DAY (24 HOURS),ʔ a t,219,gerarditupi
161590,sate1243,SHIT (DEFECATE),h e p a i ʔ a,858,gerarditupi
161591,sate1243,DIE,k u ʔ u r o,223,gerarditupi
161592,sate1243,DIRTY,h a w i u,226,gerarditupi
161593,sate1243,DO OR MAKE,n u ŋ,235,gerarditupi
161594,sate1243,DRESS UP,s o k p e p a ŋ,242,gerarditupi
161595,sate1243,EARTH OR LAND,ɨ i,256,gerarditupi
161596,sate1243,ENTER,e k e,271,gerarditupi
161597,sate1243,EYE,e h a,274,gerarditupi
161598,sate1243,FAR,p ɨ a,296,gerarditupi
161599,sate1243,FAT (FROM ANIMALS),k a p,302,gerarditupi
161600,sate1243,FATHER,a p,306,gerarditupi
161601,sate1243,FINGER,m u ʔ u ɲ ã,317,gerarditupi
161602,sate1243,FIRE,a r j a,328,gerarditupi
161603,sate1243,FISH,p i r a,342,gerarditupi
161604,sate1243,FLESH OR MEAT,p u ʔ i,356,gerarditupi
161605,sate1243,FLOUR,u ʔ i,357,gerarditupi
161606,sate1243,FLOWER,p o h ɨ t,363,gerarditupi
161607,sate1243,FLY (MOVE THROUGH AIR),m o p ɨ,368,gerarditupi
161608,sate1243,FLY (INSECT),w i n,366,gerarditupi
161609,sate1243,FOOT,p ɨ,369,gerarditupi
161610,sate1243,FOUR,t u k a w a,379,gerarditupi
161611,sate1243,FROG,w a ʔ a s a,391,gerarditupi
161612,sate1243,FRUIT,i ʔ p,395,gerarditupi
161613,sate1243,FULL,h ɨ t,401,gerarditupi
161614,sate1243,GATHER,a t u n u ŋ,408,gerarditupi
161615,sate1243,GIRL,p i ʔ ã,419,gerarditupi
161616,sate1243,GIVE,a t u m,425,gerarditupi
161617,sate1243,GO,t o,427,gerarditupi
161618,sate1243,GO UP (ASCEND),a m,434,gerarditupi
161619,sate1243,GOOD,w a k u,437,gerarditupi
161620,sate1243,GRANDFATHER,a s e ʔ i,440,gerarditupi
161621,sate1243,GRASS,i ʔ a n a m,450,gerarditupi
161622,sate1243,BLUE OR GREEN,i h ɨ r ɨ p,102,gerarditupi
161623,sate1243,GROW,t a ŋ,459,gerarditupi
161624,sate1243,HAND,p o,476,gerarditupi
161625,sate1243,HAIR (HEAD),a p,464,gerarditupi
161626,sate1243,HAMMOCK,ĩ n i,472,gerarditupi
