id,doculect,concept,forms,lexstatid,db
144393,bara1380,FEMALE,g o,53,chacontukanoan
144394,desa1247,FEMALE,g o,53,chacontukanoan
144395,cara1272,FEMALE,o,53,chacontukanoan
144396,kore1283,FEMALE,o,53,chacontukanoan
144397,cube1242,FEMALE,k o,53,chacontukanoan
144398,orej1242,FEMALE,o,53,chacontukanoan
144399,pira1254,FEMALE,k o,53,chacontukanoan
144400,seco1241,FEMALE,o,53,chacontukanoan
144401,sion1247,FEMALE,g o,53,chacontukanoan
144402,tuca1252,FEMALE,g o,53,chacontukanoan
144403,guan1269,FEMALE,k o,53,chacontukanoan
144404,bara1380,HE OR SHE,b ɨ,72,chacontukanoan
144405,desa1247,HE OR SHE,b ɨ,72,chacontukanoan
144406,cube1242,HE OR SHE,w ɨ,72,chacontukanoan
144407,seco1241,HE OR SHE,w ɨ,72,chacontukanoan
144408,sion1247,HE OR SHE,w ɨ,72,chacontukanoan
144409,tuca1252,HE OR SHE,p ɨ,72,chacontukanoan
144410,bara1380,HE,m ĩ,71,chacontukanoan
144411,desa1247,HE,m ĩ,71,chacontukanoan
144412,cube1242,HE,b i,71,chacontukanoan
144413,seco1241,HE,p i,71,chacontukanoan
144414,tuca1252,HE,m ĩ,71,chacontukanoan
144415,bara1380,SNAKE,ã ɲ ã,128,chacontukanoan
144416,desa1247,SNAKE,ã ɲ ã,128,chacontukanoan
144417,cara1272,SNAKE,ã ɲ ã,128,chacontukanoan
144418,kore1283,SNAKE,ã ɲ ã,128,chacontukanoan
144419,cube1242,SNAKE,ã ɲ ã,128,chacontukanoan
144420,orej1242,SNAKE,ã ɲ ã,128,chacontukanoan
144421,pira1254,SNAKE,ã ɲ ã,129,chacontukanoan
144422,seco1241,SNAKE,ã ɲ ã,128,chacontukanoan
144423,sion1247,SNAKE,ã ɲ ã,128,chacontukanoan
144424,tani1257,SNAKE,ã ɲ ã,128,chacontukanoan
144425,tuca1252,SNAKE,ã ɲ ã,128,chacontukanoan
144426,tuyu1244,SNAKE,ã ɲ ã,128,chacontukanoan
