id,doculect,concept,forms,lexstatid,db
96755,kuyu1236,I,w a z a,107,birchallchapacuran
96756,orow1243,I,w a t a ʔ,107,birchallchapacuran
96757,wari1268,I,w a t a ʔ,107,birchallchapacuran
96758,kuyu1236,THOU,u m,200,birchallchapacuran
96759,orow1243,THOU,w y m,200,birchallchapacuran
96760,wari1268,THOU,w u m,200,birchallchapacuran
96761,orow1243,HE,w o r i k o,95,birchallchapacuran
96762,wari1268,HE,w i r i k o,95,birchallchapacuran
96763,orow1243,WE,w a r i ʔ,217,birchallchapacuran
96764,wari1268,WE,w a r i ʔ,217,birchallchapacuran
96765,orow1243,YOU,f u ʔ,231,birchallchapacuran
96766,wari1268,YOU,w a h u ʔ,231,birchallchapacuran
96767,orow1243,THEY,w o r i k o k o,199,birchallchapacuran
96768,wari1268,THEY,w i r i k o k o,199,birchallchapacuran
96769,orow1243,WHO OR WHAT,a t i,219,birchallchapacuran
96770,wari1268,WHO OR WHAT,k a ɲ,220,birchallchapacuran
96771,orow1243,MANY,m i j a ʔ,129,birchallchapacuran
96772,wari1268,MANY,m i j a,129,birchallchapacuran
96773,kuyu1236,MANY,n a p a,128,birchallchapacuran
96774,orow1243,MANY,n a p a,128,birchallchapacuran
96775,wari1268,FEW,p a r i k,65,birchallchapacuran
96776,orow1243,FEW,k a w a s a n + t o m a n,64,birchallchapacuran
96777,wari1268,FEW,t o k w a n,66,birchallchapacuran
96778,kuyu1236,ONE,t a n,144,birchallchapacuran
96779,orow1243,ONE,k a w a s a n,145,birchallchapacuran
96780,kuyu1236,TWO,w a k o r a n,208,birchallchapacuran
96781,wari1268,TWO,t y k y + k a r a k a n,210,birchallchapacuran
96782,orow1243,TWO,j i k s a m,209,birchallchapacuran
96783,orow1243,BIG,f o r a ʔ,13,birchallchapacuran
96784,wari1268,BIG,h w a r a ʔ,13,birchallchapacuran
96785,orow1243,BIG,e k e m,14,birchallchapacuran
96786,wari1268,BIG,k o t e + n e,15,birchallchapacuran
