id,doculect,concept,forms,lexstatid,db
311933,nort2732,I,ŋ a ²⁴,95,starostintujia
311934,nort2732,I,ŋ a ²⁴,95,starostintujia
311935,nort2732,I,ŋ a ³⁵,95,starostintujia
311936,sout2739,I,ŋ o ³³,95,starostintujia
311937,sout2739,I,ŋ o ³³,95,starostintujia
311938,nort2732,ALL,x u ²⁴ + n i ⁵⁵,1,starostintujia
311939,nort2732,ALL,x u ²⁴ + n i ⁴⁴,1,starostintujia
311940,nort2732,ALL,x u ³⁵ + n i ⁵⁵,1,starostintujia
311941,sout2739,ALL,b u ¹³ + l i ⁵³,2,starostintujia
311942,sout2739,ALL,b u ¹³,2,starostintujia
311943,nort2732,ASH,p u ²¹ + tɕʰ i ²⁴,3,starostintujia
311944,nort2732,ASH,p u ²¹ + tsʰ i ⁵³,3,starostintujia
311945,nort2732,ASH,p u ²¹ + tsʰ i ³⁵,3,starostintujia
311946,sout2739,ASH,m u ²¹ + tsʰ i ⁵³,3,starostintujia
311947,sout2739,ASH,m u ¹³ + tsʰ i ⁵⁵,3,starostintujia
311948,nort2732,BARK,kʰ a ²¹ + tʰ a ²⁴ + pʰ a ²¹,4,starostintujia
311949,nort2732,BELLY,m ɤ ²¹ + tsʰ i ²¹ + kʰ ɤ ⁵⁵,5,starostintujia
311950,nort2732,BELLY,m ɨ e ²¹,6,starostintujia
311951,nort2732,BELLY,m ɨ e ²¹,6,starostintujia
311952,sout2739,BELLY,m ɨ e ²¹ + tɕ i ⁵³,6,starostintujia
311953,sout2739,BELLY,m ɨ e ¹³ + tɕ i ⁵⁵,6,starostintujia
311954,nort2732,BIG,tsʰ i ²¹,7,starostintujia
311955,nort2732,BIG,tsʰ i ⁵³,7,starostintujia
311956,nort2732,BIG,tsʰ i ⁵⁵,7,starostintujia
311957,sout2739,BIG,tɕʰ i ³³,7,starostintujia
311958,sout2739,BIG,tɕʰ i ³³,7,starostintujia
311959,nort2732,BIRD,n j ɛ ²⁴ + p i ⁵⁵,8,starostintujia
311960,nort2732,BIRD,n i e ²¹ + p i ⁵³,8,starostintujia
311961,nort2732,BIRD,n e ³⁵ + p i ³⁵,8,starostintujia
311962,sout2739,BIRD,k ɨ ²¹ + ts o ²¹ + n ũ ²¹,9,starostintujia
311963,sout2739,BIRD,k ɨ ²¹ + ts o ²¹,9,starostintujia
311964,nort2732,BITE,k a ²⁴,10,starostintujia
311965,nort2732,BITE,k a ²⁴,10,starostintujia
311966,sout2739,BITE,ɡ o ¹³,11,starostintujia
311967,nort2732,BLACK,l a ŋ ²⁴ + k a ⁵⁵,12,starostintujia
311968,nort2732,BLACK,l ã ⁴⁴ + k a ⁴⁴ + t i e ²¹,12,starostintujia
311969,nort2732,BLACK,l ã ³⁵ + k a ⁵⁵,12,starostintujia
311970,sout2739,BLACK,n o ²¹,13,starostintujia
311971,sout2739,BLACK,l o ²¹,14,starostintujia
311972,nort2732,BLOOD,m j ɛ ²¹,15,starostintujia
311973,nort2732,BLOOD,m i e ⁵³,15,starostintujia
311974,nort2732,BLOOD,m e ⁵⁵,17,starostintujia
311975,sout2739,BLOOD,m i e ²¹ + m i e ²¹,16,starostintujia
311976,sout2739,BLOOD,m e ²¹ + m e ²¹,16,starostintujia
311977,nort2732,BONE,l u ⁵⁵ + k a ⁵⁵,18,starostintujia
311978,nort2732,BONE,l u ⁴⁴ + k a ⁴⁴,18,starostintujia
