id,doculect,concept,forms,lexstatid,db
324667,xish1235,FLY (MOVE THROUGH AIR),b y ⁵⁵,927,yanglalo
324668,west1506,FLY (MOVE THROUGH AIR),b y ²⁴,927,yanglalo
324669,dong1286,FLY (MOVE THROUGH AIR),b i/j ɔ ²⁴,927,yanglalo
324670,xuzh1234,FLY (MOVE THROUGH AIR),b y ²⁴,927,yanglalo
324671,sout3210,FLY (MOVE THROUGH AIR),b ə ⁵⁵,927,yanglalo
324672,ekaa1234,FLY (MOVE THROUGH AIR),b ə ²⁴,927,yanglalo
324673,yang1304,FLY (MOVE THROUGH AIR),b ɨ ³³,927,yanglalo
324674,west1506,STRAIGHT,dʑ y ³³,2219,yanglalo
324675,dong1286,STRAIGHT,dz a ²¹,2219,yanglalo
324676,xuzh1234,STRAIGHT,ɖʐ a ²¹,2219,yanglalo
324677,ekaa1234,STRAIGHT,dz a ²¹,2219,yanglalo
324678,xish1235,BRACELET,l ɛ̠ ²¹ + a ²¹ + w o ⁵⁵,343,yanglalo
324679,west1506,BRACELET,l e ⁵⁵ + w o ³³,343,yanglalo
324680,dong1286,BRACELET,l ei ⁴² + g ɤ̪/ɤ ²⁴,343,yanglalo
324681,xuzh1234,BRACELET,l ɛi ³³ + g v̩˞/v̩ ²⁴,343,yanglalo
324682,sout3210,BRACELET,l u ²¹ + g u ⁵⁵,343,yanglalo
324683,ekaa1234,BRACELET,l u ²¹ + g u ²⁴,343,yanglalo
324684,yang1304,BRACELET,l ei ⁵⁵ + g o ³³,343,yanglalo
324685,xish1235,AFTERNOON,a ⁵⁵ + ŋ̩ ²¹ + kʰ ɨ̠ ²¹ + j i ⁵⁵,14,yanglalo
324686,west1506,AFTERNOON,a ⁵⁵ + m u ²¹ + kʰ ə ʔ ⁵⁵,13,yanglalo
324687,dong1286,AFTERNOON,dz ɔ ²⁴ + j i ³³ + dz ɔ ²¹ + j i ²¹,11,yanglalo
324688,xuzh1234,AFTERNOON,a ³⁵ + m v̩ ⁴¹ + kʰ ɨ ³³ + l i ³³,14,yanglalo
324689,sout3210,AFTERNOON,l a ²¹ + v ã ⁵⁵,12,yanglalo
324690,ekaa1234,AFTERNOON,l a ²¹ + v a ŋ ⁵³,12,yanglalo
324691,yang1304,AFTERNOON,n̩ ²¹ + kʰ ɨ ⁵³,15,yanglalo
324692,xish1235,EVENING,a ⁵⁵ + ŋ̩ ²¹ + ɣ ɨ ⁵⁵ + ø ⁵⁵ + j i ⁵⁵,786,yanglalo
324693,west1506,EVENING,a ⁵⁵ + m u ²¹ + ɣ ɨ ²⁴ + ɕ i ³³ + ɕ i ³³,785,yanglalo
324694,dong1286,EVENING,a ⁵⁵ + m ə ²¹ + ɣ ə ²⁴ + tɕ i/j a ³³,782,yanglalo
324695,xuzh1234,EVENING,a ³⁵ + m v̩ ⁴¹ + ɣ ɨ ²⁴,787,yanglalo
324696,sout3210,EVENING,l a ²¹ + v ã ⁵⁵ + w o ²¹ + v ɛ ³³,784,yanglalo
324697,ekaa1234,EVENING,a ŋ ²⁴ + kʰ ɨ̠ ²¹,783,yanglalo
324698,yang1304,EVENING,m i/j ɛ˞/ɛ ⁴⁵ + t ə ⁴² + ɲ a ³³,788,yanglalo
324699,west1506,EVENING,a ⁵⁵ + m u ²¹ + ɣ ɨ ²⁴ + ɕ i ³³ + ɕ i ³³,785,yanglalo
324700,dong1286,EVENING,a ⁵⁵ + m ə ²¹ + ɣ ə ²⁴ + tɕ i/j a ³³,782,yanglalo
324701,ekaa1234,EVENING,a ŋ ²⁴ + kʰ ɨ̠ ²¹,783,yanglalo
324702,yang1304,EVENING,m i/j ɛ˞/ɛ ⁴⁵ + t ə ⁴² + ɲ a ³³,788,yanglalo
324703,xish1235,ROLL,k o ŋ ²¹,1894,yanglalo
324704,west1506,ROLL,l y ³³,1893,yanglalo
