id,doculect,concept,forms,lexstatid,db
146288,maya1285,WATER,w a s,1173,constenlachibchan
146289,ulwa1239,WATER,w a s,1173,constenlachibchan
146290,misk1235,WATER,l i,1174,constenlachibchan
146291,pech1241,WATER,à/a s ò/o,1175,constenlachibchan
146292,rama1270,WATER,s iː,1175,constenlachibchan
146293,male1297,WATER,t iː,1168,constenlachibchan
146294,brib1243,WATER,d ǐ/i ʔ,1168,constenlachibchan
146295,cabe1245,WATER,d í/i k ɺ ʊ́/ʊ,1170,constenlachibchan
146296,teri1250,WATER,d í/i,1168,constenlachibchan
146297,ngab1239,WATER,ɲ ɤ,1172,constenlachibchan
146298,bugl1243,WATER,tʃ i,1168,constenlachibchan
146299,sanb1242,WATER,t iː,1168,constenlachibchan
146300,cogu1240,WATER,n i,1172,constenlachibchan
146301,arhu1242,WATER,dʒ e,1168,constenlachibchan
146302,chim1309,WATER,d i t a k eː,1171,constenlachibchan
146303,bari1297,WATER,s ĩː + m ã,1169,constenlachibchan
146304,maya1285,YELLOW,l a l a h n i,1269,constenlachibchan
146305,ulwa1239,YELLOW,l a l a h k a,1269,constenlachibchan
146306,misk1235,YELLOW,l a l a l h n i,1269,constenlachibchan
146307,pech1241,YELLOW,s èː/eː + w a,1271,constenlachibchan
146308,rama1270,YELLOW,n u k n u k ŋ a,1272,constenlachibchan
146309,male1297,YELLOW,ɬ a x aː ɾ a + ɬ u t u + i ŋ a,1268,constenlachibchan
146310,brib1243,YELLOW,t s i k i d ǐ/i d ǐ/i,1263,constenlachibchan
146311,cabe1245,YELLOW,t s i k i d í/i,1263,constenlachibchan
146312,teri1250,YELLOW,ʃ ò/o i n ó/o ɾ,1274,constenlachibchan
146313,ngab1239,YELLOW,s ɯ b ɾ ɯ ɾ e,1270,constenlachibchan
146314,bugl1243,YELLOW,m o l o i,1264,constenlachibchan
146315,sanb1242,YELLOW,k o ʎ o k w a,1273,constenlachibchan
146316,cogu1240,YELLOW,k a ʃ i k u 'a/a m a,1267,constenlachibchan
146317,mala1522,YELLOW,k ɨ ʃ k w a m a,1267,constenlachibchan
