id,doculect,concept,forms,lexstatid,db
234546,hach1239,GREEN,a o k j a,135,leejaponic
234547,hach1239,RED,a k a k j a,241,leejaponic
234548,hach1239,YAWN,a k o b i,365,leejaponic
234549,hach1239,FOOT OR LEG,a ʃ i,124,leejaponic
234550,hach1239,HEAD,ts u b u r i,144,leejaponic
234551,hach1239,NEW,a d a r a ʃ i k j a,210,leejaponic
234552,hach1239,WARM,n u k u o k j a,338,leejaponic
234553,hach1239,YOU,o m eː,368,leejaponic
234554,hach1239,HE OR SHE,a n o ʃ i t o,143,leejaponic
234555,hach1239,FAT (ORGANIC SUBSTANCE),a b u r a,105,leejaponic
234556,hach1239,RAIN (PRECIPITATION),a m e,238,leejaponic
234557,hach1239,WALK,eː m u,335,leejaponic
234558,hach1239,THAT,u i,312,leejaponic
234559,hach1239,SAY,j uː,254,leejaponic
234560,hach1239,HOUSE,e,160,leejaponic
234561,hach1239,BREATHE,i k i,42,leejaponic
234562,hach1239,BE ALIVE,i k i r u,16,leejaponic
234563,hach1239,STONE,i ʃ i,303,leejaponic
234564,hach1239,WHEN,i ts u,349,leejaponic
234565,hach1239,FIVE,i ts u ts u,119,leejaponic
234566,hach1239,LIGHTNING,i n a b i k a r i,183,leejaponic
234567,hach1239,DOG,i n u m e,74,leejaponic
234568,hach1239,ABOVE,u e,1,leejaponic
234569,hach1239,PLANT (SOMETHING),n a b e r u,233,leejaponic
234570,hach1239,THIN,u s u k j a,317,leejaponic
234571,hach1239,SHOOT,u ts u,265,leejaponic
234572,hach1239,SEA,u m i,257,leejaponic
234573,hach1239,BRANCH,j e d a,38,leejaponic
234574,hach1239,TAIL,o ʔ p o,308,leejaponic
234575,hach1239,BIG,b oː k j a,25,leejaponic
234576,hach1239,FALL,o t e r u,97,leejaponic
234577,hach1239,HUSBAND,o ʔ t o,164,leejaponic
234578,hach1239,MALE PERSON,o n o k o g o,189,leejaponic
234579,hach1239,HEAVY,o m o k j a,149,leejaponic
234580,hach1239,THINK,o m oː w a,320,leejaponic
234581,hach1239,SWIM,o j o g u,306,leejaponic
234582,hach1239,FEMALE PERSON,o ɴ n a g o,113,leejaponic
234583,hach1239,MOSQUITO,k a b u m e,194,leejaponic
234584,hach1239,BUY,k a u,46,leejaponic
234585,hach1239,SMELL (PERCEIVE),k a m a r u,284,leejaponic
234586,hach1239,SCRATCH,k a k u,256,leejaponic
234587,hach1239,HIDE,n a b u s u,152,leejaponic
234588,hach1239,WIND,k a d z e,360,leejaponic
234589,hach1239,COUNT,k a ɴ j oː s u,64,leejaponic
234590,hach1239,SHOULDER,k eː n a,269,leejaponic
234591,hach1239,THUNDER,k a m i n a r i,325,leejaponic
234592,hach1239,CHEW,k a m u,48,leejaponic
234593,hach1239,SKIN,k a w a,277,leejaponic
234594,hach1239,DRY,k a w a k u,79,leejaponic
