language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
bugu1245,-,-,k,3,-,-,-,-,s,i,-,7
lasu1234,-,-,k,3,-,-,-,-,s,i,-,7
sari1249,-,-,5,E,-,-,-,-,d,o,-,-
sulu1241,-,-,-,d,-,-,-,-,Z,i,a,N
sulu1241,-,-,-,-,-,-,-,-,T,i,a,N
kojo1234,-,-,-,a,-,-,-,-,z,i,-,-
rawa1269,-,-,-,a,-,-,-,-,y,i,-,N
bulu1255,-,-,-,a,-,-,-,-,z,i,-,-
jeri1243,-,-,-,a,d,u,-,-,d,u,-,-
khoi1253,-,-,-,a,d,Z,a,n,d,u,-,-
rahu1234,-,-,-,-,t,S,o,-,d,u,-,-
khoi1252,-,-,-,a,d,Z,a,n,d,u,-,-
rupa1234,-,-,-,a,t,S,a,n,d,u,-,-
sher1261,-,-,-,a,t,S,a,n,d,u,-,-
chug1252,-,-,k,a,-,-,-,-,t,i,-,-
lish1235,-,-,S,a,-,-,-,-,d,a,-,-
dikh1234,-,3,t,i,-,-,-,-,d,u,-,a
wang1301,-,-,-,e,-,-,-,-,y,u,-,N
sing1271,e,e,-,e,-,-,-,-,-,u,-,-
bich1234,-,-,-,e,-,-,-,-,y,u,-,N
kasp1234,-,-,-,e,-,-,-,-,y,u,-,N
namp1239,-,-,-,i,-,-,-,-,-,u,-,-
