language,x1,x2
bugu1245,b,a
lasu1234,b,a
sari1249,b,a
sulu1241,b,a
sulu1241,b,a
kojo1234,b,a
rawa1269,b,a
bulu1255,b,a
jeri1243,b,3
khoi1253,b,3
rahu1234,b,3
khoi1252,b,3
rupa1234,b,3
sher1261,b,3
chug1252,b,a
lish1235,b,a
