language,x1,x2,x3,x4,x5,x6,x7,x8,x9
bugu1245,r,-,-,-,-,-,-,i,7
lasu1234,r,-,-,-,-,-,-,i,7
sari1249,r,-,-,-,-,-,-,i,7
sulu1241,Z,e,-,-,-,-,-,i,-
sulu1241,r,-,-,-,-,-,-,i,t
kojo1234,r,-,-,-,-,-,-,e,n
rawa1269,r,-,-,-,-,-,-,i,t
bulu1255,r,-,-,-,-,-,-,i,n
jeri1243,l,E,7,i,k,-,h,E,n
khoi1253,-,-,-,-,t,s,h,o,-
rahu1234,t,-,-,-,-,S,-,E,-
khoi1252,r,-,-,-,-,-,-,i,N
rupa1234,-,-,-,-,t,S,h,a,-
sher1261,-,-,-,-,t,S,h,a,-
chug1252,d,-,-,-,-,-,-,u,r
lish1235,d,-,-,-,-,-,-,u,l
dikh1234,r,-,-,-,-,-,-,a,n
