language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
bugu1245,p,u,z,u,E,-,-,-,-,-
lasu1234,p,u,z,u,E,-,-,-,-,-
sari1249,-,-,l,i,7,-,-,-,-,-
sulu1241,p,u,z,u,a,-,-,-,i,-
sulu1241,p,3,z,u,E,-,-,-,-,-
kojo1234,-,-,l,i,m,-,-,-,-,-
rawa1269,-,-,l,3,p,-,-,-,-,-
bulu1255,-,-,l,i,m,-,-,-,-,-
jeri1243,-,-,h,a,m,-,-,-,u,-
khoi1253,-,-,h,a,m,-,-,-,-,-
rahu1234,-,-,l,i,m,-,-,-,-,-
khoi1252,-,-,l,i,m,-,-,-,-,-
rupa1234,-,-,l,3,m,-,-,-,u,-
sher1261,-,-,l,3,m,-,-,-,u,-
chug1252,-,-,h,u,m,-,-,-,a,-
lish1235,-,-,h,u,m,-,-,-,a,-
dikh1234,-,-,l,3,m,u,3,d,u,3
wang1301,-,-,l,3,m,-,-,-,u,a
sing1271,-,-,l,3,m,-,-,-,u,a
bich1234,-,-,l,3,m,-,-,-,u,a
kasp1234,-,-,l,3,m,-,-,-,u,a
namp1239,-,-,l,3,m,-,-,-,u,a
