language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
bugu1245,k,-,3,-,z,-,-,-,a,k
lasu1234,k,-,3,d,Z,-,-,-,a,k
sari1249,k,-,3,-,z,-,-,-,a,7
sulu1241,k,-,a,u,Z,-,i,-,a,k
sulu1241,k,-,3,-,Z,-,-,-,a,k
kojo1234,k,-,3,-,z,-,y,-,a,N
rawa1269,k,-,3,-,z,-,y,-,a,7
jeri1243,g,-,3,-,z,-,-,-,a,N
khoi1253,g,-,3,-,Z,-,-,-,a,N
rahu1234,g,-,3,-,z,-,-,-,a,N
khoi1252,g,-,3,-,z,-,-,-,a,N
rupa1234,g,-,3,-,z,-,-,-,a,N
sher1261,g,-,3,-,z,-,-,-,a,N
chug1252,k,h,u,-,S,-,-,-,a,N
lish1235,k,h,u,-,S,-,-,-,a,N
dikh1234,k,h,a,-,z,i,y,-,o,N
wang1301,k,h,a,-,z,i,y,a,a,-
sing1271,k,h,a,-,z,i,y,-,a,N
bich1234,k,h,a,-,z,i,y,-,a,N
kasp1234,k,h,a,-,z,i,y,-,a,N
namp1239,k,h,a,-,z,i,y,-,a,N
