language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
bugu1245,-,-,d,-,-,-,-,-,-,a,i,7,-
lasu1234,-,-,d,-,-,-,-,-,-,a,i,7,-
sari1249,-,-,d,-,-,-,-,-,-,a,i,7,-
sulu1241,-,-,d,-,-,-,-,-,-,a,-,t,-
sulu1241,-,-,d,-,-,-,-,-,-,a,-,t,-
kojo1234,-,-,d,-,-,-,-,-,-,a,-,n,-
rawa1269,-,-,d,-,-,-,-,-,-,a,-,t,-
jeri1243,-,-,d,-,-,-,-,-,-,E,-,n,-
khoi1253,-,-,d,-,-,-,-,-,-,E,-,n,-
rahu1234,-,-,d,-,-,-,-,-,-,E,-,n,-
khoi1252,-,-,d,-,-,-,-,-,-,E,-,n,-
rupa1234,-,-,d,-,-,-,-,-,-,a,-,n,-
sher1261,-,-,d,-,-,-,-,-,-,a,-,n,-
chug1252,-,-,d,-,-,-,-,-,-,E,-,n,-
lish1235,-,-,d,-,-,-,-,-,-,E,-,n,-
dikh1234,-,i,t,-,-,-,-,-,-,-,-,-,-
wang1301,i,i,t,-,-,-,-,-,-,-,-,-,-
sing1271,-,-,t,h,e,-,-,k,m,a,-,g,e
bich1234,-,-,t,h,e,y,a,k,p,a,-,-,-
kasp1234,-,i,t,p,-,-,-,-,h,a,-,t,-
namp1239,-,i,t,p,-,-,-,-,h,a,-,-,-
