language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
bugu1245,-,-,p,3,d,Z,a,i,-,-,7,-,-,-,-
lasu1234,-,-,p,3,d,Z,a,i,-,-,7,-,-,-,-
sari1249,-,-,-,-,-,s,a,i,-,-,7,-,-,-,-
sulu1241,-,-,h,a,-,x,a,-,-,-,i,-,-,-,-
sulu1241,-,-,h,a,-,x,a,-,-,-,t,-,-,-,-
kojo1234,-,-,h,a,-,d,a,-,-,-,N,-,-,-,-
rawa1269,-,-,s,a,-,t,-,-,-,-,-,-,-,-,-
jeri1243,d,-,-,3,-,z,-,i,-,-,k,-,-,-,-
khoi1253,d,-,-,i,-,Z,-,i,-,-,k,-,-,-,-
rahu1234,t,S,h,i,N,z,-,i,-,-,k,-,-,-,-
khoi1252,t,S,h,i,N,z,-,i,-,-,k,-,-,-,-
rupa1234,-,-,-,-,-,z,-,i,-,-,k,-,-,-,-
sher1261,t,S,h,u,-,z,-,u,-,-,k,-,-,-,-
chug1252,-,-,-,-,-,-,-,-,-,-,k,a,r,m,a
lish1235,-,-,-,-,-,-,-,-,-,-,k,a,l,m,a
dikh1234,t,-,s,a,-,t,-,-,r,o,N,-,-,-,-
wang1301,-,-,s,a,-,t,-,i,y,o,N,-,-,-,-
sing1271,-,-,s,a,-,d,-,i,y,o,N,-,-,-,-
bich1234,-,-,t,a,-,d,-,i,y,a,N,-,-,-,-
kasp1234,-,-,l,a,-,d,-,i,y,a,N,-,-,-,-
namp1239,-,-,t,a,-,d,-,i,y,a,N,-,-,-,-
