language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
bugu1245,-,-,d,Z,e,-,-,-,i,-,-,-
lasu1234,-,-,d,Z,e,-,-,-,i,-,-,-
sari1249,-,-,5,-,3,-,-,-,-,-,-,-
sulu1241,-,-,N,w,a,d,-,-,a,-,-,t
sulu1241,-,-,N,u,a,-,-,-,-,-,-,-
kojo1234,-,-,n,y,3,-,-,-,N,-,-,-
rawa1269,-,-,n,-,i,-,-,-,N,-,-,-
bulu1255,-,-,n,-,i,-,-,-,N,-,-,-
khoi1253,-,-,n,-,o,t,S,h,i,-,-,-
rahu1234,-,-,-,-,o,-,-,-,-,-,-,-
khoi1252,-,-,n,-,u,-,-,-,-,-,-,-
rupa1234,-,-,-,-,o,-,-,-,-,-,-,-
sher1261,-,-,-,-,o,-,-,-,-,-,-,-
chug1252,-,-,-,-,a,-,-,-,y,-,-,-
lish1235,-,-,-,-,a,-,-,-,y,-,-,-
dikh1234,g,3,r,-,a,-,-,-,k,-,-,-
wang1301,-,-,r,-,3,-,-,-,k,-,-,-
sing1271,-,-,r,-,3,k,m,a,g,-,-,e
bich1234,-,-,r,-,3,-,-,-,g,-,-,-
kasp1234,-,-,r,-,e,-,-,-,k,p,h,a
namp1239,-,-,r,-,3,-,-,-,k,-,-,-
