language,x1,x2,x3,x4,x5,x6,x7,x8
bugu1245,-,l,u,-,-,i,7,-
lasu1234,-,l,u,-,-,i,7,-
sari1249,-,y,o,-,-,-,-,-
sulu1241,-,L,u,-,-,i,t,-
kojo1234,r,y,o,-,-,-,-,-
rawa1269,r,y,o,-,-,-,-,-
bulu1255,-,r,-,-,-,i,-,-
jeri1243,-,-,-,-,-,E,n,-
khoi1253,-,-,-,-,-,E,n,-
rahu1234,-,-,-,-,-,a,n,-
khoi1252,-,-,-,-,-,a,n,-
rupa1234,-,-,-,-,-,a,m,-
sher1261,-,-,-,-,-,a,m,-
chug1252,-,-,-,-,-,i,n,-
lish1235,-,-,-,-,-,i,n,-
dikh1234,-,y,-,-,-,a,-,-
wang1301,-,y,-,-,-,e,-,-
sing1271,-,y,e,m,-,a,g,e
bich1234,-,y,e,p,h,a,-,-
kasp1234,-,s,i,p,h,a,-,-
namp1239,-,y,o,p,h,a,-,-
