language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
bugu1245,r,-,-,-,3,m,-,-,-,-,-
lasu1234,r,-,-,-,3,m,-,-,-,-,-
sari1249,r,-,-,-,3,7,-,-,-,-,-
sulu1241,x,-,-,-,3,N,-,-,-,-,-
sulu1241,x,-,-,-,3,N,-,-,-,-,-
kojo1234,r,-,-,-,3,m,-,-,-,-,-
rawa1269,r,-,-,-,3,p,-,-,-,-,-
bulu1255,r,-,-,-,3,m,-,-,-,-,-
jeri1243,d,Z,-,-,i,N,-,-,-,-,-
khoi1253,d,z,-,-,i,N,-,-,-,-,-
rahu1234,d,Z,-,-,i,N,-,-,-,-,-
khoi1252,d,Z,-,-,i,N,-,-,-,-,-
rupa1234,d,Z,-,-,i,N,-,-,-,-,-
sher1261,d,Z,-,-,i,n,-,-,-,-,-
chug1252,-,m,-,-,i,n,-,-,-,-,-
lish1235,-,m,-,-,i,n,-,-,-,-,-
dikh1234,-,m,-,y,E,n,-,-,-,-,-
wang1301,-,m,i,y,e,n,-,-,-,-,-
sing1271,-,m,i,y,e,n,m,-,a,g,e
bich1234,-,m,i,y,a,n,p,h,a,-,-
kasp1234,-,m,-,-,e,n,-,-,-,-,-
namp1239,-,m,-,-,e,n,p,h,a,-,-
