language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
bugu1245,-,a,-,z,a,-,i,7,-,-
lasu1234,-,a,d,Z,a,-,i,7,-,-
sari1249,-,a,-,z,a,-,i,7,-,-
sulu1241,-,a,-,z,a,-,i,-,-,-
kojo1234,-,a,-,Z,a,-,-,n,-,-
rawa1269,-,a,-,z,a,-,-,7,-,-
jeri1243,-,i,-,h,-,-,i,k,-,-
khoi1253,-,a,-,x,-,-,i,k,-,-
rahu1234,-,-,-,s,-,k,i,k,-,-
khoi1252,-,-,-,s,-,k,i,k,-,-
khoi1252,-,-,-,s,3,k,i,k,-,-
rupa1234,-,-,-,s,-,k,i,k,-,-
sher1261,-,-,-,s,-,k,i,t,-,-
chug1252,-,-,-,S,a,k,-,h,u,s
lish1235,-,-,-,S,a,k,-,h,u,s
dikh1234,-,3,-,z,-,-,E,N,-,-
dikh1234,-,3,-,s,-,-,E,N,-,-
wang1301,-,e,-,z,-,-,a,k,-,-
sing1271,-,e,-,z,-,-,e,N,-,-
bich1234,-,e,-,z,-,-,e,N,-,-
kasp1234,n,i,-,z,-,-,e,N,-,-
namp1239,-,e,-,z,-,-,e,N,-,-
