language,x1,x2,x3,x4,x5,x6,x7
bugu1245,a,t,S,-,a,i,7
lasu1234,a,t,S,-,a,i,7
sari1249,a,t,S,-,e,i,7
sulu1241,a,t,S,-,e,-,t
sulu1241,a,t,S,-,E,-,t
kojo1234,a,t,S,y,E,-,n
rawa1269,a,t,S,-,e,-,t
jeri1243,a,-,m,-,E,-,n
khoi1253,a,-,m,-,E,-,n
rahu1234,a,-,m,-,E,-,n
khoi1252,a,-,m,-,a,-,n
rupa1234,a,-,m,-,a,-,n
sher1261,a,-,m,-,a,-,n
chug1252,o,-,m,-,E,-,n
lish1235,o,-,m,-,E,-,n
dikh1234,3,-,h,-,E,-,k
wang1301,e,-,h,-,e,-,k
sing1271,e,-,h,-,e,-,-
bich1234,e,-,h,-,e,-,k
kasp1234,e,-,h,-,e,-,k
namp1239,e,-,h,-,e,-,k
