language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
bugu1245,k,a,y,-,-,-,-,-,o,-
lasu1234,k,a,y,-,-,-,-,-,o,-
sari1249,-,-,b,-,-,-,-,-,o,-
sulu1241,-,-,b,-,-,-,-,-,o,h
sulu1241,-,-,b,-,-,-,-,-,o,h
kojo1234,-,-,b,-,-,-,-,-,u,-
rawa1269,-,-,b,-,-,-,-,-,o,-
bulu1255,-,-,b,-,-,-,-,-,u,-
jeri1243,-,-,p,h,t,h,-,-,E,-
khoi1253,-,-,b,3,t,h,-,-,a,-
rahu1234,-,-,p,h,t,h,-,-,E,-
khoi1252,-,-,p,h,t,h,-,-,E,-
rupa1234,-,-,b,3,t,h,-,-,a,-
sher1261,-,-,p,h,t,h,-,-,a,-
chug1252,-,-,w,a,t,h,-,-,i,-
lish1235,-,-,w,a,t,h,-,-,i,-
dikh1234,-,-,-,-,t,S,o,-,i,-
wang1301,-,-,-,-,t,S,a,a,i,-
sing1271,-,-,-,-,t,S,-,-,i,-
bich1234,-,-,-,-,t,S,o,-,o,-
kasp1234,-,-,-,-,t,S,o,-,o,-
namp1239,-,-,-,-,t,S,o,-,o,-
