language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
bugu1245,-,a,r,e,-,-,-,-,-,-,N
lasu1234,-,a,r,e,-,-,-,-,-,-,N
sari1249,-,a,r,i,-,-,-,-,-,-,N
sulu1241,-,a,k,o,-,-,-,-,-,-,N
sulu1241,-,-,h,e,-,-,e,n,k,u,N
kojo1234,h,3,r,i,-,-,-,-,-,-,n
rawa1269,-,a,r,3,-,-,-,-,-,-,N
jeri1243,-,i,h,i,-,-,-,-,-,-,-
khoi1253,-,a,x,i,-,-,-,-,-,-,-
rahu1234,-,i,h,i,-,-,-,-,-,-,-
khoi1252,-,a,h,i,-,-,-,-,-,-,-
rupa1234,-,3,h,i,-,-,-,-,-,-,-
sher1261,r,a,b,o,-,-,-,-,-,-,-
chug1252,r,a,b,a,-,-,-,-,-,-,-
lish1235,-,-,h,i,N,N,a,-,l,e,y
dikh1234,-,3,r,3,-,-,-,-,-,-,N
wang1301,-,e,r,a,-,-,-,-,-,-,N
sing1271,-,e,r,a,-,-,-,-,-,-,N
bich1234,-,e,r,a,-,-,-,-,-,-,N
kasp1234,-,e,r,a,-,-,-,-,-,-,N
namp1239,-,e,r,a,-,-,-,-,-,-,N
