language,x1,x2,x3,x4,x5,x6,x7,x8
bugu1245,-,k,o,w,-,a,-,N
lasu1234,-,k,o,w,-,a,-,N
sari1249,a,k,-,u,-,a,-,N
sulu1241,a,-,-,v,-,a,-,N
sulu1241,a,k,3,v,u,a,-,N
kojo1234,a,k,-,r,-,a,-,n
rawa1269,a,k,-,r,-,E,-,t
jeri1243,-,t,S,h,-,E,-,N
khoi1253,-,t,S,h,-,a,y,N
rahu1234,-,t,S,h,-,E,-,N
khoi1252,-,t,S,h,-,E,-,N
rupa1234,-,k,-,h,-,E,-,N
sher1261,-,k,-,h,-,E,-,N
chug1252,-,k,-,h,-,E,-,N
lish1235,-,k,-,h,-,E,-,N
dikh1234,3,r,i,-,-,o,-,N
wang1301,e,r,i,y,-,o,-,k
sing1271,e,r,i,y,-,a,-,N
bich1234,e,r,i,y,-,a,-,N
kasp1234,e,r,i,y,-,a,-,N
namp1239,e,r,i,y,-,a,-,N
