language,x1,x2,x3,x4,x5,x6,x7
bugu1245,k,3,b,r,a,-,-
lasu1234,k,3,b,r,a,-,-
sari1249,k,3,b,r,a,-,-
sulu1241,k,3,p,-,a,-,a
sulu1241,k,3,p,-,o,-,o
kojo1234,k,a,h,-,o,-,N
rawa1269,k,3,b,r,a,-,-
bulu1255,k,a,-,l,3,-,N
jeri1243,-,-,-,l,i,i,N
khoi1253,-,-,-,l,i,i,N
rahu1234,-,-,-,r,i,i,N
khoi1252,-,-,-,r,i,i,N
rupa1234,-,-,-,l,i,i,N
sher1261,-,-,-,l,-,u,N
chug1252,-,-,-,l,-,u,N
lish1235,-,-,-,l,-,u,N
dikh1234,l,3,b,-,a,u,-
wang1301,l,a,b,-,a,a,-
sing1271,l,a,b,-,a,a,-
bich1234,l,a,b,-,a,a,-
kasp1234,l,a,b,-,a,a,-
namp1239,l,u,b,-,-,u,-
